tournament,year,date,home_team,away_team,actual_home,actual_away,model_home,model_draw,model_away,book_home,book_draw,book_away,tvd,model_favorite,book_favorite,favorite_flip,model_prediction,model_points,model_decision_margin,blend00_prediction,blend00_points,blend00_decision_margin,blend005_prediction,blend005_points,blend005_decision_margin,blend01_prediction,blend01_points,blend01_decision_margin,blend015_prediction,blend015_points,blend015_decision_margin,blend02_prediction,blend02_points,blend02_decision_margin,blend025_prediction,blend025_points,blend025_decision_margin,blend03_prediction,blend03_points,blend03_decision_margin,blend035_prediction,blend035_points,blend035_decision_margin,blend04_prediction,blend04_points,blend04_decision_margin,blend045_prediction,blend045_points,blend045_decision_margin,blend05_prediction,blend05_points,blend05_decision_margin,blend055_prediction,blend055_points,blend055_decision_margin,blend06_prediction,blend06_points,blend06_decision_margin,blend065_prediction,blend065_points,blend065_decision_margin,blend07_prediction,blend07_points,blend07_decision_margin,blend075_prediction,blend075_points,blend075_decision_margin,blend08_prediction,blend08_points,blend08_decision_margin,blend085_prediction,blend085_points,blend085_decision_margin,blend09_prediction,blend09_points,blend09_decision_margin,blend095_prediction,blend095_points,blend095_decision_margin,blend10_prediction,blend10_points,blend10_decision_margin
African Cup of Nations,2019,2019-06-30,Madagascar,Nigeria,2,0,0.09481029372104936,0.22938256644049518,0.6758071398384555,0.14166145385879747,0.3374002096899095,0.5209383364508495,0.15486880338738424,away,away,False,0-2,0,0.06125609876447835,0-2,0,0.04725642831465182,0-2,0,0.04795886716329856,0-2,0,0.04866130601194529,0-2,0,0.04936374486059203,0-2,0,0.05006618370923899,0-2,0,0.050768622557885834,0-2,0,0.05147106140653268,0-2,0,0.052173500255179306,0-2,0,0.05287593910382593,0-2,0,0.053578377952472334,0-2,0,0.05428081680111907,0-2,0,0.054983255649765694,0-2,0,0.05568569449841221,0-2,0,0.05638813334705872,0-2,0,0.057090572195705236,0-2,0,0.05779301104435142,0-2,0,0.05849544989299871,0-2,0,0.05919788874164489,0-2,0,0.059900327590290736,0-2,0,0.06060276643893736,0-2,0,0.061305205287583764
African Cup of Nations,2019,2019-06-29,Benin,Guinea-Bissau,0,0,0.4180434823659231,0.3287245616899577,0.2532319559441192,0.5847616705757576,0.26040688161327724,0.15483144781047706,0.1667181882100785,home,home,False,1-0,0,0.003233029469709159,1-0,0,0.004522577786151172,1-0,0,0.004458107420488577,1-0,0,0.004393637054826316,1-0,0,0.004329166689164166,1-0,0,0.004264696323501682,1-0,0,0.004200225957839643,1-0,0,0.004135755592177159,1-0,0,0.004071285226515009,1-0,0,0.004006814860852637,1-0,0,0.003942344495190375,1-0,0,0.003877874129528003,1-0,0,0.0038134037638658524,1-0,0,0.003748933398203591,1-0,0,0.0036844630325413297,1-0,0,0.0036199926668789573,1-0,0,0.003555522301216918,1-0,0,0.0034910519355545455,1-0,0,0.003426581569892173,1-0,0,0.0033621112042300227,1-0,0,0.0032976408385677614,1-0,0,0.003233170472905389
African Cup of Nations,2019,2019-06-29,Cameroon,Ghana,0,0,0.25827612107530035,0.3736146328715037,0.368109246053196,0.30381782610824765,0.3241188652780696,0.37206330861417997,0.04949576759368268,draw,away,True,0-0,3,0.095027341940357,0-1,0,0.015414181482312439,0-1,0,0.009892068136391985,0-1,0,0.004369954790471531,0-0,3,0.0011521585554494784,0-0,3,0.006674271901370932,0-0,3,0.012196385247292274,0-0,3,0.01771849859321395,0-0,3,0.023240611939135958,0-0,3,0.028762725285058077,0-0,3,0.034284838630980974,0-0,3,0.039806951976903426,0-0,3,0.045329065322826656,0-0,3,0.05085117866875022,0-0,3,0.056373292014674115,0-0,3,0.06189540536059823,0-0,3,0.0674175187065218,0-0,3,0.07293963205244636,0-0,3,0.07846174539837125,0-0,3,0.08398385874429615,0-0,3,0.08950597209022171,0-0,3,0.09502808543614716
African Cup of Nations,2019,2019-06-29,Mauritania,Angola,0,0,0.23467290587384512,0.3595762036522857,0.4057508904738692,0.19796863471932208,0.30592587440220487,0.4961054908780123,0.0903546004043735,away,away,False,0-0,3,0.006526587331035394,0-1,0,0.08384109642283355,0-1,0,0.08307760671106468,0-1,0,0.08231411699929558,0-1,0,0.08155062728752682,0-1,0,0.08078713757575784,0-1,0,0.08002364786398908,0-1,0,0.0792601581522202,0-1,0,0.07849666844045133,0-1,0,0.07773317872868257,0-1,0,0.07696968901691392,0-1,0,0.07620619930514516,0-1,0,0.07544270959337662,0-1,0,0.07467921988160808,0-1,0,0.07391573016983954,0-1,0,0.073152240458071,0-1,0,0.0612540964708469,0-1,0,0.04769794034216446,0-1,0,0.03414178421348202,0-1,0,0.020585628084800134,0-1,0,0.007029471956119249,0-0,3,0.006526684172561192
African Cup of Nations,2019,2019-06-28,South Africa,Namibia,1,0,0.5580277503293276,0.32566724772568684,0.11630500194498541,0.5709303956646475,0.25743842061643474,0.17163118371841138,0.068228827108999,home,home,False,1-0,3,0.08098480230275917,1-0,3,0.0828615669661037,1-0,3,0.08276793616464062,1-0,3,0.08267430536317755,1-0,3,0.08258067456171447,1-0,3,0.08248704376025096,1-0,3,0.08239341295878766,1-0,3,0.08229978215732459,1-0,3,0.08220615135586151,1-0,3,0.08211252055439788,1-0,3,0.08201888975293548,1-0,3,0.08192525895147151,1-0,3,0.08183162815000822,1-0,3,0.08173799734854581,1-0,3,0.08164436654708229,1-0,3,0.08155073574561889,1-0,3,0.08145710494415548,1-0,3,0.0813634741426924,1-0,3,0.08126984334122922,1-0,3,0.08117621253976592,1-0,3,0.08108258173830274,1-0,3,0.08098895093683967
African Cup of Nations,2019,2019-06-28,Morocco,Ivory Coast,1,0,0.29943299194750644,0.359175503451768,0.3413915046007255,0.4292541465563196,0.3205047891722479,0.2502410642719103,0.12982115460857424,draw,home,True,0-0,0,0.049768807097672285,1-0,3,0.09010049252493824,1-0,3,0.08873801879413923,1-0,3,0.08737554506334,1-0,3,0.08601307133254055,1-0,3,0.08278957017921484,1-0,3,0.06714849181025839,1-0,3,0.051507413441301275,1-0,3,0.035866335072343825,1-0,3,0.02022525670338482,1-0,3,0.0045841783344247045,0-0,0,0.011056900034534856,0-0,0,0.02669797840349597,0-0,0,0.042339056772457195,0-0,0,0.04789393586961532,0-0,0,0.04816185750374502,0-0,0,0.048429779137874496,0-0,0,0.048697700772004415,0-0,0,0.048965622406134,0-0,0,0.04923354404026359,0-0,0,0.049501465674393175,0-0,0,0.04976938730852298
African Cup of Nations,2019,2019-06-28,Tunisia,Mali,1,1,0.42226267424681896,0.3261704957144136,0.2515668300387674,0.38482713367219407,0.3212971375185765,0.293875728809746,0.04230889877072028,home,home,False,2-0,0,0.001559704836584741,2-0,0,0.0014214984214766524,2-0,0,0.0014284125079817578,2-0,0,0.0014353265944868632,2-0,0,0.0014422406809919686,2-0,0,0.001449154767496963,2-0,0,0.0014560688540021793,2-0,0,0.0014629829405071737,2-0,0,0.001469897027012279,2-0,0,0.0014768111135172735,2-0,0,0.0014837252000223788,2-0,0,0.0014906392865274842,2-0,0,0.0014975533730324786,2-0,0,0.001504467459537695,2-0,0,0.0015113815460428004,2-0,0,0.0015182956325477948,2-0,0,0.0015252097190527891,2-0,0,0.0015321238055580055,2-0,0,0.001539037892063222,2-0,0,0.0015459519785681053,2-0,0,0.0015528660650732107,2-0,0,0.001559780151578427
African Cup of Nations,2019,2019-06-27,Kenya,Tanzania,3,2,0.331967529034693,0.40780651161791703,0.26022595934739,0.4348998055230286,0.3123945846828731,0.2527056097945643,0.1029322764881026,draw,home,True,0-0,0,0.23230163301903262,1-0,1,0.17739710059534686,1-0,1,0.156293590252521,1-0,1,0.135190079909694,1-0,1,0.11408656956686547,1-0,1,0.09298305922403627,1-0,1,0.07187954888120607,1-0,1,0.05077603853837487,1-0,1,0.02967252819554267,1-0,1,0.008569017852709582,0-0,0,0.012534492490124616,0-0,0,0.03363800283295948,0-0,0,0.05474151317579545,0-0,0,0.07584502351863254,0-0,0,0.09694853386147073,0-0,0,0.11805204420431004,0-0,0,0.13915555454715012,0-0,0,0.16025906488999075,0-0,0,0.1813625752328334,0-0,0,0.2024660855756758,0-0,0,0.22356959591851977,0-0,0,0.2323021347534493
African Cup of Nations,2019,2019-06-27,Senegal,Algeria,0,1,0.43931111152097213,0.31554179581077596,0.24514709266825183,0.4785860038542509,0.30435929054852534,0.21705470559673265,0.03927489233352427,home,home,False,2-0,0,0.007458064914046658,2-0,0,0.008125419846438553,2-0,0,0.008092079445020328,2-0,0,0.008058739043601992,2-0,0,0.008025398642183768,2-0,0,0.007992058240765654,2-0,0,0.007958717839347207,2-0,0,0.007925377437928982,2-0,0,0.007892037036510646,2-0,0,0.00785869663509231,2-0,0,0.007825356233674086,2-0,0,0.00779201583225575,2-0,0,0.007758675430837747,2-0,0,0.007725335029419411,2-0,0,0.007691994628000964,2-0,0,0.0076586542265828506,2-0,0,0.007625313825164626,2-0,0,0.007591973423746179,2-0,0,0.007558633022328065,2-0,0,0.007525292620909729,2-0,0,0.0074919522194915045,2-0,0,0.00745861181807328
African Cup of Nations,2019,2019-06-27,Madagascar,Burundi,1,0,0.29210774978946,0.30664462222419053,0.4012476279863495,0.2954556522661851,0.33469036228663257,0.36985398544670395,0.031393642539406325,away,away,False,1-2,0,0.007529465665356172,1-1,0,0.05401162507104529,1-1,0,0.04873323881804814,1-1,0,0.043454852565050994,1-1,0,0.038176466312054624,1-1,0,0.03289808005905859,1-1,0,0.027619693806062107,1-1,0,0.022341307553066292,1-1,0,0.0170629213000707,1-1,0,0.011784535047075106,1-1,0,0.006506148794080291,1-1,0,0.0012277625410849202,1-2,0,0.004050623711909784,1-2,0,0.007294496032193898,1-2,0,0.007323954045033165,1-2,0,0.007353412057872544,1-2,0,0.007382870070711922,1-2,0,0.007412328083551412,1-2,0,0.00744178609639079,1-2,0,0.0074712441092302795,1-2,0,0.007500702122069769,1-2,0,0.007530160134909036
African Cup of Nations,2019,2019-06-26,Egypt,DR Congo,2,0,0.46834309747816405,0.30262146492851566,0.22903543759332035,0.7140878077642283,0.19299425072566906,0.0929179415096524,0.24574471028628941,home,home,False,2-0,3,0.0073086432287599035,2-0,3,0.011144928349981376,2-0,3,0.010953158713337796,2-0,3,0.010761389076694439,2-0,3,0.010569619440051081,2-0,3,0.010377849803407946,2-0,3,0.010186080166764366,2-0,3,0.009994310530120787,2-0,3,0.009802540893477318,2-0,3,0.009610771256834072,2-0,3,0.009419001620190937,2-0,3,0.009227231983547579,2-0,3,0.009035462346904222,2-0,3,0.008843692710260975,2-0,3,0.008651923073617729,2-0,3,0.008460153436974371,2-0,3,0.008268383800331125,2-0,3,0.008076614163687768,2-0,3,0.007884844527044743,2-0,3,0.007693074890401275,2-0,3,0.007501305253758028,2-0,3,0.007309535617114893
African Cup of Nations,2019,2019-06-26,Uganda,Zimbabwe,1,1,0.2913243014316952,0.4304877238828406,0.2781879746854642,0.4151326658177874,0.3375716603076989,0.2472956738750079,0.12380836438584511,draw,home,True,0-0,1,0.3155941311814213,1-0,0,0.0968789918411419,1-0,0,0.07281274641684365,1-0,0,0.048746500992544406,1-0,0,0.024680255568243825,1-0,0,0.0006140101439423562,0-0,1,0.023452235280360667,0-0,1,0.047518480704665356,0-0,1,0.07158472612897027,0-0,1,0.09565097155327651,0-0,1,0.11971721697758453,0-0,1,0.14378346240189332,0-0,1,0.16784970782620334,0-0,1,0.19191595325051425,0-0,1,0.2159821986748267,0-0,1,0.24004844409913995,0-0,1,0.2641146895234553,0-0,1,0.2881809349477713,0-0,1,0.3053767717042214,0-0,1,0.30878265168520447,0-0,1,0.31218853166618765,0-0,1,0.31559441164717095
African Cup of Nations,2019,2019-06-26,Nigeria,Guinea,1,0,0.48389110938842306,0.31108235618412344,0.20502653442745344,0.4636777116397591,0.299888987570948,0.2364333007897858,0.031406766362085864,home,home,False,2-0,1,0.019696835361110443,2-0,1,0.018875790324345165,2-0,1,0.018916933541721415,2-0,1,0.018958076759097775,2-0,1,0.018999219976474135,2-0,1,0.019040363193850496,2-0,1,0.019081506411226634,2-0,1,0.019122649628602884,2-0,1,0.019163792845979133,2-0,1,0.019204936063355604,2-0,1,0.019246079280731854,2-0,1,0.019287222498107992,2-0,1,0.019328365715484352,2-0,1,0.019369508932860713,2-0,1,0.019410652150237073,2-0,1,0.019451795367613434,2-0,1,0.019492938584989794,2-0,1,0.019534081802366043,2-0,1,0.019575225019742293,2-0,1,0.019616368237118764,2-0,1,0.019657511454495014,2-0,1,0.019698654671871152
African Cup of Nations,2019,2019-06-25,Ghana,Benin,2,2,0.5910157996077892,0.28251006932377337,0.1264741310684374,0.5782537003470991,0.2726135486857349,0.14913275096670395,0.02265861989849753,home,home,False,2-0,0,0.025770873486615886,2-0,0,0.025219415191931716,2-0,0,0.02524724490402641,2-0,0,0.02527507461612144,2-0,0,0.025302904328216247,2-0,0,0.025330734040311165,2-0,0,0.025358563752406083,2-0,0,0.02538639346450089,2-0,0,0.025414223176595918,2-0,0,0.025442052888690503,2-0,0,0.02546988260078553,2-0,0,0.02549771231288034,2-0,0,0.025525542024975256,2-0,0,0.025553371737070174,2-0,0,0.02558120144916498,2-0,0,0.025609031161259788,2-0,0,0.025636860873354816,2-0,0,0.025664690585449623,2-0,0,0.02569252029754443,2-0,0,0.025720350009639348,2-0,0,0.025748179721734044,2-0,0,0.025776009433829183
African Cup of Nations,2019,2019-06-25,Cameroon,Guinea-Bissau,2,0,0.6032249971374212,0.28074073831666524,0.11603426454591355,0.6501521516039243,0.24254302249339693,0.10730482590218189,0.046927154466751525,home,home,False,2-0,3,0.01767163884505296,2-0,3,0.019050135800814383,2-0,3,0.018981385073532087,2-0,3,0.018912634346249346,2-0,3,0.018843883618967272,2-0,3,0.018775132891684754,2-0,3,0.018706382164402457,2-0,3,0.018637631437120383,2-0,3,0.018568880709837865,2-0,3,0.01850012998255579,2-0,3,0.018431379255273495,2-0,3,0.01836262852799042,2-0,3,0.018293877800708458,2-0,3,0.01822512707342594,2-0,3,0.01815637634614442,2-0,3,0.018087625618862235,2-0,3,0.018018874891579717,2-0,3,0.01795012416429731,2-0,3,0.017881373437015124,2-0,3,0.017812622709732828,2-0,3,0.017743871982450643,2-0,3,0.017675121255168236
African Cup of Nations,2019,2019-06-24,Mali,Mauritania,4,1,0.45035775754930363,0.3445448680722389,0.2050973743784575,0.5543495440396106,0.27887197353624843,0.1667784824246392,0.10399178649005784,home,home,False,1-0,1,0.04891981085600139,1-0,1,0.06021756391021049,1-0,1,0.05965274590716252,1-0,1,0.059087927904114323,1-0,1,0.05852310990106635,1-0,1,0.057958291898018266,1-0,1,0.05739347389497018,1-0,1,0.0568286558919221,1-0,1,0.0562638378888739,1-0,1,0.05569901988582571,1-0,1,0.0551342018827774,1-0,1,0.05456938387972898,1-0,1,0.05400456587668079,1-0,1,0.05343974787363237,1-0,1,0.052874929870584175,1-0,1,0.05231011186753587,1-0,1,0.05174529386448723,1-0,1,0.051180475861439034,1-0,1,0.050615657858390506,1-0,1,0.05005083985534209,1-0,1,0.04948602185229345,1-0,1,0.04892120384924492
African Cup of Nations,2019,2019-06-24,Tunisia,Angola,1,1,0.4626239162679838,0.3207493228406588,0.21662676089135732,0.5298226652956687,0.27761835739130997,0.1925589773125595,0.06719874902791577,home,home,False,2-0,0,0.0043301083689680775,2-0,0,0.004959400842661776,2-0,0,0.004927950174883122,2-0,0,0.004896499507104579,2-0,0,0.004865048839326147,2-0,0,0.004833598171547493,2-0,0,0.004802147503769061,2-0,0,0.004770696835990518,2-0,0,0.004739246168211975,2-0,0,0.0047077955004335426,2-0,0,0.004676344832654888,2-0,0,0.004644894164876345,2-0,0,0.004613443497098135,2-0,0,0.004581992829319592,2-0,0,0.004550542161541049,2-0,0,0.004519091493762506,2-0,0,0.004487640825984074,2-0,0,0.00445619015820542,2-0,0,0.004424739490426877,2-0,0,0.0043932888226484446,2-0,0,0.0043618381548700125,2-0,0,0.004330387487091469
African Cup of Nations,2019,2019-06-24,Ivory Coast,South Africa,1,0,0.42211862829873054,0.33937128395904115,0.23851008774222834,0.4916503423094669,0.3027635469458367,0.2055861107441862,0.0695317140109915,home,home,False,1-0,3,0.027221131344640548,1-0,3,0.031705993055500925,1-0,3,0.03148179184461464,1-0,3,0.03125759063372813,1-0,3,0.03103338942284206,1-0,3,0.030809188211955663,1-0,3,0.030584987001069264,1-0,3,0.030360785790182976,1-0,3,0.030136584579296688,1-0,3,0.0299123833684104,1-0,3,0.029688182157524112,1-0,3,0.029463980946637935,1-0,3,0.029239779735751648,1-0,3,0.02901557852486536,1-0,3,0.028791377313979294,1-0,3,0.028567176103093006,1-0,3,0.02834297489220683,1-0,3,0.028118773681320652,1-0,3,0.027894572470434587,1-0,3,0.027670371259548188,1-0,3,0.027446170048662122,1-0,3,0.027221968837776167
African Cup of Nations,2019,2019-06-23,Algeria,Kenya,2,0,0.4936421564663697,0.33259027694765303,0.17376756658597714,0.5848441888466964,0.26403428292020953,0.1511215282326166,0.09120203238056537,home,home,False,1-0,1,0.04124211426975477,1-0,1,0.048863934784428076,1-0,1,0.04848293671285231,1-0,1,0.048101938641276876,1-0,1,0.047720940569701775,1-0,1,0.04733994249812634,1-0,1,0.0469589444265508,1-0,1,0.04657794635497581,1-0,1,0.046196948283400485,1-0,1,0.04581595021182516,1-0,1,0.04543495214024995,1-0,1,0.04505395406867496,1-0,1,0.04467295599709975,1-0,1,0.04429195792552432,1-0,1,0.043910959853949216,1-0,1,0.043529961782374116,1-0,1,0.043148963710798904,1-0,1,0.042767965639223915,1-0,1,0.042386967567648925,1-0,1,0.042005969496073714,1-0,1,0.04162497142449895,1-0,1,0.041243973352923735
African Cup of Nations,2019,2019-06-23,Senegal,Tanzania,2,0,0.6407524101976119,0.2633416060099681,0.09590598379242019,0.7600831530648858,0.18389021869703215,0.056026628238501276,0.11933074286706441,home,home,False,2-0,3,0.02849977369776946,2-0,3,0.033817023800460255,2-0,3,0.033551565307176734,2-0,3,0.033286106813892546,2-0,3,0.033020648320609025,2-0,3,0.032755189827325504,2-0,3,0.03248973133404154,2-0,3,0.03222427284075802,2-0,3,0.03195881434747405,2-0,3,0.031693355854190086,2-0,3,0.031427897360906565,2-0,3,0.03116243886762282,2-0,3,0.030896980374338856,2-0,3,0.030631521881055113,2-0,3,0.03036606338777137,2-0,3,0.030100604894487404,2-0,3,0.02983514640120344,2-0,3,0.029569687907919473,2-0,3,0.02930422941463595,2-0,3,0.02903877092135221,2-0,3,0.028773312428068243,2-0,3,0.028507853934784277
African Cup of Nations,2019,2019-06-23,Morocco,Namibia,1,0,0.6159211317941733,0.29850580323828163,0.08557306496754508,0.7413957454699434,0.1884306068606929,0.07017364766976739,0.12547461367556823,home,home,False,1-0,3,0.06816264259221927,1-0,3,0.08205631355682463,1-0,3,0.08136194861704138,1-0,3,0.08066758367725768,1-0,3,0.07997321873747465,1-0,3,0.07927885379769095,1-0,3,0.07858448885790814,1-0,3,0.07789012391812444,1-0,3,0.07719575897834119,1-0,3,0.07650139403855771,1-0,3,0.07580702909877379,1-0,3,0.07511266415899076,1-0,3,0.07441829921920706,1-0,3,0.07372393427942359,1-0,3,0.07302956933963989,1-0,3,0.07233520439985619,1-0,3,0.07164083946007271,1-0,3,0.0709464745202888,1-0,3,0.07025210958050532,1-0,3,0.0695577446407214,1-0,3,0.06886337970093748,1-0,3,0.068169014761154
African Cup of Nations,2019,2019-06-22,Guinea,Madagascar,2,2,0.5654924385095713,0.2532379472269133,0.18126961426351546,0.5411053606360466,0.28630371071656985,0.17259092864785253,0.033065763489422084,home,home,False,2-0,0,0.002798634698914504,2-0,0,0.0026797618459503125,2-0,0,0.0026858005553751507,2-0,0,0.002691839264799656,2-0,0,0.002697877974224383,2-0,0,0.00270391668364911,2-0,0,0.0027099553930737263,2-0,0,0.0027159941024984535,2-0,0,0.0027220328119230697,2-0,0,0.002728071521347797,2-0,0,0.002734110230772524,2-0,0,0.00274014894019714,2-0,0,0.0027461876496217563,2-0,0,0.0027522263590464835,2-0,0,0.0027582650684712107,2-0,0,0.002764303777895938,2-0,0,0.002770342487320665,2-0,0,0.002776381196745281,2-0,0,0.0027824199061700083,2-0,0,0.0027884586155946245,2-0,0,0.0027944973250193517,2-0,0,0.002800536034443857
African Cup of Nations,2019,2019-06-22,Nigeria,Burundi,1,0,0.5951340002820664,0.2813766528216217,0.12348934689631176,0.6552556209756437,0.23263739445644793,0.11210698456837001,0.060121620693346416,home,home,False,2-0,1,0.02497254342601607,2-0,1,0.027500895903606493,2-0,1,0.027374731519866913,2-0,1,0.027248567136127777,2-0,1,0.02712240275238864,2-0,1,0.02699623836864906,2-0,1,0.026870073984909704,2-0,1,0.026743909601170568,2-0,1,0.026617745217431765,2-0,1,0.026491580833691186,2-0,1,0.02636541644995316,2-0,1,0.02623925206621358,2-0,1,0.026113087682473668,2-0,1,0.025986923298734754,2-0,1,0.025860758914995174,2-0,1,0.025734594531255928,2-0,1,0.02560843014751657,2-0,1,0.02548226576377699,2-0,1,0.025356101380037632,2-0,1,0.025229936996298385,2-0,1,0.02510377261255914,2-0,1,0.02497760822881956
African Cup of Nations,2019,2019-06-22,DR Congo,Uganda,0,2,0.35834148842793434,0.39859445452721304,0.24306405704485268,0.43023960436769004,0.3288669132172137,0.2408934824155789,0.07189811593951442,draw,home,True,0-0,0,0.17594170425886613,1-0,0,0.1204145289351316,1-0,0,0.10559668761713392,1-0,0,0.09077884629913546,1-0,0,0.07596100498113634,1-0,0,0.06114316366313677,1-0,0,0.04632532234513642,1-0,0,0.03150748102713519,1-0,0,0.016689639709132842,1-0,0,0.001871798391130497,0-0,0,0.01294604292687318,0-0,0,0.0277638842448773,0-0,0,0.04258172556288187,0-0,0,0.05739956688088699,0-0,0,0.07221740819889366,0-0,0,0.08703524951690034,0-0,0,0.10185309083490801,0-0,0,0.11667093215291613,0-0,0,0.1314887734709258,0-0,0,0.14630661478893525,0-0,0,0.1611244561069457,0-0,0,0.17594229742495726
African Cup of Nations,2019,2019-06-21,Egypt,Zimbabwe,1,0,0.5359277117519523,0.2988716073458288,0.1652006809022189,0.7787696399029922,0.15942550403092176,0.0618048560665394,0.2428419281508132,home,home,False,2-0,1,0.0241975230572119,2-0,1,0.03516682524397097,2-0,1,0.03461852577185409,2-0,1,0.03407022629973788,2-0,1,0.03352192682762123,2-0,1,0.032973627355504354,2-0,1,0.0324253278833877,2-0,1,0.03187702841127105,2-0,1,0.03132872893915439,2-0,1,0.030780429467037518,2-0,1,0.030232129994920864,2-0,1,0.02968383052280399,2-0,1,0.029135531050687336,2-0,1,0.02858723157857057,2-0,1,0.028038932106453363,2-0,1,0.02749063263433682,2-0,1,0.02694233316221961,2-0,1,0.026394033690102847,2-0,1,0.02584573421798586,2-0,1,0.025297434745868985,2-0,1,0.024749135273751888,2-0,1,0.024200835801635012
African Cup of Nations,2022,2022-02-06,Senegal,Egypt,0,0,0.3535690840325435,0.3757716517902465,0.27065926417721003,0.43526202036985284,0.3490172451897726,0.21572073443987336,0.08169293633755996,draw,home,True,0-0,3,0.12146191524430283,1-0,0,0.0993646354972696,1-0,0,0.08832328654199106,1-0,0,0.07728193758671342,1-0,0,0.06624058863143578,1-0,0,0.05519923967615903,1-0,0,0.044157890720883164,1-0,0,0.03311654176560752,1-0,0,0.022075192810332656,1-0,0,0.011033843855057679,0-0,3,7.505100216409488e-06,0-0,3,0.011048854055489277,0-0,3,0.022090203010762588,0-0,3,0.03313155196603523,0-0,3,0.04417290092130699,0-0,3,0.05521424987657808,0-0,3,0.06625559883184906,0-0,3,0.07729694778711915,0-0,3,0.08833829674238813,0-0,3,0.09937964569765723,0-0,3,0.11042099465292554,0-0,3,0.12146234360819375
African Cup of Nations,2022,2022-02-05,Burkina Faso,Cameroon,3,3,0.29743227900614116,0.37418228802861236,0.32838543296524636,0.21696763959230342,0.27004389232423154,0.5129884680839326,0.1846030351184524,draw,away,True,0-0,1,0.15833843745166643,0-1,0,0.21675761772513613,0-1,0,0.2128575189308528,0-1,0,0.2089574201365696,0-1,0,0.20505732134228627,0-1,0,0.2011572225480025,0-1,0,0.19725712375371884,0-1,0,0.19335702495943496,0-1,0,0.18945692616515086,0-1,0,0.18555682737086643,0-1,0,0.16848455271479523,0-1,0,0.1387733237681077,0-1,0,0.10906209482141804,0-1,0,0.07935086587472762,0-1,0,0.04963963692803541,0-1,0,0.019928407981342322,0-0,1,0.009782820965352768,0-0,1,0.03949404991204919,0-0,1,0.06920527885874672,0-0,1,0.09891650780544581,0-0,1,0.12862773675214612,0-0,1,0.15833896569884787
African Cup of Nations,2022,2022-02-03,Cameroon,Egypt,0,0,0.268371004895083,0.3742974878107834,0.3573315072941336,0.4158075581825294,0.3458234404239761,0.23836900139301462,0.14743655328768634,draw,home,True,0-0,3,0.11140908304015884,1-0,0,0.09916688069337831,1-0,0,0.08089499525750232,1-0,0,0.06262310982162589,1-0,0,0.04435122438575112,1-0,0,0.026079338949876907,1-0,0,0.00780745351400447,0-0,3,0.010464431921867745,0-0,3,0.02873631735773896,0-0,3,0.047008202793610177,0-0,3,0.0652800882294795,0-0,3,0.08355197366534795,0-0,3,0.1018238591012155,0-0,3,0.1200957445370825,0-0,3,0.13836762997294882,0-0,3,0.15663951540881393,0-0,3,0.15467247066619583,0-0,3,0.1460198771187502,0-0,3,0.13736728357130545,0-0,3,0.1287146900238606,0-0,3,0.12006209647641686,0-0,3,0.11140950292897245
African Cup of Nations,2022,2022-02-02,Burkina Faso,Senegal,1,3,0.21839445242893515,0.3608114510816696,0.4207940964893952,0.1678183834003471,0.32504047682318843,0.5071411397769324,0.08634704328730324,away,away,False,0-1,1,0.01957780529798403,0-1,1,0.16012659518402939,0-1,1,0.1587634186478204,0-1,1,0.1574002421116113,0-1,1,0.1560370655754022,0-1,1,0.1546738890391932,0-1,1,0.153310712502984,0-1,1,0.15194753596677468,0-1,1,0.15058435943056536,0-1,1,0.14922118289435593,0-1,1,0.1478580063581464,0-1,1,0.1411746969343053,0-1,1,0.12901502422087863,0-1,1,0.11685535150745197,0-1,1,0.10469567879402464,0-1,1,0.0925360060805962,0-1,1,0.08037633336716787,0-1,1,0.06821666065373899,0-1,1,0.056056987940309,0-1,1,0.043897315226878786,0-1,1,0.031737642513447795,0-1,1,0.01957796980001658
African Cup of Nations,2022,2022-01-30,Senegal,Equatorial Guinea,3,1,0.5724162315868114,0.31123270217248095,0.11635106624070772,0.6311587134838991,0.2648237512330075,0.10401753528359675,0.05874248189683603,home,home,False,1-0,1,0.10521713081275297,1-0,1,0.11602048603748272,1-0,1,0.11548057973855097,1-0,1,0.11494067343961967,1-0,1,0.11440076714068748,1-0,1,0.11386086084175595,1-0,1,0.1133209545428242,1-0,1,0.11278104824389268,1-0,1,0.11224114194496027,1-0,1,0.11170123564602785,1-0,1,0.111161329347097,1-0,1,0.11062142304816547,1-0,1,0.11008151674923217,1-0,1,0.10954161045030109,1-0,1,0.109001704151369,1-0,1,0.10846179785243626,1-0,1,0.10792189155350529,1-0,1,0.10738198525457254,1-0,1,0.10684207895564068,1-0,1,0.10630217265670816,1-0,1,0.10576226635777553,1-0,1,0.10522236005884389
