tournament,year,date,home_team,away_team,actual_home,actual_away,model_home,model_draw,model_away,book_home,book_draw,book_away,tvd,model_favorite,book_favorite,favorite_flip,model_prediction,model_points,model_decision_margin,blend00_prediction,blend00_points,blend00_decision_margin,blend005_prediction,blend005_points,blend005_decision_margin,blend01_prediction,blend01_points,blend01_decision_margin,blend015_prediction,blend015_points,blend015_decision_margin,blend02_prediction,blend02_points,blend02_decision_margin,blend025_prediction,blend025_points,blend025_decision_margin,blend03_prediction,blend03_points,blend03_decision_margin,blend035_prediction,blend035_points,blend035_decision_margin,blend04_prediction,blend04_points,blend04_decision_margin,blend045_prediction,blend045_points,blend045_decision_margin,blend05_prediction,blend05_points,blend05_decision_margin,blend055_prediction,blend055_points,blend055_decision_margin,blend06_prediction,blend06_points,blend06_decision_margin,blend065_prediction,blend065_points,blend065_decision_margin,blend07_prediction,blend07_points,blend07_decision_margin,blend075_prediction,blend075_points,blend075_decision_margin,blend08_prediction,blend08_points,blend08_decision_margin,blend085_prediction,blend085_points,blend085_decision_margin,blend09_prediction,blend09_points,blend09_decision_margin,blend095_prediction,blend095_points,blend095_decision_margin,blend10_prediction,blend10_points,blend10_decision_margin
Gold Cup,2017,2017-07-09,Mexico,El Salvador,3,1,0.7533316029195414,0.16467125970565702,0.08199713737480163,0.7686511991900844,0.15405365153190015,0.0772951492775204,0.015319596270790561,home,home,False,2-0,1,0.060718124444177235,2-0,1,0.06209548627320527,2-0,1,0.06203360659481838,2-0,1,0.06197172691643149,2-0,1,0.06190984723804438,2-0,1,0.06184796755965749,2-0,1,0.06178608788127038,2-0,1,0.06172420820288371,2-0,1,0.06166232852449682,2-0,1,0.06160044884610971,2-0,1,0.06153856916772282,2-0,1,0.061476689489335934,2-0,1,0.061414809810949045,2-0,1,0.061352930132562156,2-0,1,0.06129105045417527,2-0,1,0.0612291707757886,2-0,1,0.06116729109740171,2-0,1,0.06110541141901482,2-0,1,0.06104353174062771,2-0,1,0.06098165206224104,2-0,1,0.060919772383854154,2-0,1,0.06085789270546749
Gold Cup,2017,2017-07-08,United States,Panama,1,1,0.4670108025401675,0.28826789280637394,0.24472130465345845,0.5624696318723771,0.26234870396070586,0.17518166416736988,0.0954588293319831,home,home,False,1-0,0,0.033493115361354686,1-0,0,0.04034153665241458,1-0,0,0.03999921098325154,1-0,0,0.03965688531408851,1-0,0,0.039314559644925584,1-0,0,0.03897223397576244,1-0,0,0.0386299083065994,1-0,0,0.038287582637436035,1-0,0,0.03794525696827322,1-0,0,0.03760293129911019,1-0,0,0.03726060562994682,1-0,0,0.03691827996078356,1-0,0,0.036575954291620416,1-0,0,0.03623362862245738,1-0,0,0.035891302953294124,1-0,0,0.03554897728413098,1-0,0,0.03520665161496772,1-0,0,0.034864325945804575,1-0,0,0.03452200027664121,1-0,0,0.03417967460747806,1-0,0,0.03383734893831458,1-0,0,0.033495023269151325
Gold Cup,2017,2017-07-07,Honduras,Costa Rica,0,1,0.24827378659300303,0.2996498842440223,0.45207632916297474,0.27923519694088234,0.3202927903526097,0.400472012706988,0.051604316456226734,away,away,False,0-1,3,0.05631548162188171,0-1,3,0.049888933426471826,0-1,3,0.05021036466592366,0-1,3,0.050531795905375154,0-1,3,0.05085322714482654,0-1,3,0.05117465838427815,0-1,3,0.05149608962372987,0-1,3,0.05181752086318148,0-1,3,0.052138952102632974,0-1,3,0.05246038334208458,0-1,3,0.05278181458153619,0-1,3,0.05310324582098802,0-1,3,0.05342467706043941,0-1,3,0.05374610829989124,0-1,3,0.05406753953934307,0-1,3,0.054388970778794565,0-1,3,0.054710402018246285,0-1,3,0.055031833257698226,0-1,3,0.055353264497150056,0-1,3,0.055674695736601665,0-1,3,0.055996126976053495,0-1,3,0.056317558215505104
Gold Cup,2017,2017-07-07,French Guiana,Canada,2,4,0.12451093113233525,0.23833061220607046,0.6371584566615942,0.14818742028793785,0.24361085106348013,0.6082017286490874,0.028956728012759544,away,away,False,0-2,1,0.014610567947610953,0-2,1,0.013950701365770368,0-2,1,0.01398391128988008,0-2,1,0.01401712121398968,0-2,1,0.014050331138099614,0-2,1,0.014083541062209104,0-2,1,0.014116750986318816,0-2,1,0.014149960910428305,0-2,1,0.01418317083453835,0-2,1,0.01421638075864795,0-2,1,0.014249590682757773,0-2,1,0.014282800606867596,0-2,1,0.014316010530977197,0-2,1,0.014349220455087242,0-2,1,0.014382430379196176,0-2,1,0.014415640303306665,0-2,1,0.014448850227416488,0-2,1,0.014482060151525977,0-2,1,0.014515270075635356,0-2,1,0.014548479999745512,0-2,1,0.014581689923855334,0-2,1,0.014614899847964713
Gold Cup,2017,2017-07-13,Mexico,Jamaica,0,0,0.6622716440597581,0.23086244299155684,0.10686591294868497,0.6844862580585093,0.2027179572880711,0.11279578465388794,0.02814448570371992,home,home,False,2-0,0,0.01358905405689903,2-0,0,0.014049612992355742,2-0,0,0.01402681438056641,2-0,0,0.014004015768776856,2-0,0,0.013981217156987746,2-0,0,0.013958418545198192,2-0,0,0.01393561993340886,2-0,0,0.013912821321619306,2-0,0,0.013890022709830196,2-0,0,0.013867224098040865,2-0,0,0.01384442548625131,2-0,0,0.0138216268744622,2-0,0,0.013798828262672647,2-0,0,0.013776029650883315,2-0,0,0.013753231039093983,2-0,0,0.01373043242730465,2-0,0,0.013707633815515319,2-0,0,0.013684835203725765,2-0,0,0.013662036591936433,2-0,0,0.013639237980146879,2-0,0,0.013616439368357547,2-0,0,0.013593640756568437
Gold Cup,2017,2017-07-13,El Salvador,Curaçao,2,0,0.6198848581224462,0.23738005668576728,0.1427350851917865,0.43343302976163817,0.3036046636561739,0.26296230658268904,0.1864518283610586,home,home,False,2-0,3,0.03140492271356199,2-0,3,0.021966136684573367,2-0,3,0.02243860025629507,2-0,3,0.022911063828016887,2-0,3,0.023383527399738813,2-0,3,0.023855990971460406,2-0,3,0.02432845454318211,2-0,3,0.024800918114904258,2-0,3,0.025273381686625962,2-0,3,0.025745845258347777,2-0,3,0.026218308830069814,2-0,3,0.02669077240179174,2-0,3,0.027163235973513777,2-0,3,0.027635699545235703,2-0,3,0.02810816311695763,2-0,3,0.028580626688679778,2-0,3,0.029053090260401593,2-0,3,0.029525553832123852,2-0,3,0.02999801740384611,2-0,3,0.030470480975567926,2-0,3,0.030942944547290074,2-0,3,0.031415408119012334
Gold Cup,2017,2017-07-12,United States,Martinique,3,2,0.7740529754910553,0.17272509654359278,0.053221927965351926,0.804285201391032,0.13574064688219914,0.059974151727199,0.03698444966160868,home,home,False,2-0,1,0.0651163814147504,2-0,1,0.0677346106375063,2-0,1,0.06760730703634121,2-0,1,0.0674800034351759,2-0,1,0.06735269983401126,2-0,1,0.0672253962328464,2-0,1,0.06709809263168065,2-0,1,0.06697078903051579,2-0,1,0.0668434854293507,2-0,1,0.06671618182818562,2-0,1,0.06658887822702053,2-0,1,0.06646157462585522,2-0,1,0.06633427102469058,2-0,1,0.06620696742352528,2-0,1,0.06607966382235997,2-0,1,0.06595236022119488,2-0,1,0.0658250566200298,2-0,1,0.06569775301886494,2-0,1,0.0655704494176994,2-0,1,0.0654431458165341,2-0,1,0.06531584221536924,2-0,1,0.06518853861420437
Gold Cup,2017,2017-07-12,Panama,Nicaragua,2,1,0.747456002715793,0.17654416212661242,0.07599983515759447,0.7661137239713631,0.16453149426042601,0.0693547817677846,0.018657721255783175,home,home,False,2-0,2,0.08436689640328066,2-0,2,0.08659257550543731,2-0,2,0.08648713292647958,2-0,2,0.08638169034752208,2-0,2,0.08627624776856413,2-0,2,0.08617080518960618,2-0,2,0.08606536261064801,2-0,2,0.0859599200316905,2-0,2,0.08585447745273256,2-0,2,0.08574903487377483,2-0,2,0.0856435922948171,2-0,2,0.08553814971585938,2-0,2,0.08543270713690165,2-0,2,0.08532726455794348,2-0,2,0.08522182197898576,2-0,2,0.08511637940002803,2-0,2,0.08501093682107053,2-0,2,0.08490549424211236,2-0,2,0.08480005166315485,2-0,2,0.0846946090841969,2-0,2,0.08458916650523918,2-0,2,0.08448372392628167
Gold Cup,2017,2017-07-11,Honduras,French Guiana,0,0,0.7943957541523986,0.13835597884957887,0.06724826699802249,0.7625185331410753,0.15891662055333225,0.07856484630600268,0.03187722101152843,home,home,False,2-0,0,0.03336444970220476,2-0,0,0.03217784969881676,2-0,0,0.03224510973132366,2-0,0,0.032312369763830784,2-0,0,0.03237962979633835,2-0,0,0.03244688982884503,2-0,0,0.032514149861352815,2-0,0,0.032581409893859714,2-0,0,0.032648669926366614,2-0,0,0.0327159299588744,2-0,0,0.0327831899913813,2-0,0,0.032850450023888866,2-0,0,0.03291771005639621,2-0,0,0.03298497008890333,2-0,0,0.03305223012141045,2-0,0,0.03311949015391802,2-0,0,0.03318675018642492,2-0,0,0.033254010218932484,2-0,0,0.033321270251439605,2-0,0,0.03338853028394673,2-0,0,0.03345579031645407,2-0,0,0.03352305034896119
Gold Cup,2017,2017-07-09,Curaçao,Jamaica,0,2,0.12648171649545442,0.27236242337894034,0.6011558601256053,0.25822136049752353,0.3018945571079583,0.43988408239503146,0.16127177773083046,away,away,False,0-1,1,0.0582874966512027,0-1,1,0.04265528090698667,0-1,1,0.04343720201493195,0-1,1,0.044219123122877235,0-1,1,0.04500104423082274,0-1,1,0.04578296533876802,0-1,1,0.04656488644671364,0-1,1,0.04734680755465914,0-1,1,0.04812872866260465,0-1,1,0.04891064977055026,0-1,1,0.04969257087849588,0-1,1,0.050474491986441494,0-1,1,0.05125641309438722,0-1,1,0.05203833420233295,0-1,1,0.052820255310278785,0-1,1,0.05360217641822451,0-1,1,0.05438409752617046,0-1,1,0.05516601863411641,0-1,1,0.05594793974206236,0-1,1,0.05672986085000831,0-1,1,0.05751178195795437,0-1,1,0.058293703065900315
Gold Cup,2017,2017-07-08,Martinique,Nicaragua,2,0,0.3466044282390475,0.3483513096971161,0.3050442620638364,0.4511791692242292,0.31060498273669446,0.23821584803860804,0.10457474098541582,draw,home,True,0-0,0,0.058615663329356305,1-0,1,0.18194162240931278,1-0,1,0.17983309221379973,1-0,1,0.17772456201828657,1-0,1,0.17561603182277385,1-0,1,0.17057563273575593,1-0,1,0.15625115940207357,1-0,1,0.14192668606839154,1-0,1,0.1276022127347104,1-0,1,0.11327773940103025,1-0,1,0.09895326606735033,1-0,1,0.0846287927336713,1-0,1,0.07030431939999304,1-0,1,0.05597984606631523,1-0,1,0.041655372732638085,1-0,1,0.027330899398961717,1-0,1,0.013006426065285903,0-0,0,0.001318047268389022,0-0,0,0.015642520602063503,0-0,0,0.029966993935737207,0-0,0,0.044291467269410134,0-0,0,0.058615940603082395
Gold Cup,2019,2019-07-07,Mexico,United States,0,1,0.4242708832423924,0.2806197582833484,0.295109358474259,0.39577305938974955,0.30644525031112224,0.297781690299627,0.028497823852892346,home,home,False,1-0,0,0.0329734475827026,1-0,0,0.03076021869048895,1-0,0,0.030870963885635483,1-0,0,0.030981709080782016,1-0,0,0.031092454275928327,1-0,0,0.03120319947107486,1-0,0,0.031313944666221394,1-0,0,0.031424689861367816,1-0,0,0.03153543505651424,1-0,0,0.03164618025166077,1-0,0,0.031756925446807305,1-0,0,0.03186767064195373,1-0,0,0.03197841583710026,1-0,0,0.03208916103224657,1-0,0,0.032199906227393216,1-0,0,0.03231065142253975,1-0,0,0.03242139661768617,1-0,0,0.032532141812832815,1-0,0,0.03264288700797924,1-0,0,0.03275363220312588,1-0,0,0.032864377398272526,1-0,0,0.03297512259341884
Gold Cup,2019,2019-07-03,Jamaica,United States,3,1,0.18007755258518246,0.28652444857640413,0.5333979988384134,0.1479013360902965,0.25638113792628514,0.5957175259838957,0.06231952714524362,away,away,False,0-1,0,0.07046865725842966,0-1,0,0.07870650074594987,0-1,0,0.07829481637409597,0-1,0,0.0778831320022424,0-1,0,0.07747144763038827,0-1,0,0.0770597632585337,0-1,0,0.07664807888667957,0-1,0,0.076236394514826,0-1,0,0.0758247101429721,0-1,0,0.07541302577111808,0-1,0,0.07500134139926384,0-1,0,0.07458965702740994,0-1,0,0.0741779726555557,0-1,0,0.07376628828370158,0-1,0,0.07335460391184745,0-1,0,0.07294291953999332,0-1,0,0.07253123516813931,0-1,0,0.07211955079628485,0-1,0,0.07170786642443061,0-1,0,0.07129618205257637,0-1,0,0.07088449768072214,0-1,0,0.0704728133088679
Gold Cup,2019,2019-07-02,Haiti,Mexico,0,1,0.07767354288510736,0.20054334367922322,0.7217831134356695,0.08362957109386127,0.17535247203077203,0.7410179568758469,0.02519087164869127,away,away,False,0-2,1,0.02908567639703219,0-2,1,0.029878003216342597,0-2,1,0.02983922556535412,0-2,1,0.029800447914365424,0-2,1,0.029761670263376727,0-2,1,0.029722892612388252,0-2,1,0.029684114961399333,0-2,1,0.029645337310410858,0-2,1,0.029606559659422382,0-2,1,0.029567782008433685,0-2,1,0.029529004357444988,0-2,1,0.02949022670645629,0-2,1,0.029451449055467815,0-2,1,0.029412671404478896,0-2,1,0.029373893753489977,0-2,1,0.0293351161025015,0-2,1,0.029296338451513027,0-2,1,0.029257560800524107,0-2,1,0.029218783149535632,0-2,1,0.029180005498547157,0-2,1,0.02914122784755846,0-2,1,0.02910245019656954
Gold Cup,2019,2019-06-30,United States,Curaçao,1,0,0.8491802144883116,0.11841392445606724,0.032405861055621175,0.8547132758269428,0.11267698736566063,0.03260973680772846,0.00573693709057254,home,home,False,2-0,1,0.07615690479993598,2-0,1,0.07693542769309625,2-0,1,0.07691052528122566,2-0,1,0.07688562286935507,2-0,1,0.07686072045748449,2-0,1,0.0768358180456139,2-0,1,0.07681091563374354,2-0,1,0.0767860132218725,2-0,1,0.07676111081000236,2-0,1,0.076736208398132,2-0,1,0.07671130598626097,2-0,1,0.0766864035743906,2-0,1,0.07666150116252002,2-0,1,0.07663659875064921,2-0,1,0.07661169633877885,2-0,1,0.07658679392690804,2-0,1,0.07656189151503767,2-0,1,0.07653698910316709,2-0,1,0.07651208669129606,2-0,1,0.07648718427942569,2-0,1,0.07646228186755488,2-0,1,0.07643737945568452
Gold Cup,2019,2019-06-30,Jamaica,Panama,1,0,0.2851612348093181,0.3218905159742623,0.3929482492164195,0.3070202009542035,0.33281420204054046,0.3601655970047612,0.03278265221141094,away,away,False,0-1,0,0.08133028026635747,0-0,0,0.0022878273471187427,0-1,0,0.0018931222645170998,0-1,0,0.006074071876153053,0-1,0,0.01025502148778823,0-1,0,0.01443597109942385,0-1,0,0.018616920711058915,0-1,0,0.022797870322694203,0-1,0,0.02697881993432849,0-1,0,0.031159769545963,0-1,0,0.03534071915759707,0-1,0,0.039521668769231244,0-1,0,0.04370261838086531,0-1,0,0.04788356799249893,0-1,0,0.05206451760413244,0-1,0,0.0562454672157654,0-1,0,0.0604264168273988,0-1,0,0.06460736643903142,0-1,0,0.06878831605066438,0-1,0,0.07296926566229645,0-1,0,0.0771502152739284,0-1,0,0.08133116488556058
Gold Cup,2019,2019-06-29,Mexico,Costa Rica,1,1,0.44316501754009785,0.2926692447641347,0.2641657376957675,0.637926534671833,0.23624880199509604,0.1258246633335586,0.19476151713149137,home,home,False,1-0,0,0.059259396326211466,1-0,0,0.08530568771763014,1-0,0,0.0840034793709925,1-0,0,0.08270127102435554,1-0,0,0.08139906267771702,1-0,0,0.08009685433107938,1-0,0,0.07879464598444175,1-0,0,0.07749243763780356,1-0,0,0.07619022929116515,1-0,0,0.0748880209445274,1-0,0,0.07358581259788921,1-0,0,0.07228360425125091,1-0,0,0.07098139590461272,1-0,0,0.06967918755797442,1-0,0,0.06837697921133612,1-0,0,0.0670747708646976,1-0,0,0.06577256251805907,1-0,0,0.06447035417142055,1-0,0,0.06316814582478181,1-0,0,0.061865937478143174,1-0,0,0.06056372913150432,1-0,0,0.05926152078486557
Gold Cup,2019,2019-06-29,Haiti,Canada,3,2,0.23597630622402885,0.35917429894480346,0.4048493948311677,0.1676341603412033,0.2535591661729626,0.5788066734853722,0.17395727865443544,away,away,False,0-1,0,0.003178275410232967,0-1,0,0.26070114077825146,0-1,0,0.2567835234571847,0-1,0,0.2528659061361186,0-1,0,0.24894828881505282,0-1,0,0.24503067149398716,0-1,0,0.24111305417292184,0-1,0,0.23719543685185684,0-1,0,0.23327781953079219,0-1,0,0.22936020220972597,0-1,0,0.22544258488866176,0-1,0,0.22152496756759743,0-1,0,0.217607350246533,0-1,0,0.2136897329254689,0-1,0,0.2097473926732336,0-1,0,0.18023752068136967,0-1,0,0.15072764868950694,0-1,0,0.12121777669764566,0-1,0,0.09170790470578538,0-1,0,0.062198032713926654,0-1,0,0.03268816072206926,0-1,0,0.003178288730213308
Gold Cup,2019,2019-06-26,Panama,United States,1,0,0.2258519933913864,0.27097892027227505,0.5031690863363385,0.14596913982073748,0.23007300619306983,0.623957853986706,0.12078876765011082,away,away,False,0-1,0,0.020759566298709453,0-1,0,0.025745384665806115,0-1,0,0.025496188885466675,0-1,0,0.02524699310512757,0-1,0,0.024997797324788462,0-1,0,0.024748601544449467,0-1,0,0.024499405764110027,0-1,0,0.0242502099837707,0-1,0,0.024001014203431703,0-1,0,0.023751818423092375,0-1,0,0.023502622642753046,0-1,0,0.02325342686241394,0-1,0,0.0230042310820745,0-1,0,0.02275503530173517,0-1,0,0.022505839521395954,0-1,0,0.022256643741056736,0-1,0,0.02200744796071752,0-1,0,0.02175825218037797,0-1,0,0.02150905640003853,0-1,0,0.02125986061969931,0-1,0,0.02101066483935987,0-1,0,0.020761469059020432
Gold Cup,2019,2019-06-26,Trinidad and Tobago,Guyana,1,1,0.6588130642516914,0.21664609622448394,0.1245408395238246,0.5433638331490125,0.24176773367382964,0.21486843317667956,0.11544923110243979,home,home,False,2-0,0,0.0443156200345074,2-0,0,0.03656829818818608,2-0,0,0.036956783918279945,2-0,0,0.03734526964837381,2-0,0,0.03773375537846779,2-0,0,0.03812224110856155,2-0,0,0.038510726838655085,2-0,0,0.038899212568749064,2-0,0,0.03928769829884282,2-0,0,0.03967618402893647,2-0,0,0.040064669759030225,2-0,0,0.04045315548912398,2-0,0,0.04084164121921763,2-0,0,0.04123012694931116,2-0,0,0.04161861267940481,2-0,0,0.04200709840949857,2-0,0,0.0423955841395921,2-0,0,0.04278406986968575,2-0,0,0.04317255559977928,2-0,0,0.043561041329872485,2-0,0,0.043949527059966575,2-0,0,0.044338012790060444
Gold Cup,2019,2019-06-25,Honduras,El Salvador,4,0,0.42720956054995574,0.29863138127978955,0.27415905817025477,0.397960873563937,0.30133344106986837,0.30070568536669795,0.029248686986270367,home,home,False,1-0,1,0.07033223314472337,1-0,1,0.06551876331491424,1-0,1,0.06575953293916914,1-0,1,0.06600030256342404,1-0,1,0.06624107218767894,1-0,1,0.06648184181193362,1-0,1,0.06672261143618852,1-0,1,0.06696338106044353,1-0,1,0.0672041506846982,1-0,1,0.06744492030895333,1-0,1,0.06768568993320812,1-0,1,0.06792645955746313,1-0,1,0.06816722918171814,1-0,1,0.06840799880597304,1-0,1,0.06864876843022794,1-0,1,0.06888953805448284,1-0,1,0.06913030767873785,1-0,1,0.06937107730299275,1-0,1,0.06961184692724787,1-0,1,0.06985261655150288,1-0,1,0.070093386175758,1-0,1,0.07033415580001301
Gold Cup,2019,2019-06-25,Jamaica,Curaçao,1,1,0.6406066018148837,0.2638710300422937,0.09552236814282246,0.49677998163028003,0.2874480102631544,0.21577200810609978,0.14382662018437087,home,home,False,1-0,0,0.087596132189115,1-0,0,0.06793682440919502,1-0,0,0.0689202702204339,1-0,0,0.06990371603167278,1-0,0,0.07088716184291166,1-0,0,0.07187060765415054,1-0,0,0.07285405346538942,1-0,0,0.07383749927662797,1-0,0,0.07482094508786696,1-0,0,0.0758043908991054,1-0,0,0.07678783671034406,1-0,0,0.07777128252158272,1-0,0,0.07875472833282171,1-0,0,0.07973817414405926,1-0,0,0.08072161995529803,1-0,0,0.08170506576653669,1-0,0,0.08268851157777557,1-0,0,0.08367195738901279,1-0,0,0.08465540320025133,1-0,0,0.08563884901148944,1-0,0,0.08662229482272754,1-0,0,0.08760574063396587
Gold Cup,2019,2019-06-24,Haiti,Costa Rica,2,1,0.1190411559810603,0.27679920070457364,0.6041596433143661,0.1437410070664924,0.2527898697023195,0.6034691232316864,0.024699851085182967,away,away,False,0-1,0,0.09130007970807452,0-1,0,0.09120308650186792,0-1,0,0.0912083044625257,0-1,0,0.09121352242318281,0-1,0,0.09121874038384026,0-1,0,0.09122395834449715,0-1,0,0.09122917630515504,0-1,0,0.09123439426581215,0-1,0,0.09123961222646959,0-1,0,0.09124483018712681,0-1,0,0.09125004814778437,0-1,0,0.09125526610844148,0-1,0,0.09126048406909892,0-1,0,0.09126570202975681,0-1,0,0.09127091999041437,0-1,0,0.09127613795107092,0-1,0,0.0912813559117287,0-1,0,0.09128657387238681,0-1,0,0.09129179183304348,0-1,0,0.09129700979370092,0-1,0,0.09130222775435815,0-1,0,0.09130744571501515
Gold Cup,2019,2019-06-24,Bermuda,Nicaragua,2,0,0.2575096521005464,0.26358910322342505,0.47890124467602857,0.4467755228266661,0.273653165671237,0.27957131150162007,0.19932993317417008,away,home,True,0-2,0,0.00045374864131886294,1-0,1,0.04585365877136749,1-0,1,0.044882417934532404,1-0,1,0.04391117709769765,1-0,1,0.042939936260862566,1-0,1,0.04196869542402781,1-0,1,0.04099745458719306,1-0,1,0.04002621375035842,1-0,1,0.03905497291352367,1-0,1,0.038083732076689136,1-0,1,0.037112491239854495,1-0,1,0.011944030673826544,0-2,0,0.00036880310103071245,0-2,0,0.00037824721374668524,0-2,0,0.00038769132646276905,0-2,0,0.0003971354391790749,0-2,0,0.0004065795518950477,0-2,0,0.0004160236646111315,0-2,0,0.0004254677773273263,0-2,0,0.00043491189004352115,0-2,0,0.00044435600275960496,0-2,0,0.00045380011547568877
