year,date,phase,game_id,home_team,away_team,actual_home,actual_away,model_home,model_draw,model_away,lambda_home,lambda_away,book_home,book_draw,book_away,tvd,model_favorite,book_favorite,favorite_flip,diff_home,diff_draw,diff_away,model_pred_home,model_pred_away,model_prediction,model_expected_pts,model_decision_margin,model_second_pred_home,model_second_pred_away,model_second_prediction,model_second_expected_pts,model_points,blend00_pred_home,blend00_pred_away,blend00_prediction,blend00_expected_pts,blend00_decision_margin,blend00_points,blend00_second_prediction,blend00_second_pred_home,blend00_second_pred_away,blend00_second_expected_pts,blend005_pred_home,blend005_pred_away,blend005_prediction,blend005_expected_pts,blend005_decision_margin,blend005_points,blend005_second_prediction,blend005_second_pred_home,blend005_second_pred_away,blend005_second_expected_pts,blend01_pred_home,blend01_pred_away,blend01_prediction,blend01_expected_pts,blend01_decision_margin,blend01_points,blend01_second_prediction,blend01_second_pred_home,blend01_second_pred_away,blend01_second_expected_pts,blend015_pred_home,blend015_pred_away,blend015_prediction,blend015_expected_pts,blend015_decision_margin,blend015_points,blend015_second_prediction,blend015_second_pred_home,blend015_second_pred_away,blend015_second_expected_pts,blend02_pred_home,blend02_pred_away,blend02_prediction,blend02_expected_pts,blend02_decision_margin,blend02_points,blend02_second_prediction,blend02_second_pred_home,blend02_second_pred_away,blend02_second_expected_pts,blend025_pred_home,blend025_pred_away,blend025_prediction,blend025_expected_pts,blend025_decision_margin,blend025_points,blend025_second_prediction,blend025_second_pred_home,blend025_second_pred_away,blend025_second_expected_pts,blend03_pred_home,blend03_pred_away,blend03_prediction,blend03_expected_pts,blend03_decision_margin,blend03_points,blend03_second_prediction,blend03_second_pred_home,blend03_second_pred_away,blend03_second_expected_pts,blend035_pred_home,blend035_pred_away,blend035_prediction,blend035_expected_pts,blend035_decision_margin,blend035_points,blend035_second_prediction,blend035_second_pred_home,blend035_second_pred_away,blend035_second_expected_pts,blend04_pred_home,blend04_pred_away,blend04_prediction,blend04_expected_pts,blend04_decision_margin,blend04_points,blend04_second_prediction,blend04_second_pred_home,blend04_second_pred_away,blend04_second_expected_pts,blend045_pred_home,blend045_pred_away,blend045_prediction,blend045_expected_pts,blend045_decision_margin,blend045_points,blend045_second_prediction,blend045_second_pred_home,blend045_second_pred_away,blend045_second_expected_pts,blend05_pred_home,blend05_pred_away,blend05_prediction,blend05_expected_pts,blend05_decision_margin,blend05_points,blend05_second_prediction,blend05_second_pred_home,blend05_second_pred_away,blend05_second_expected_pts,blend055_pred_home,blend055_pred_away,blend055_prediction,blend055_expected_pts,blend055_decision_margin,blend055_points,blend055_second_prediction,blend055_second_pred_home,blend055_second_pred_away,blend055_second_expected_pts,blend06_pred_home,blend06_pred_away,blend06_prediction,blend06_expected_pts,blend06_decision_margin,blend06_points,blend06_second_prediction,blend06_second_pred_home,blend06_second_pred_away,blend06_second_expected_pts,blend065_pred_home,blend065_pred_away,blend065_prediction,blend065_expected_pts,blend065_decision_margin,blend065_points,blend065_second_prediction,blend065_second_pred_home,blend065_second_pred_away,blend065_second_expected_pts,blend07_pred_home,blend07_pred_away,blend07_prediction,blend07_expected_pts,blend07_decision_margin,blend07_points,blend07_second_prediction,blend07_second_pred_home,blend07_second_pred_away,blend07_second_expected_pts,blend075_pred_home,blend075_pred_away,blend075_prediction,blend075_expected_pts,blend075_decision_margin,blend075_points,blend075_second_prediction,blend075_second_pred_home,blend075_second_pred_away,blend075_second_expected_pts,blend08_pred_home,blend08_pred_away,blend08_prediction,blend08_expected_pts,blend08_decision_margin,blend08_points,blend08_second_prediction,blend08_second_pred_home,blend08_second_pred_away,blend08_second_expected_pts,blend085_pred_home,blend085_pred_away,blend085_prediction,blend085_expected_pts,blend085_decision_margin,blend085_points,blend085_second_prediction,blend085_second_pred_home,blend085_second_pred_away,blend085_second_expected_pts,blend09_pred_home,blend09_pred_away,blend09_prediction,blend09_expected_pts,blend09_decision_margin,blend09_points,blend09_second_prediction,blend09_second_pred_home,blend09_second_pred_away,blend09_second_expected_pts,blend095_pred_home,blend095_pred_away,blend095_prediction,blend095_expected_pts,blend095_decision_margin,blend095_points,blend095_second_prediction,blend095_second_pred_home,blend095_second_pred_away,blend095_second_expected_pts,blend10_pred_home,blend10_pred_away,blend10_prediction,blend10_expected_pts,blend10_decision_margin,blend10_points,blend10_second_prediction,blend10_second_pred_home,blend10_second_pred_away,blend10_second_expected_pts
2010,2010-06-15T12:00:00+01:00,G,14,Brazil,North Korea,2,1,0.87925,0.094827,0.025922,2.8585,0.3519,0.883877,0.09117,0.024953,0.004627,home,home,False,-0.004627,0.003657,0.00097,2,0,2-0,1.258848,0.008563,3,0,3-0,1.250285,2,2,0,2-0,1.277127,0.008687,2,3-0,3,0,1.26844,2,0,2-0,1.276792,0.008685,2,3-0,3,0,1.268108,2,0,2-0,1.276458,0.008682,2,3-0,3,0,1.267776,2,0,2-0,1.276124,0.00868,2,3-0,3,0,1.267444,2,0,2-0,1.27579,0.008678,2,3-0,3,0,1.267112,2,0,2-0,1.275455,0.008676,2,3-0,3,0,1.26678,2,0,2-0,1.275121,0.008673,2,3-0,3,0,1.266448,2,0,2-0,1.274787,0.008671,2,3-0,3,0,1.266116,2,0,2-0,1.274452,0.008669,2,3-0,3,0,1.265784,2,0,2-0,1.274118,0.008667,2,3-0,3,0,1.265452,2,0,2-0,1.273784,0.008664,2,3-0,3,0,1.26512,2,0,2-0,1.27345,0.008662,2,3-0,3,0,1.264788,2,0,2-0,1.273115,0.00866,2,3-0,3,0,1.264456,2,0,2-0,1.272781,0.008657,2,3-0,3,0,1.264124,2,0,2-0,1.272447,0.008655,2,3-0,3,0,1.263792,2,0,2-0,1.272112,0.008653,2,3-0,3,0,1.26346,2,0,2-0,1.271778,0.008651,2,3-0,3,0,1.263128,2,0,2-0,1.271444,0.008648,2,3-0,3,0,1.262796,2,0,2-0,1.27111,0.008646,2,3-0,3,0,1.262464,2,0,2-0,1.270775,0.008644,2,3-0,3,0,1.262132,2,0,2-0,1.270441,0.008642,2,3-0,3,0,1.2618
2010,2010-06-16T05:00:00+01:00,G,15,Honduras,Chile,0,1,0.321708,0.267079,0.411212,1.2077,1.3993,0.155931,0.260625,0.583444,0.172231,away,away,False,0.165777,0.006454,-0.172231,1,2,1-2,0.657778,0.014995,0,2,0-2,0.642783,1,1,2,1-2,0.933416,0.021278,1,0-2,0,2,0.912138,1,2,1-2,0.919639,0.020964,1,0-2,0,2,0.898675,1,2,1-2,0.905862,0.02065,1,0-2,0,2,0.885211,1,2,1-2,0.892085,0.020336,1,0-2,0,2,0.871748,1,2,1-2,0.878307,0.020022,1,0-2,0,2,0.858285,1,2,1-2,0.86453,0.019708,1,0-2,0,2,0.844822,1,2,1-2,0.850753,0.019394,1,0-2,0,2,0.831359,1,2,1-2,0.836976,0.01908,1,0-2,0,2,0.817896,1,2,1-2,0.823199,0.018766,1,0-2,0,2,0.804433,1,2,1-2,0.809422,0.018452,1,0-2,0,2,0.79097,1,2,1-2,0.795645,0.018138,1,0-2,0,2,0.777507,1,2,1-2,0.781868,0.017824,1,0-2,0,2,0.764044,1,2,1-2,0.76809,0.01751,1,0-2,0,2,0.750581,1,2,1-2,0.754313,0.017195,1,0-2,0,2,0.737118,1,2,1-2,0.740536,0.016881,1,0-2,0,2,0.723655,1,2,1-2,0.726759,0.016567,1,0-2,0,2,0.710192,1,2,1-2,0.712982,0.016253,1,0-2,0,2,0.696729,1,2,1-2,0.699205,0.015939,1,0-2,0,2,0.683266,1,2,1-2,0.685428,0.015625,1,0-2,0,2,0.669803,1,2,1-2,0.671651,0.015311,1,0-2,0,2,0.656339,1,2,1-2,0.657873,0.014997,1,0-2,0,2,0.642876
2010,2010-06-16T08:00:00+01:00,G,16,Spain,Switzerland,0,1,0.672732,0.200498,0.126769,2.0638,0.7685,0.757503,0.177418,0.065079,0.084771,home,home,False,-0.084771,0.023081,0.06169,2,0,2-0,1.01897,0.029028,2,1,2-1,0.989942,0,2,0,2-0,1.148905,0.03273,0,2-1,2,1,1.116175,2,0,2-0,1.142476,0.032547,0,2-1,2,1,1.109929,2,0,2-0,1.136047,0.032364,0,2-1,2,1,1.103684,2,0,2-0,1.129619,0.032181,0,2-1,2,1,1.097438,2,0,2-0,1.12319,0.031997,0,2-1,2,1,1.091193,2,0,2-0,1.116762,0.031814,0,2-1,2,1,1.084947,2,0,2-0,1.110333,0.031631,0,2-1,2,1,1.078702,2,0,2-0,1.103904,0.031448,0,2-1,2,1,1.072456,2,0,2-0,1.097476,0.031265,0,2-1,2,1,1.066211,2,0,2-0,1.091047,0.031082,0,2-1,2,1,1.059966,2,0,2-0,1.084619,0.030899,0,2-1,2,1,1.05372,2,0,2-0,1.07819,0.030716,0,2-1,2,1,1.047475,2,0,2-0,1.071762,0.030532,0,2-1,2,1,1.041229,2,0,2-0,1.065333,0.030349,0,2-1,2,1,1.034984,2,0,2-0,1.058904,0.030166,0,2-1,2,1,1.028738,2,0,2-0,1.052476,0.029983,0,2-1,2,1,1.022493,2,0,2-0,1.046047,0.0298,0,2-1,2,1,1.016247,2,0,2-0,1.039619,0.029617,0,2-1,2,1,1.010002,2,0,2-0,1.03319,0.029434,0,2-1,2,1,1.003756,2,0,2-0,1.026761,0.02925,0,2-1,2,1,0.997511,2,0,2-0,1.020333,0.029067,0,2-1,2,1,0.991266
2010,2010-06-16T12:00:00+01:00,G,17,South Africa,Uruguay,0,3,0.168872,0.232036,0.599093,0.8383,1.7995,0.288364,0.306791,0.404845,0.194248,away,away,False,-0.119493,-0.074755,0.194248,0,2,0-2,0.927422,0.018727,1,2,1-2,0.908695,1,0,2,0-2,0.62707,0.012662,1,1-2,1,2,0.614408,0,2,0-2,0.642114,0.012966,1,1-2,1,2,0.629148,0,2,0-2,0.657158,0.01327,1,1-2,1,2,0.643888,0,2,0-2,0.672201,0.013573,1,1-2,1,2,0.658628,0,2,0-2,0.687245,0.013877,1,1-2,1,2,0.673368,0,2,0-2,0.702289,0.014181,1,1-2,1,2,0.688108,0,2,0-2,0.717333,0.014485,1,1-2,1,2,0.702848,0,2,0-2,0.732376,0.014789,1,1-2,1,2,0.717588,0,2,0-2,0.74742,0.015092,1,1-2,1,2,0.732328,0,2,0-2,0.762464,0.015396,1,1-2,1,2,0.747068,0,2,0-2,0.777507,0.0157,1,1-2,1,2,0.761807,0,2,0-2,0.792551,0.016004,1,1-2,1,2,0.776547,0,2,0-2,0.807595,0.016307,1,1-2,1,2,0.791287,0,2,0-2,0.822638,0.016611,1,1-2,1,2,0.806027,0,2,0-2,0.837682,0.016915,1,1-2,1,2,0.820767,0,2,0-2,0.852726,0.017219,1,1-2,1,2,0.835507,0,2,0-2,0.86777,0.017522,1,1-2,1,2,0.850247,0,2,0-2,0.882813,0.017826,1,1-2,1,2,0.864987,0,2,0-2,0.897857,0.01813,1,1-2,1,2,0.879727,0,2,0-2,0.912901,0.018434,1,1-2,1,2,0.894467,0,2,0-2,0.927944,0.018738,1,1-2,1,2,0.909207
2010,2010-06-17T12:00:00+01:00,G,18,France,Mexico,0,2,0.395533,0.281448,0.32302,1.2705,1.1211,0.449208,0.300782,0.250009,0.07301,home,home,False,-0.053676,-0.019335,0.07301,2,1,2-1,0.634895,0.008939,2,0,2-0,0.625956,0,2,1,2-1,0.72111,0.010153,0,2-0,2,0,0.710957,2,1,2-1,0.716802,0.010093,0,2-0,2,0,0.706709,2,1,2-1,0.712493,0.010032,0,2-0,2,0,0.702461,2,1,2-1,0.708185,0.009971,0,2-0,2,0,0.698214,2,1,2-1,0.703877,0.009911,0,2-0,2,0,0.693966,2,1,2-1,0.699569,0.00985,0,2-0,2,0,0.689719,2,1,2-1,0.69526,0.009789,0,2-0,2,0,0.685471,2,1,2-1,0.690952,0.009729,0,2-0,2,0,0.681223,2,1,2-1,0.686644,0.009668,0,2-0,2,0,0.676976,2,1,2-1,0.682336,0.009607,0,2-0,2,0,0.672728,2,1,2-1,0.678027,0.009547,0,2-0,2,0,0.668481,2,1,2-1,0.673719,0.009486,0,2-0,2,0,0.664233,2,1,2-1,0.669411,0.009425,0,2-0,2,0,0.659985,2,1,2-1,0.665103,0.009365,0,2-0,2,0,0.655738,2,1,2-1,0.660794,0.009304,0,2-0,2,0,0.65149,2,1,2-1,0.656486,0.009243,0,2-0,2,0,0.647243,2,1,2-1,0.652178,0.009183,0,2-0,2,0,0.642995,2,1,2-1,0.647869,0.009122,0,2-0,2,0,0.638747,2,1,2-1,0.643561,0.009061,0,2-0,2,0,0.6345,2,1,2-1,0.639253,0.009001,0,2-0,2,0,0.630252,2,1,2-1,0.634945,0.00894,0,2-0,2,0,0.626005
2010,2010-06-17T05:00:00+01:00,G,19,Argentina,South Korea,4,1,0.652147,0.21615,0.131703,1.8999,0.7177,0.653962,0.234324,0.111714,0.019988,home,home,False,-0.001814,-0.018174,0.019988,2,0,2-0,1.009587,0.037186,2,1,2-1,0.972401,1,2,0,2-0,1.0132,0.037319,1,2-1,2,1,0.975881,2,0,2-0,1.01306,0.037314,1,2-1,2,1,0.975746,2,0,2-0,1.012919,0.037309,1,2-1,2,1,0.97561,2,0,2-0,1.012779,0.037304,1,2-1,2,1,0.975475,2,0,2-0,1.012638,0.037299,1,2-1,2,1,0.975339,2,0,2-0,1.012498,0.037293,1,2-1,2,1,0.975204,2,0,2-0,1.012357,0.037288,1,2-1,2,1,0.975069,2,0,2-0,1.012216,0.037283,1,2-1,2,1,0.974933,2,0,2-0,1.012076,0.037278,1,2-1,2,1,0.974798,2,0,2-0,1.011935,0.037273,1,2-1,2,1,0.974663,2,0,2-0,1.011795,0.037268,1,2-1,2,1,0.974527,2,0,2-0,1.011654,0.037262,1,2-1,2,1,0.974392,2,0,2-0,1.011514,0.037257,1,2-1,2,1,0.974257,2,0,2-0,1.011373,0.037252,1,2-1,2,1,0.974121,2,0,2-0,1.011233,0.037247,1,2-1,2,1,0.973986,2,0,2-0,1.011092,0.037242,1,2-1,2,1,0.97385,2,0,2-0,1.010952,0.037236,1,2-1,2,1,0.973715,2,0,2-0,1.010811,0.037231,1,2-1,2,1,0.97358,2,0,2-0,1.01067,0.037226,1,2-1,2,1,0.973444,2,0,2-0,1.01053,0.037221,1,2-1,2,1,0.973309,2,0,2-0,1.010389,0.037216,1,2-1,2,1,0.973174
2010,2010-06-17T08:00:00+01:00,G,20,Greece,Nigeria,2,1,0.309537,0.312597,0.377866,0.9367,1.0674,0.237677,0.291191,0.471133,0.093267,away,away,False,0.071861,0.021406,-0.093267,0,1,0-1,0.660206,0.056866,0,2,0-2,0.603339,0,0,1,0-1,0.82318,0.070904,0,0-2,0,2,0.752276,0,1,0-1,0.815032,0.070202,0,0-2,0,2,0.744829,0,1,0-1,0.806884,0.0695,0,0-2,0,2,0.737383,0,1,0-1,0.798736,0.068799,0,0-2,0,2,0.729937,0,1,0-1,0.790588,0.068097,0,0-2,0,2,0.722491,0,1,0-1,0.78244,0.067395,0,0-2,0,2,0.715045,0,1,0-1,0.774292,0.066693,0,0-2,0,2,0.707599,0,1,0-1,0.766144,0.065991,0,0-2,0,2,0.700153,0,1,0-1,0.757996,0.065289,0,0-2,0,2,0.692707,0,1,0-1,0.749848,0.064588,0,0-2,0,2,0.68526,0,1,0-1,0.7417,0.063886,0,0-2,0,2,0.677814,0,1,0-1,0.733552,0.063184,0,0-2,0,2,0.670368,0,1,0-1,0.725404,0.062482,0,0-2,0,2,0.662922,0,1,0-1,0.717256,0.06178,0,0-2,0,2,0.655476,0,1,0-1,0.709108,0.061079,0,0-2,0,2,0.64803,0,1,0-1,0.70096,0.060377,0,0-2,0,2,0.640584,0,1,0-1,0.692812,0.059675,0,0-2,0,2,0.633137,0,1,0-1,0.684664,0.058973,0,0-2,0,2,0.625691,0,1,0-1,0.676516,0.058271,0,0-2,0,2,0.618245,0,1,0-1,0.668369,0.057569,0,0-2,0,2,0.610799,0,1,0-1,0.660221,0.056868,0,0-2,0,2,0.603353
2010,2010-06-18T08:00:00+01:00,G,21,Slovenia,United States,2,2,0.257792,0.26195,0.480258,1.044,1.5209,0.256897,0.292739,0.450364,0.03079,away,away,False,0.000895,-0.03079,0.029895,1,2,1-2,0.754903,0.003916,0,2,0-2,0.750987,0,1,2,1-2,0.708054,0.003673,0,0-2,0,2,0.704381,1,2,1-2,0.710404,0.003685,0,0-2,0,2,0.706719,1,2,1-2,0.712754,0.003697,0,0-2,0,2,0.709057,1,2,1-2,0.715104,0.003709,0,0-2,0,2,0.711395,1,2,1-2,0.717454,0.003721,0,0-2,0,2,0.713732,1,2,1-2,0.719804,0.003734,0,0-2,0,2,0.71607,1,2,1-2,0.722154,0.003746,0,0-2,0,2,0.718408,1,2,1-2,0.724504,0.003758,0,0-2,0,2,0.720746,1,2,1-2,0.726854,0.00377,0,0-2,0,2,0.723084,1,2,1-2,0.729204,0.003782,0,0-2,0,2,0.725421,1,2,1-2,0.731554,0.003794,0,0-2,0,2,0.727759,1,2,1-2,0.733904,0.003807,0,0-2,0,2,0.730097,1,2,1-2,0.736254,0.003819,0,0-2,0,2,0.732435,1,2,1-2,0.738604,0.003831,0,0-2,0,2,0.734773,1,2,1-2,0.740954,0.003843,0,0-2,0,2,0.73711,1,2,1-2,0.743304,0.003855,0,0-2,0,2,0.739448,1,2,1-2,0.745654,0.003868,0,0-2,0,2,0.741786,1,2,1-2,0.748004,0.00388,0,0-2,0,2,0.744124,1,2,1-2,0.750354,0.003892,0,0-2,0,2,0.746462,1,2,1-2,0.752704,0.003904,0,0-2,0,2,0.748799,1,2,1-2,0.755054,0.003916,0,0-2,0,2,0.751137
2010,2010-06-18T12:00:00+01:00,G,22,England,Algeria,0,0,0.816162,0.127808,0.05603,2.6948,0.5816,0.796862,0.152555,0.050583,0.024746,home,home,False,0.0193,-0.024746,0.005447,2,0,2-0,1.164801,0.015182,3,0,3-0,1.149618,0,2,0,2-0,1.144753,0.014921,0,3-0,3,0,1.129832,2,0,2-0,1.14614,0.014939,0,3-0,3,0,1.131201,2,0,2-0,1.147526,0.014957,0,3-0,3,0,1.132569,2,0,2-0,1.148912,0.014975,0,3-0,3,0,1.133937,2,0,2-0,1.150298,0.014993,0,3-0,3,0,1.135305,2,0,2-0,1.151685,0.015011,0,3-0,3,0,1.136673,2,0,2-0,1.153071,0.015029,0,3-0,3,0,1.138042,2,0,2-0,1.154457,0.015047,0,3-0,3,0,1.13941,2,0,2-0,1.155844,0.015066,0,3-0,3,0,1.140778,2,0,2-0,1.15723,0.015084,0,3-0,3,0,1.142146,2,0,2-0,1.158616,0.015102,0,3-0,3,0,1.143514,2,0,2-0,1.160002,0.01512,0,3-0,3,0,1.144883,2,0,2-0,1.161389,0.015138,0,3-0,3,0,1.146251,2,0,2-0,1.162775,0.015156,0,3-0,3,0,1.147619,2,0,2-0,1.164161,0.015174,0,3-0,3,0,1.148987,2,0,2-0,1.165547,0.015192,0,3-0,3,0,1.150355,2,0,2-0,1.166934,0.01521,0,3-0,3,0,1.151724,2,0,2-0,1.16832,0.015228,0,3-0,3,0,1.153092,2,0,2-0,1.169706,0.015246,0,3-0,3,0,1.15446,2,0,2-0,1.171093,0.015264,0,3-0,3,0,1.155828,2,0,2-0,1.172479,0.015282,0,3-0,3,0,1.157197
2010,2010-06-18T05:00:00+01:00,G,23,Germany,Serbia,0,1,0.539498,0.220059,0.240443,2.004,1.2804,0.593697,0.248815,0.157488,0.082955,home,home,False,-0.054199,-0.028756,0.082955,2,1,2-1,0.806738,0.021091,2,0,2-0,0.785647,0,2,1,2-1,0.888823,0.023237,0,2-0,2,0,0.865586,2,1,2-1,0.884766,0.023131,0,2-0,2,0,0.861635,2,1,2-1,0.880709,0.023025,0,2-0,2,0,0.857684,2,1,2-1,0.876652,0.022919,0,2-0,2,0,0.853733,2,1,2-1,0.872595,0.022813,0,2-0,2,0,0.849782,2,1,2-1,0.868538,0.022707,0,2-0,2,0,0.845831,2,1,2-1,0.864481,0.022601,0,2-0,2,0,0.84188,2,1,2-1,0.860423,0.022495,0,2-0,2,0,0.837929,2,1,2-1,0.856366,0.022389,0,2-0,2,0,0.833978,2,1,2-1,0.852309,0.022283,0,2-0,2,0,0.830027,2,1,2-1,0.848252,0.022176,0,2-0,2,0,0.826076,2,1,2-1,0.844195,0.02207,0,2-0,2,0,0.822125,2,1,2-1,0.840138,0.021964,0,2-0,2,0,0.818174,2,1,2-1,0.836081,0.021858,0,2-0,2,0,0.814223,2,1,2-1,0.832024,0.021752,0,2-0,2,0,0.810272,2,1,2-1,0.827967,0.021646,0,2-0,2,0,0.806321,2,1,2-1,0.82391,0.02154,0,2-0,2,0,0.80237,2,1,2-1,0.819853,0.021434,0,2-0,2,0,0.798419,2,1,2-1,0.815796,0.021328,0,2-0,2,0,0.794468,2,1,2-1,0.811739,0.021222,0,2-0,2,0,0.790517,2,1,2-1,0.807682,0.021116,0,2-0,2,0,0.786566
2010,2010-06-19T08:00:00+01:00,G,24,Ghana,Australia,1,1,0.321694,0.287803,0.390503,1.0822,1.2218,0.435096,0.293462,0.271443,0.11906,away,home,True,-0.113401,-0.005659,0.11906,0,1,0-1,0.629222,0.002893,1,2,1-2,0.626329,0,1,0,1-0,0.720318,0.012851,0,2-1,2,1,0.707467,1,0,1-0,0.710931,0.012683,0,2-1,2,1,0.698248,1,0,1-0,0.701544,0.012516,0,2-1,2,1,0.689028,1,0,1-0,0.692157,0.012348,0,2-1,2,1,0.679808,1,0,1-0,0.68277,0.012181,0,2-1,2,1,0.670589,1,0,1-0,0.673383,0.012013,0,2-1,2,1,0.661369,1,0,1-0,0.663996,0.011846,0,2-1,2,1,0.65215,1,0,1-0,0.654609,0.011679,0,2-1,2,1,0.64293,1,0,1-0,0.645222,0.011511,0,2-1,2,1,0.633711,1,0,1-0,0.635835,0.011344,0,2-1,2,1,0.624491,1,0,1-0,0.626448,0.011176,0,2-1,2,1,0.615272,1,0,1-0,0.617061,0.011009,0,2-1,2,1,0.606052,1,0,1-0,0.607674,0.010841,0,2-1,2,1,0.596832,1,0,1-0,0.598287,0.010674,0,2-1,2,1,0.587613,1,0,1-0,0.5889,0.010506,0,2-1,2,1,0.578393,0,1,0-1,0.581296,0.001783,0,1-0,1,0,0.579513,0,1,0-1,0.590888,0.002716,0,1-2,1,2,0.588172,0,1,0-1,0.600481,0.002761,0,1-2,1,2,0.597721,0,1,0-1,0.610074,0.002805,0,1-2,1,2,0.607269,0,1,0-1,0.619667,0.002849,0,1-2,1,2,0.616818,0,1,0-1,0.629259,0.002893,0,1-2,1,2,0.626366
2010,2010-06-19T05:00:00+01:00,G,25,Netherlands,Japan,1,0,0.684829,0.198467,0.116704,2.0546,0.7128,0.679604,0.222068,0.098328,0.023601,home,home,False,0.005225,-0.023601,0.018376,2,0,2-0,1.043677,0.03809,2,1,2-1,1.005587,1,2,0,2-0,1.03706,0.037848,1,2-1,2,1,0.999212,2,0,2-0,1.037459,0.037863,1,2-1,2,1,0.999596,2,0,2-0,1.037857,0.037877,1,2-1,2,1,0.99998,2,0,2-0,1.038256,0.037892,1,2-1,2,1,1.000364,2,0,2-0,1.038655,0.037906,1,2-1,2,1,1.000748,2,0,2-0,1.039053,0.037921,1,2-1,2,1,1.001132,2,0,2-0,1.039452,0.037936,1,2-1,2,1,1.001517,2,0,2-0,1.039851,0.03795,1,2-1,2,1,1.001901,2,0,2-0,1.04025,0.037965,1,2-1,2,1,1.002285,2,0,2-0,1.040648,0.037979,1,2-1,2,1,1.002669,2,0,2-0,1.041047,0.037994,1,2-1,2,1,1.003053,2,0,2-0,1.041446,0.038008,1,2-1,2,1,1.003437,2,0,2-0,1.041844,0.038023,1,2-1,2,1,1.003822,2,0,2-0,1.042243,0.038037,1,2-1,2,1,1.004206,2,0,2-0,1.042642,0.038052,1,2-1,2,1,1.00459,2,0,2-0,1.04304,0.038066,1,2-1,2,1,1.004974,2,0,2-0,1.043439,0.038081,1,2-1,2,1,1.005358,2,0,2-0,1.043838,0.038096,1,2-1,2,1,1.005742,2,0,2-0,1.044237,0.03811,1,2-1,2,1,1.006126,2,0,2-0,1.044635,0.038125,1,2-1,2,1,1.006511,2,0,2-0,1.045034,0.038139,1,2-1,2,1,1.006895
2010,2010-06-19T12:00:00+01:00,G,26,Cameroon,Denmark,1,2,0.318334,0.257732,0.423935,1.2645,1.4966,0.327861,0.292733,0.379407,0.044528,away,away,False,-0.009527,-0.035001,0.044528,1,2,1-2,0.673706,0.018726,0,2,0-2,0.654981,3,1,2,1-2,0.603076,0.016762,3,0-2,0,2,0.586314,1,2,1-2,0.606615,0.016861,3,0-2,0,2,0.589754,1,2,1-2,0.610154,0.016959,3,0-2,0,2,0.593195,1,2,1-2,0.613693,0.017058,3,0-2,0,2,0.596635,1,2,1-2,0.617232,0.017156,3,0-2,0,2,0.600076,1,2,1-2,0.620771,0.017254,3,0-2,0,2,0.603517,1,2,1-2,0.62431,0.017353,3,0-2,0,2,0.606957,1,2,1-2,0.627849,0.017451,3,0-2,0,2,0.610398,1,2,1-2,0.631388,0.017549,3,0-2,0,2,0.613838,1,2,1-2,0.634926,0.017648,3,0-2,0,2,0.617279,1,2,1-2,0.638465,0.017746,3,0-2,0,2,0.620719,1,2,1-2,0.642004,0.017844,3,0-2,0,2,0.62416,1,2,1-2,0.645543,0.017943,3,0-2,0,2,0.6276,1,2,1-2,0.649082,0.018041,3,0-2,0,2,0.631041,1,2,1-2,0.652621,0.01814,3,0-2,0,2,0.634481,1,2,1-2,0.65616,0.018238,3,0-2,0,2,0.637922,1,2,1-2,0.659699,0.018336,3,0-2,0,2,0.641363,1,2,1-2,0.663238,0.018435,3,0-2,0,2,0.644803,1,2,1-2,0.666777,0.018533,3,0-2,0,2,0.648244,1,2,1-2,0.670316,0.018631,3,0-2,0,2,0.651684,1,2,1-2,0.673854,0.01873,3,0-2,0,2,0.655125
2010,2010-06-20T05:00:00+01:00,G,27,Slovakia,Paraguay,0,2,0.26737,0.253391,0.479239,1.1313,1.5978,0.24763,0.291555,0.460815,0.038164,away,away,False,0.01974,-0.038164,0.018424,1,2,1-2,0.750958,0.010944,0,2,0-2,0.740014,2,1,2,1-2,0.722291,0.010526,2,0-2,0,2,0.711765,1,2,1-2,0.723735,0.010547,2,0-2,0,2,0.713188,1,2,1-2,0.725179,0.010568,2,0-2,0,2,0.714611,1,2,1-2,0.726623,0.010589,2,0-2,0,2,0.716034,1,2,1-2,0.728067,0.01061,2,0-2,0,2,0.717457,1,2,1-2,0.729511,0.010631,2,0-2,0,2,0.718879,1,2,1-2,0.730955,0.010653,2,0-2,0,2,0.720302,1,2,1-2,0.732399,0.010674,2,0-2,0,2,0.721725,1,2,1-2,0.733843,0.010695,2,0-2,0,2,0.723148,1,2,1-2,0.735287,0.010716,2,0-2,0,2,0.724571,1,2,1-2,0.736731,0.010737,2,0-2,0,2,0.725994,1,2,1-2,0.738175,0.010758,2,0-2,0,2,0.727417,1,2,1-2,0.739619,0.010779,2,0-2,0,2,0.72884,1,2,1-2,0.741063,0.0108,2,0-2,0,2,0.730263,1,2,1-2,0.742506,0.010821,2,0-2,0,2,0.731686,1,2,1-2,0.74395,0.010842,2,0-2,0,2,0.733109,1,2,1-2,0.745394,0.010863,2,0-2,0,2,0.734531,1,2,1-2,0.746838,0.010884,2,0-2,0,2,0.735954,1,2,1-2,0.748282,0.010905,2,0-2,0,2,0.737377,1,2,1-2,0.749726,0.010926,2,0-2,0,2,0.7388,1,2,1-2,0.75117,0.010947,2,0-2,0,2,0.740223
