tournament,year,date,home_team,away_team,actual_home,actual_away,model_home,model_draw,model_away,book_home,book_draw,book_away,tvd,model_favorite,book_favorite,favorite_flip,model_prediction,model_points,model_decision_margin,blend00_prediction,blend00_points,blend00_decision_margin,blend005_prediction,blend005_points,blend005_decision_margin,blend01_prediction,blend01_points,blend01_decision_margin,blend015_prediction,blend015_points,blend015_decision_margin,blend02_prediction,blend02_points,blend02_decision_margin,blend025_prediction,blend025_points,blend025_decision_margin,blend03_prediction,blend03_points,blend03_decision_margin,blend035_prediction,blend035_points,blend035_decision_margin,blend04_prediction,blend04_points,blend04_decision_margin,blend045_prediction,blend045_points,blend045_decision_margin,blend05_prediction,blend05_points,blend05_decision_margin,blend055_prediction,blend055_points,blend055_decision_margin,blend06_prediction,blend06_points,blend06_decision_margin,blend065_prediction,blend065_points,blend065_decision_margin,blend07_prediction,blend07_points,blend07_decision_margin,blend075_prediction,blend075_points,blend075_decision_margin,blend08_prediction,blend08_points,blend08_decision_margin,blend085_prediction,blend085_points,blend085_decision_margin,blend09_prediction,blend09_points,blend09_decision_margin,blend095_prediction,blend095_points,blend095_decision_margin,blend10_prediction,blend10_points,blend10_decision_margin,oracle_points,oracle_gain,n_best_alphas,best_alphas
Copa América,2024,2024-06-25,Peru,Canada,0,1,0.4596806829462002,0.2930606989901217,0.2472586180636779,0.2711949726846202,0.2968235558225241,0.431981471492361,0.1884857102613327,home,away,True,1-0,0,0.0041335413940761,0-1,3,0.0479580837757063,0-1,3,0.0469326978894288,0-1,3,0.0459073120031516,0-1,3,0.0448819261168746,0-1,3,0.0438565402305977,0-1,3,0.0428311543443209,0-1,3,0.0418057684580437,0-1,3,0.0407803825717669,0-1,3,0.0397549966854899,0-1,3,0.0381563717097231,0-1,3,0.0068216772483081,1-0,0,0.0033710842815601,1-0,0,0.0034558356064564,1-0,0,0.0035405869313528,1-0,0,0.0036253382562492,1-0,0,0.0037100895811454,1-0,0,0.0037948409060418,1-0,0,0.0038795922309381,1-0,0,0.0039643435558345,1-0,0,0.004049094880731,1-0,0,0.0041338462056272,3,3,11,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend05"
Gold Cup,2015,2015-07-11,Jamaica,Canada,1,0,0.3226779120265111,0.3819510962656346,0.2953709917078543,0.3952455787952438,0.3168529155670902,0.287901505637191,0.0725676667689702,draw,home,True,0-0,0,0.2006291438756769,1-0,3,0.1122640431840779,1-0,3,0.0966193742149386,1-0,3,0.0809747052458002,1-0,3,0.0653300362766624,1-0,3,0.0496853673075253,1-0,3,0.034040698338389,1-0,3,0.0183960293692532,1-0,3,0.0027513604001185,0-0,0,0.0128933085690157,0-0,0,0.0285379775381491,0-0,0,0.0441826465072817,0-0,0,0.0598273154764134,0-0,0,0.0754719844455449,0-0,0,0.0911166534146747,0-0,0,0.1067613223838048,0-0,0,0.1224059913529338,0-0,0,0.1380506603220619,0-0,0,0.1536953292911894,0-0,0,0.1693399982603158,0-0,0,0.1849846672294417,0-0,0,0.200629336198567,3,3,8,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03"
Gold Cup,2015,2015-07-09,Trinidad and Tobago,Guatemala,3,1,0.3219250535961498,0.299298128478996,0.3787768179248541,0.3644240466604032,0.3144987447274796,0.3210772086116271,0.0576996093129819,away,home,True,0-1,0,0.088960235643423,1-0,1,0.0797587318778851,1-0,1,0.0772039938575446,1-0,1,0.0746492558372043,1-0,1,0.0702592548620039,1-0,1,0.0608933264190399,1-0,1,0.0515273979760769,1-0,1,0.0421614695331142,1-0,1,0.0327955410901522,1-0,1,0.0234296126471905,1-0,1,0.0140636842042294,1-0,1,0.0046977557612685,0-1,0,0.0046681726816922,0-1,0,0.0140341011246518,0-1,0,0.0234000295676112,0-1,0,0.0327659580105694,0-1,0,0.0421318864535287,0-1,0,0.0514978148964865,0-1,0,0.0608637433394442,0-1,0,0.0702296717824012,0-1,0,0.0795956002253581,0-1,0,0.088961528668314,1,1,11,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend05"
Gold Cup,2017,2017-07-14,Canada,Honduras,0,0,0.243658501332153,0.3444075193004943,0.4119339793673527,0.2540806849248712,0.388476472199096,0.3574428428764994,0.0544911364910866,away,draw,True,0-1,0,0.0520477940577276,0-0,3,0.1480892008820751,0-0,3,0.1380823309791085,0-0,3,0.1280754610761411,0-0,3,0.1180685911731732,0-0,3,0.1080617212702051,0-0,3,0.0980548513672366,0-0,3,0.0880479814642672,0-0,3,0.078041111561298,0-0,3,0.0680342416583277,0-0,3,0.0580273717553568,0-0,3,0.0480205018523857,0-0,3,0.0380136319494146,0-0,3,0.0280067620464425,0-0,3,0.0179998921434703,0-0,3,0.0079930222404972,0-1,0,0.0020138476624764,0-1,0,0.0120207175654499,0-1,0,0.0220275874684247,0-1,0,0.0320344573713989,0-1,0,0.0420413272743747,0-1,0,0.0520481971773503,3,3,15,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06,blend07"
Gold Cup,2017,2017-07-08,Martinique,Nicaragua,2,0,0.3466044282390475,0.3483513096971161,0.3050442620638364,0.4511791692242292,0.3106049827366944,0.238215848038608,0.1045747409854158,draw,home,True,0-0,0,0.0586156633293563,1-0,1,0.1819416224093127,1-0,1,0.1798330922137997,1-0,1,0.1777245620182865,1-0,1,0.1756160318227738,1-0,1,0.1705756327357559,1-0,1,0.1562511594020735,1-0,1,0.1419266860683915,1-0,1,0.1276022127347104,1-0,1,0.1132777394010302,1-0,1,0.0989532660673503,1-0,1,0.0846287927336713,1-0,1,0.070304319399993,1-0,1,0.0559798460663152,1-0,1,0.041655372732638,1-0,1,0.0273308993989617,1-0,1,0.0130064260652859,0-0,0,0.001318047268389,0-0,0,0.0156425206020635,0-0,0,0.0299669939357372,0-0,0,0.0442914672694101,0-0,0,0.0586159406030823,1,1,16,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06,blend075,blend07"
Gold Cup,2019,2019-06-24,Bermuda,Nicaragua,2,0,0.2575096521005464,0.263589103223425,0.4789012446760285,0.4467755228266661,0.273653165671237,0.27957131150162,0.19932993317417,away,home,True,0-2,0,0.0004537486413188,1-0,1,0.0458536587713674,1-0,1,0.0448824179345324,1-0,1,0.0439111770976976,1-0,1,0.0429399362608625,1-0,1,0.0419686954240278,1-0,1,0.040997454587193,1-0,1,0.0400262137503584,1-0,1,0.0390549729135236,1-0,1,0.0380837320766891,1-0,1,0.0371124912398544,1-0,1,0.0119440306738265,0-2,0,0.0003688031010307,0-2,0,0.0003782472137466,0-2,0,0.0003876913264627,0-2,0,0.000397135439179,0-2,0,0.000406579551895,0-2,0,0.0004160236646111,0-2,0,0.0004254677773273,0-2,0,0.0004349118900435,0-2,0,0.0004443560027596,0-2,0,0.0004538001154756,1,1,11,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend05"
Gold Cup,2019,2019-06-21,El Salvador,Jamaica,0,0,0.2952919894689546,0.3062204537374351,0.3984875567936102,0.2929545360950523,0.3569128053971087,0.3501326585083014,0.0506923516594423,away,draw,True,0-1,0,0.0841487474464349,0-0,3,0.0309996418879169,0-0,3,0.0307794978185337,0-0,3,0.0305593537491507,0-0,3,0.0303392096797675,0-0,3,0.0230555148847464,0-0,3,0.0138042810529933,0-0,3,0.0045530472212387,0-1,0,0.0046981866105159,0-1,0,0.0139494204422706,0-1,0,0.0232006542740262,0-1,0,0.032451888105782,0-1,0,0.0417031219375384,0-1,0,0.0509543557692949,0-1,0,0.0602055896010521,0-1,0,0.0694568234328094,0-1,0,0.0787080572645676,0-1,0,0.0821080480624587,0-1,0,0.0826186135251918,0-1,0,0.0831291789879247,0-1,0,0.0836397444506581,0-1,0,0.0841503099133912,3,3,7,"blend005,blend00,blend015,blend01,blend025,blend02,blend03"
Gold Cup,2019,2019-06-17,Jamaica,Honduras,3,2,0.3002309033032198,0.3574908097326815,0.3422782869640986,0.4491425087784964,0.3027096513921638,0.2481478398288451,0.1489116054755239,draw,home,True,0-0,0,0.0913258829631658,1-0,1,0.2475258839971759,1-0,1,0.2434225675594817,1-0,1,0.2230738753182446,1-0,1,0.2015102220815715,1-0,1,0.1799465688448996,1-0,1,0.1583829156082289,1-0,1,0.1368192623715588,1-0,1,0.1152556091348903,1-0,1,0.0936919558982227,1-0,1,0.0721283026615564,1-0,1,0.0505646494248906,1-0,1,0.0290009961882263,1-0,1,0.0074373429515632,0-0,0,0.0141263102850992,0-0,0,0.0356899635217605,0-0,0,0.0572536167584206,0-0,0,0.0788172699950793,0-0,0,0.1003809232317374,0-0,0,0.0984394944359023,0-0,0,0.0948828194245001,0-0,0,0.0913261444130982,1,1,13,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend06"
Gold Cup,2021,2021-07-25,Costa Rica,Canada,0,2,0.4082909019957553,0.2606832197155832,0.3310258782886614,0.2753705901352095,0.3086237469595802,0.4160056629047101,0.1329203118602957,home,away,True,1-0,0,0.0328231262703323,0-1,1,0.0502194163059602,0-1,1,0.0497064863675267,0-1,1,0.0491935564290931,0-1,1,0.0486806264906596,0-1,1,0.0481676965522259,0-1,1,0.0476547666137925,0-1,1,0.0471418366753592,0-1,1,0.0466289067369257,0-1,1,0.0461159767984923,0-1,1,0.045603046860059,0-1,1,0.0450901169216256,0-1,1,0.0445771869831924,0-1,1,0.0379408505542722,0-1,1,0.01958416210116,0-1,1,0.0012274736480489,1-0,0,0.0171292148050611,1-0,0,0.03068778994039,1-0,0,0.0312221045223874,1-0,0,0.0317564191043849,1-0,0,0.0322907336863822,1-0,0,0.0328250482683796,1,1,15,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06,blend07"
Gold Cup,2021,2021-07-11,El Salvador,Guatemala,2,0,0.3280917602088886,0.3015947381569704,0.370313501634141,0.4683210316351407,0.317027194658214,0.2146517737061901,0.1556617279277233,away,home,True,0-1,0,0.0670514255738146,1-0,1,0.1727492678079161,1-0,1,0.1701629538984619,1-0,1,0.1675766399890079,1-0,1,0.1649903260795537,1-0,1,0.1624040121700997,1-0,1,0.1598176982606458,1-0,1,0.1572313843511924,1-0,1,0.1546450704417388,1-0,1,0.1520587565322854,1-0,1,0.1494724426228317,1-0,1,0.1468861287133787,1-0,1,0.1415548519546232,1-0,1,0.1295919156694185,1-0,1,0.1176289793842136,1-0,1,0.1019639854621383,1-0,1,0.073794620989284,1-0,1,0.0456252565164304,1-0,1,0.017455892043579,0-1,0,0.0107134724292717,0-1,0,0.0388828369021208,0-1,0,0.0670522013749685,1,1,18,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06,blend075,blend07,blend085,blend08"
Gold Cup,2023,2023-07-08,Panama,Qatar,4,0,0.282946872613042,0.2804218780182888,0.4366312493686692,0.564347299850405,0.2634717543130951,0.1721809458360502,0.2814004272375878,away,home,True,0-1,0,0.0222635696661226,1-0,1,0.0732687977442134,1-0,1,0.0714420971474467,1-0,1,0.0696153965506801,1-0,1,0.0677886959539136,1-0,1,0.0659619953571472,1-0,1,0.0641352947603809,1-0,1,0.0623085941636146,1-0,1,0.0604818935668485,1-0,1,0.0586551929700823,1-0,1,0.0568284923733164,1-0,1,0.0550017917765506,1-0,1,0.0531750911797848,1-0,1,0.0513483905830189,1-0,1,0.0495216899862532,1-0,1,0.0476949893894876,1-0,1,0.0109664889671439,0-1,0,0.019567928778713,0-1,0,0.0202421780980358,0-1,0,0.0209164274173586,0-1,0,0.0215906767366813,0-1,0,0.0222649260560042,1,1,16,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06,blend075,blend07"
Gold Cup,2023,2023-07-01,Cuba,Guadeloupe,1,4,0.4525514870022245,0.2756619129432542,0.2717866000545213,0.2171318561932684,0.2898675898523187,0.4930005539539487,0.2354196308087239,home,away,True,1-0,0,0.0129771470492359,0-1,1,0.0580398714248773,0-1,1,0.0567377198006296,0-1,1,0.0554355681763817,0-1,1,0.0541334165521343,0-1,1,0.0528312649278864,0-1,1,0.0515291133036388,0-1,1,0.0502269616793913,0-1,1,0.0489248100551438,0-1,1,0.0476226584308963,0-1,1,0.046320506806649,0-1,1,0.0450183551824014,0-1,1,0.0437162035581542,0-1,1,0.0424140519339072,0-1,1,0.0111179004677072,1-0,0,0.0109527508656074,1-0,0,0.0112903156400357,1-0,0,0.0116278804144641,1-0,0,0.0119654451888924,1-0,0,0.0123030099633205,1-0,0,0.0126405747377489,1-0,0,0.012978139512177,1,1,14,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06"
Gold Cup,2023,2023-06-26,Costa Rica,Panama,1,2,0.4201077420339065,0.3093854858123827,0.2705067721537108,0.2579530632114998,0.3231905387811063,0.4188563980069238,0.1621546788221716,home,away,True,1-0,0,0.0815280608598687,0-1,1,0.1414886440092007,0-1,1,0.1389830373739494,0-1,1,0.1364774307386986,0-1,1,0.1312897968040972,0-1,1,0.1184459422862099,0-1,1,0.1056020877683233,0-1,1,0.0927582332504375,0-1,1,0.0799143787325523,0-1,1,0.0670705242146675,0-1,1,0.0542266696967836,0-1,1,0.0413828151788997,0-1,1,0.0244618824704971,1-0,0,0.0042319917710329,1-0,0,0.032925866012561,1-0,0,0.0516271373614606,1-0,0,0.0674771570851064,1-0,0,0.0752359402726553,1-0,0,0.0768093977936504,1-0,0,0.0783828553146456,1-0,0,0.0799563128356406,1-0,0,0.0815297703566354,1,1,12,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05"
Gold Cup,2025,2025-07-06,United States,Mexico,1,2,0.2946790996505085,0.3409611475682869,0.3643597527812046,0.2882752128475921,0.3340918761217358,0.3776329110311598,0.0132731582497113,away,away,False,0-0,0,0.0153978089828894,0-1,1,0.0225687053046674,0-1,1,0.0206703707914406,0-1,1,0.0187720362782136,0-1,1,0.0168737017649863,0-1,1,0.014975367251759,0-1,1,0.0130770327385318,0-1,1,0.0111786982253045,0-1,1,0.0092803637120771,0-1,1,0.0073820291988496,0-1,1,0.0054836946856219,0-1,1,0.0035853601723939,0-1,1,0.0016870256591658,0-0,0,0.0002113088540617,0-0,0,0.0021096433672894,0-0,0,0.0040079778805179,0-0,0,0.0059063123937459,0-0,0,0.0078046469069742,0-0,0,0.0097029814202024,0-0,0,0.0116013159334311,0-0,0,0.0134996504466597,0-0,0,0.0153979849598886,1,1,12,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05"
UEFA Euro,2008,2008-06-18,Russia,Sweden,2,0,0.2600733204726215,0.3033865423229517,0.4365401372044267,0.3532373476175504,0.2864527534918065,0.3603098988901458,0.0931640271451775,away,away,False,0-1,0,0.0050626467086061,1-0,1,0.0286300775585159,1-0,1,0.0144140528587098,1-0,1,0.0001980281589044,0-1,0,0.0043114536929812,0-1,0,0.0043556592158987,0-1,0,0.0043998647388162,0-1,0,0.0044440702617337,0-1,0,0.0044882757846511,0-1,0,0.0045324813075686,0-1,0,0.004576686830486,0-1,0,0.0046208923534036,0-1,0,0.0046650978763209,0-1,0,0.0047093033992385,0-1,0,0.004753508922156,0-1,0,0.0047977144450734,0-1,0,0.0048419199679911,0-1,0,0.0048861254909083,0-1,0,0.0049303310138257,0-1,0,0.0049745365367436,0-1,0,0.0050187420596606,0-1,0,0.0050629475825781,1,1,3,"blend005,blend00,blend01"
UEFA Euro,2008,2008-06-17,France,Italy,0,2,0.3612664308375853,0.3765412860707494,0.2621922830916652,0.3447714455409711,0.2523879212963182,0.4028406331632067,0.1406483500712934,draw,away,True,0-0,0,0.111262198904882,0-1,1,0.1496809514045874,0-1,1,0.1335598745543829,0-1,1,0.1174387977041779,0-1,1,0.1013177208539717,0-1,1,0.0851966440037653,0-1,1,0.0690755671535575,0-1,1,0.0529544903033495,0-1,1,0.0368334134531401,0-1,1,0.0207123366029303,0-1,1,0.0045912597527195,1-0,0,0.0083614014547527,0-0,0,0.0036010015545221,0-0,0,0.0155634045637992,0-0,0,0.0275258075730762,0-0,0,0.0394882105823537,0-0,0,0.0514506135916315,0-0,0,0.0634130166009109,0-0,0,0.07537541961019,0-0,0,0.0873378226194699,0-0,0,0.0993002256287503,0-0,0,0.1112626286380316,1,1,10,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04"
UEFA Euro,2008,2008-06-11,Czech Republic,Portugal,1,3,0.3742772729237028,0.3014993525309113,0.3242233745453859,0.178480729383001,0.2873968970618398,0.5341223735546975,0.2098989990095424,home,away,True,2-1,0,0.004130171877686,0-1,1,0.0006755121950863,0-1,1,0.0006622390819768,0-1,1,0.0006489659688676,0-1,1,0.0006356928557585,0-1,1,0.0006224197426493,0-1,1,0.0006091466295401,0-1,1,0.0005958735164308,0-1,1,0.0005826004033214,0-1,1,0.0005693272902121,0-1,1,0.000556054177103,0-1,1,0.0005427810639937,0-1,1,0.0005295079508845,0-1,1,0.0005162348377754,0-1,1,0.000502961724666,0-1,1,0.0004896886115568,0-1,1,0.0004764154984476,0-1,1,0.0004631423853382,0-1,1,0.0004498692722292,1-1,0,0.0078320407189318,2-1,0,0.004022358174023,2-1,0,0.0041303953419071,1,1,18,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06,blend075,blend07,blend085,blend08"
UEFA Euro,2008,2008-06-14,Greece,Russia,0,1,0.3579289315716153,0.3192516949189045,0.3228193735094802,0.2898062251939401,0.2794506744020694,0.4307431004044674,0.1079237268947487,home,away,True,1-0,0,0.0040929645565507,0-1,3,0.0496488893745521,0-1,3,0.0490269069014194,0-1,3,0.0484049244282867,0-1,3,0.0477829419551538,0-1,3,0.047160959482021,0-1,3,0.0465389770088882,0-1,3,0.0459169945357553,0-1,3,0.0452950120626224,0-1,3,0.0446730295894894,0-1,3,0.0440510471163565,0-1,3,0.0434290646432236,0-1,3,0.0428070821700906,0-1,3,0.0421850996969574,0-1,3,0.0415631172238244,0-1,3,0.030489296039054,0-1,3,0.0173750864554413,0-1,3,0.0042608768718268,1-1,0,0.001997208122402,1-0,0,3.288584143146256e-05,1-0,0,0.0020629798052652,1-0,0,0.0040930737690992,3,3,17,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06,blend075,blend07,blend08"
UEFA Euro,2008,2008-06-13,Netherlands,France,4,1,0.2674934875502502,0.3791704699538079,0.3533360424959418,0.3568804600497006,0.3034691882400627,0.3396503517097458,0.0893869724996958,draw,home,True,0-0,0,0.1310920786537975,1-0,1,0.0612828893127521,1-0,1,0.0507007396524147,1-0,1,0.0342929154871658,1-0,1,0.0167514963781706,0-0,0,0.0007899227308235,0-0,0,0.0183313418398174,0-0,0,0.0336627522995433,0-0,0,0.0406220217482004,0-0,0,0.0475812911968572,0-0,0,0.0545405606455136,0-0,0,0.0614998300941695,0-0,0,0.0684590995428258,0-0,0,0.0754183689914811,0-0,0,0.0823776384401359,0-0,0,0.0893369078887907,0-0,0,0.0962961773374451,0-0,0,0.1032554467860989,0-0,0,0.1102147162347523,0-0,0,0.1171739856834058,0-0,0,0.1241332551320587,0-0,0,0.1310925245807109,1,1,4,"blend005,blend00,blend015,blend01"
UEFA Euro,2012,2012-06-24,England,Italy,0,0,0.4014063770613118,0.3028607940116676,0.2957328289270207,0.3317347387839043,0.3272964901944776,0.3409687710211221,0.0696716382771595,home,away,True,1-0,0,0.0031639900991256,1-1,1,0.0550833017337518,1-1,1,0.0548776779543582,1-1,1,0.0546720541749645,1-1,1,0.054466430395571,1-1,1,0.0542608066161774,1-1,1,0.0540551828367841,1-1,1,0.0490005935764458,1-1,1,0.0410320649227824,1-1,1,0.0330635362691194,1-1,1,0.0250950076154573,1-1,1,0.0171264789617949,1-1,1,0.0091579503081333,1-1,1,0.001189421654472,1-0,0,0.0029719396233496,1-0,0,0.0029993995971504,1-0,0,0.0030268595709512,1-0,0,0.0030543195447521,1-0,0,0.003081779518553,1-0,0,0.0031092394923539,1-0,0,0.0031366994661546,1-0,0,0.0031641594399556,1,1,13,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend06"
UEFA Euro,2012,2012-06-16,Czech Republic,Poland,0,1,0.4607969233130767,0.2838753403971948,0.2553277362897285,0.2888978496236894,0.2877517231514213,0.4233504272244003,0.1718990736891427,home,away,True,2-0,0,0.0008486977033999,1-2,1,0.0113035518420392,1-2,1,0.0110792396557882,1-2,1,0.0108549274695373,1-2,1,0.0106306152832859,1-2,1,0.0104063030970347,1-2,1,0.0101819909107837,1-2,1,0.0099576787245326,1-2,1,0.0097333665382816,1-2,1,0.0095090543520304,2-0,0,0.0006746502912983,2-0,0,0.0006904825083372,2-0,0,0.0007063147253764,2-0,0,0.0007221469424154,2-0,0,0.0007379791594543,2-0,0,0.0007538113764935,2-0,0,0.0007696435935325,2-0,0,0.0007854758105716,2-0,0,0.0008013080276105,2-0,0,0.0008171402446498,2-0,0,0.0008329724616886,2-0,0,0.0008488046787277,1,1,9,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend04"
UEFA Euro,2012,2012-06-13,Netherlands,Germany,1,2,0.4191485385317035,0.273531799921146,0.3073196615471504,0.3233485188277519,0.2955860185553748,0.3810654626173467,0.0958000197041883,home,away,True,2-1,0,0.0153655284573737,1-2,3,0.0285663059599317,1-2,3,0.0282898908392648,1-2,3,0.028013475718598,1-2,3,0.0277370605979312,1-2,3,0.0274606454772643,1-2,3,0.0271842303565974,1-2,3,0.0269078152359306,1-2,3,0.0147005794979823,1-2,3,0.0009529094250151,2-1,0,0.012794760647953,2-1,0,0.0136119372642787,2-1,0,0.0137875640691534,2-1,0,0.0139631908740281,2-1,0,0.014138817678903,2-1,0,0.0143144444837777,2-1,0,0.0144900712886525,2-1,0,0.0146656980935272,2-1,0,0.014841324898402,2-1,0,0.0150169517032767,2-1,0,0.0151925785081515,2-1,0,0.0153682053130261,3,3,9,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend04"
UEFA Euro,2012,2012-06-11,Ukraine,Sweden,2,1,0.246079615087579,0.2844526360132954,0.4694677488991255,0.361815299454607,0.299665821950327,0.3385188785955464,0.1309488703038193,away,home,True,0-2,0,0.0039605267025981,2-1,3,0.0020947803116919,2-1,3,0.0020612769146082,2-1,3,0.0020277735175243,1-1,0,0.0044498062732646,0-2,0,0.0030771431577949,0-2,0,0.0031323856667594,0-2,0,0.003187628175724,0-2,0,0.0032428706846885,0-2,0,0.0032981131936531,0-2,0,0.0033533557026176,0-2,0,0.0034085982115822,0-2,0,0.0034638407205467,0-2,0,0.0035190832295113,0-2,0,0.0035743257384759,0-2,0,0.0036295682474405,0-2,0,0.0036848107564051,0-2,0,0.0037400532653696,0-2,0,0.0037952957743342,0-2,0,0.0038505382832987,0-2,0,0.0039057807922632,0-2,0,0.0039610233012279,3,3,3,"blend005,blend00,blend01"
UEFA Euro,2012,2012-06-08,Russia,Czech Republic,4,1,0.3324242554215693,0.3059817866043805,0.3615939579740502,0.3891499397588498,0.3099345103348663,0.3009155499057932,0.0606784080680117,away,home,True,0-1,0,0.0021105727741875,1-0,1,0.0114091950434751,1-0,1,0.0113260401550301,1-0,1,0.0112428852665852,1-0,1,0.0111597303781401,1-0,1,0.011076575489695,1-0,1,0.01099342060125,1-0,1,0.0109102657128048,1-0,1,0.01082711082436,1-0,1,0.010743955935915,1-0,1,0.0077832312014517,1-0,1,0.003469115965289,1-1,0,0.0008449992708735,1-1,0,0.0051591145070359,1-1,0,0.0094732297431986,1-1,0,0.0137873449793604,1-1,0,0.0181014602155223,1-1,0,0.019284665579428,1-1,0,0.0139358328428291,1-1,0,0.0085870001062304,1-1,0,0.0032381673696321,0-1,0,0.0021106653669662,1,1,11,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend05"
UEFA Euro,2016,2016-06-25,Wales,Northern Ireland,1,0,0.3288264093657095,0.3483304377734946,0.3228431528607959,0.4796294274960445,0.328089695815666,0.1922808766878072,0.1508030181305761,draw,home,True,0-0,0,0.0879420152957397,1-0,3,0.1704472186394535,1-0,3,0.1677676546334479,1-0,3,0.1650880906274424,1-0,3,0.162408526621437,1-0,3,0.1597289626154319,1-0,3,0.1570493986094268,1-0,3,0.1454289725581655,1-0,3,0.1287595774142521,1-0,3,0.1120901822703394,1-0,3,0.0954207871264277,1-0,3,0.0787513919825165,1-0,3,0.0620819968386068,1-0,3,0.045412601694697,1-0,3,0.0287432065507886,1-0,3,0.0120738114068807,0-0,0,0.0045955837370261,0-0,0,0.0212649788809324,0-0,0,0.037934374024838,0-0,0,0.0546037691687422,0-0,0,0.0712731643126456,0-0,0,0.087942559456549,3,3,15,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06,blend07"
UEFA Euro,2016,2016-06-25,Switzerland,Poland,1,1,0.3262696326825536,0.2794829308716717,0.3942474364457747,0.3189099194069462,0.341030767469645,0.34005931312292,0.0615478365982176,away,draw,True,1-2,0,0.011061546960487,1-1,3,0.1038667376426041,1-1,3,0.1029294654656914,1-1,3,0.0970668396486571,1-1,3,0.0867140132653391,1-1,3,0.0763611868820213,1-1,3,0.066008360498704,1-1,3,0.0556555341153874,1-1,3,0.0453027077320715,1-1,3,0.0349498813487557,1-1,3,0.0245970549654405,1-1,3,0.0142442285821258,1-1,3,0.0038914021988116,1-2,0,0.006461424184502,1-2,0,0.0105303651167675,1-2,0,0.0106063907910602,1-2,0,0.0106824164653531,1-2,0,0.0107584421396458,1-2,0,0.0108344678139387,1-2,0,0.0109104934882315,1-2,0,0.0109865191625243,1-2,0,0.0110625448368171,3,3,12,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05"
UEFA Euro,2016,2016-06-21,Ukraine,Poland,0,1,0.40511800913192,0.3030991398873001,0.29178285098078,0.208018993940388,0.3054251635716009,0.486555842488495,0.1970990151917738,home,away,True,1-0,0,0.0327238015278166,0-1,3,0.0692276226715884,0-1,3,0.0678419984548764,0-1,3,0.066456374238164,0-1,3,0.065070750021452,0-1,3,0.0636851258047396,0-1,3,0.0622995015880272,0-1,3,0.0609138773713148,0-1,3,0.0595282531546021,0-1,3,0.0581426289378894,0-1,3,0.0567570047211769,0-1,3,0.0553713805044642,0-1,3,0.0539857562877514,0-1,3,0.0526001320710385,0-1,3,0.0512145078543255,0-1,3,0.0351145437233488,0-1,3,0.0014242312942704,1-0,0,0.0295407301719533,1-0,0,0.0303368030987433,1-0,0,0.0311328760255336,1-0,0,0.0319289489523235,1-0,0,0.0327250218791136,3,3,16,"blend005,blend00,blend015,blend01,blend025,blend02,blend035,blend03,blend045,blend04,blend055,blend05,blend065,blend06,blend075,blend07"
