year,game_id,team1,team2,disagreement,model_home,model_draw,model_away,book_home,book_draw,book_away,model_favorite,book_favorite,favorite_flip,model_prediction,blend_prediction,prediction_changed,actual,model_points,blend_points,delta
2018,35,Spain,Morocco,0.11929934920935502,0.5986992388052385,0.26977308027719943,0.13152768091756203,0.7179985880143573,0.18814803205975908,0.09385337992541123,home,home,False,2-0,2-0,False,2-2,0,0,0
2018,36,Iran,Portugal,0.12609727204466992,0.18888740675802523,0.32770839852703637,0.48340419471493845,0.1519462362852436,0.2385522969549064,0.6095014667593667,away,away,False,0-1,0-1,False,1-1,0,0,0
2018,37,Australia,Peru,0.1333382495408308,0.20129708015165035,0.28258686469581257,0.5161160551525371,0.3346353296927269,0.27597282417615376,0.3893918461316109,away,away,False,0-2,0-2,False,0-2,3,3,0
2018,38,Denmark,France,0.04851219634024484,0.22176129968002273,0.3009861458020541,0.4772525545179232,0.18084236620412258,0.34949834214205483,0.4696592916533344,away,away,False,0-1,0-1,False,0-0,0,0,0
2018,39,Iceland,Croatia,0.01876186028839269,0.20581467807776135,0.2647084394597778,0.5294768824624608,0.22102632164759708,0.24594657917113616,0.5330270991807688,away,away,False,0-2,0-2,False,1-2,2,2,0
2018,40,Nigeria,Argentina,0.05704514622455106,0.10333175594860053,0.23794487834116257,0.6587233657102369,0.16037690217291325,0.18551784068063143,0.6541052571459787,away,away,False,0-2,0-2,False,1-2,2,2,0
2018,41,South Korea,Germany,0.09599519883411864,0.08200395598465249,0.1731187876113858,0.7448772564039616,0.04557090774178817,0.11355663702033646,0.8408724552382852,away,away,False,0-2,0-2,False,2-0,0,0,0
2018,42,Mexico,Sweden,0.12149312799755224,0.31673609904982686,0.2955242957086878,0.38773960524148543,0.43822922704762796,0.2867269848683724,0.2750437880844975,away,home,True,1-2,2-1,True,0-3,1,0,-1
2018,43,Serbia,Brazil,0.03766550028390133,0.10413939434247817,0.19391886356172866,0.7019417420957932,0.12851596645265292,0.20720779173570655,0.6642762418121432,away,away,False,0-2,0-2,False,0-2,3,3,0
2018,44,Switzerland,Costa Rica,0.12873977227871852,0.48089992849382157,0.31312597612772836,0.20597409537845013,0.6096397007727825,0.2626946680450207,0.1276656311826817,home,home,False,1-0,1-0,False,2-2,0,0,0
2018,45,Japan,Poland,0.08997909696132991,0.2717667805033645,0.27389671287460465,0.4543365066220308,0.32793439459280105,0.30770819574624864,0.3643574096604515,away,away,False,1-2,1-2,False,0-1,1,1,0
2018,46,Senegal,Colombia,0.0787837508318997,0.18814646995637815,0.3334402891033302,0.4784132409402916,0.18854519914590726,0.2546565382716786,0.5567982625829103,away,away,False,0-1,0-1,False,0-1,3,3,0
2018,47,England,Belgium,0.04905588499852134,0.3837290225426347,0.30416250210005213,0.3121084753573132,0.3960823249252381,0.3408650847162238,0.26305259035904555,home,home,False,1-0,1-1,True,0-1,0,0,0
2018,48,Panama,Tunisia,0.08785698887647907,0.2458336810556784,0.3216648931689092,0.4325014257754124,0.22112619585255733,0.2585153894953011,0.5203584146516413,away,away,False,0-1,0-1,False,1-2,1,1,0
2018,49,France,Argentina,0.14491546990101123,0.25734922661984594,0.307862371501692,0.43478840187846207,0.4002049865676778,0.30992208145462463,0.2898729319772041,away,home,True,0-1,1-0,True,4-3,0,1,1
2018,50,Uruguay,Portugal,0.020985554920312288,0.31797902589143184,0.3056956419304333,0.37632533217813485,0.3185065107147319,0.32615371202719706,0.3553397772575741,away,away,False,0-1,1-1,True,2-1,0,0,0
2018,51,Spain,Russia,0.0399889863279552,0.6564822984176183,0.22726488200864517,0.11625281957373652,0.61649331208941,0.23436587859053742,0.14914080931954643,home,home,False,2-0,2-0,False,1-1,0,0,0
2018,52,Croatia,Denmark,0.11859114521564434,0.37274403587686905,0.3228112038266457,0.3044447602964852,0.4913351810927624,0.3007955948253332,0.20786922408240238,home,home,False,1-0,1-0,False,1-1,0,0,0
2018,53,Brazil,Mexico,0.0253493800498754,0.6849808203028924,0.20274943727995176,0.11226974241715583,0.659631440253261,0.2167430768652546,0.1236254828819724,home,home,False,2-0,2-0,False,2-0,3,3,0
2018,54,Belgium,Japan,0.11012804433209403,0.5773061082041159,0.23943406779014076,0.18325982400574345,0.6874341525364481,0.20379372609429547,0.10877212136973292,home,home,False,2-0,2-0,False,3-2,1,1,0
2018,55,Sweden,Switzerland,0.04837870376204775,0.33515051711786625,0.32131219763805347,0.34353728524408017,0.28677181335557084,0.3286924473601444,0.3845357392837893,away,away,False,1-1,0-1,True,1-0,0,0,0
2018,56,Colombia,England,0.14487130056273156,0.33452232257690334,0.35698704246225343,0.30849063496084334,0.23570685173537462,0.3109312127412936,0.4533619355238179,draw,away,True,0-0,0-1,True,1-1,1,0,-1
2018,57,Uruguay,France,0.0873534755425262,0.2934355601681149,0.3004123224373303,0.40615211739455476,0.20608208462582855,0.3097489079339584,0.48416900744069274,away,away,False,1-2,1-2,False,0-2,2,2,0
2018,58,Brazil,Belgium,0.10754595191534674,0.566448405813424,0.24602676667694723,0.1875248275096288,0.4589024538978308,0.2811514891206176,0.25994605698105866,home,home,False,2-0,2-0,False,1-2,0,0,0
2018,59,Sweden,England,0.07773097691289985,0.23664787502044532,0.31438321606830394,0.44896890891125074,0.18648810192566878,0.286812012250423,0.526699885824393,away,away,False,0-1,0-1,False,0-2,1,1,0
2018,60,Russia,Croatia,0.020016482632543298,0.25100436001249227,0.31090483390973206,0.43809080607777573,0.23661226318223694,0.30528044810719246,0.4581072887100674,away,away,False,0-1,0-1,False,2-2,0,0,0
2018,61,France,Belgium,0.02898812173286275,0.402482300469087,0.29121180176978345,0.3063058977611296,0.3734941787359769,0.3074875960767342,0.31901822518679424,home,home,False,2-1,2-1,False,1-0,1,1,0
2018,62,Croatia,England,0.009509345490158833,0.2556538206607836,0.327916197734425,0.41642998160479144,0.2513607399693068,0.3226999329359962,0.4259393270952035,away,away,False,0-1,0-1,False,2-1,0,0,0
2018,63,Belgium,England,0.12932753376595252,0.3121084753573132,0.30416250210005213,0.38372902254263475,0.4414360091230161,0.25595476106879256,0.3026092298076922,away,home,True,0-1,1-0,True,2-0,0,1,1
2018,64,France,Croatia,0.020022543878181323,0.4370533259892473,0.3126583665964751,0.25028830741427766,0.4570758698676771,0.31243694134369504,0.2304871887891249,home,home,False,1-0,1-0,False,4-2,1,1,0
2022,1,Senegal,Netherlands,0.06898552848927962,0.19213752011505547,0.29155779766216594,0.5163046822227786,0.1558190483669127,0.25889074092126324,0.5852902107122924,away,away,False,0-1,0-1,False,0-2,1,1,0
2022,2,England,Iran,0.17822639875226431,0.5312887245879907,0.3087680523895661,0.15994322302244315,0.7095151233404905,0.20470327266182514,0.08578160399815532,home,home,False,1-0,1-0,False,6-2,1,1,0
2022,3,Qatar,Ecuador,0.19359127567880977,0.16026172826069449,0.21378937517521115,0.6259488965640944,0.2625986988397812,0.3050436802746873,0.4323576208850377,away,away,False,0-2,0-2,False,0-2,3,3,0
2022,4,United States,Wales,0.0711989553085085,0.3219675444264711,0.3439445479601981,0.3340879076133309,0.39316649973473045,0.3084869272649883,0.29834657299978307,draw,home,True,0-0,1-0,True,1-1,1,0,-1
2022,5,Argentina,Saudi Arabia,0.058399163606202044,0.8189776631845224,0.13734192259487715,0.04368041422060049,0.8773768267905694,0.09559087010577712,0.02703230310334346,home,home,False,2-0,2-0,False,1-2,0,0,0
2022,6,Denmark,Tunisia,0.003842384613134686,0.6174542591850071,0.2466068148191295,0.13593892599586335,0.6152696993500402,0.2449489900407144,0.13978131060875074,home,home,False,2-0,2-0,False,0-0,0,0,0
2022,7,Mexico,Poland,0.0937348881632139,0.31992969933305243,0.2797331032109495,0.40033719745599794,0.3867953814144318,0.3066023092930295,0.3066023092930295,away,home,True,1-2,2-1,True,0-0,0,0,0
2022,8,France,Australia,0.11468725073478234,0.6923766846638734,0.1986511397718321,0.10897217556429453,0.8070639353989044,0.13498853131418515,0.057947533287407885,home,home,False,2-0,2-0,False,4-1,1,1,0
2022,9,Morocco,Croatia,0.012530332441634207,0.26182673996178446,0.2924030245505313,0.4457702354876843,0.2735837493653193,0.29317634758839234,0.4332399030458118,away,away,False,0-1,0-1,False,0-0,0,0,0
2022,10,Germany,Japan,0.007574651197048074,0.6850381329573758,0.1832854977418531,0.13167636930077115,0.6861535260615571,0.18974475583494066,0.12410171810394385,home,home,False,2-0,2-0,False,1-2,0,0,0
2022,11,Spain,Costa Rica,0.11873572764068104,0.7332226058625112,0.19106625433958765,0.07571113979790106,0.8519583335029801,0.10443235921993681,0.04360930727665877,home,home,False,2-0,2-0,False,7-0,1,1,0
2022,12,Belgium,Canada,0.1031362780808337,0.7192953532815423,0.1763897396181052,0.10431490710035267,0.6161590752004741,0.2245409547324685,0.1592999700665886,home,home,False,2-0,2-0,False,1-0,1,1,0
2022,13,Switzerland,Cameroon,0.03237896322722256,0.5671188132367875,0.26512908244834965,0.1677521043148629,0.5347398500098143,0.2793164798776833,0.18594367011300114,home,home,False,2-0,2-0,False,1-0,1,1,0
2022,14,Uruguay,South Korea,0.022621326639957903,0.5645992618346598,0.2722919568727913,0.16310878129254897,0.5432330891953495,0.2710368028718891,0.18573010793225228,home,home,False,1-0,1-0,False,0-0,0,0,0
2022,15,Portugal,Ghana,0.026319206236455527,0.7239136387279023,0.19399813723760959,0.08208822403448823,0.7502328449645889,0.16888072554865363,0.08088642948721973,home,home,False,2-0,2-0,False,3-2,1,1,0
2022,16,Brazil,Serbia,0.04338947208306544,0.7129000456923584,0.19403540271827266,0.09306455158936897,0.6695105736095466,0.20600740762502953,0.12448201876593112,home,home,False,2-0,2-0,False,2-0,3,3,0
2022,17,Wales,Iran,0.1481302670996989,0.30534074212522067,0.3660715272620973,0.32858773061268204,0.45347100922466793,0.29815324113956954,0.24837574963525924,draw,home,True,0-0,1-0,True,0-2,0,0,0
2022,18,Qatar,Senegal,0.04267681427047068,0.1869097276187514,0.2885619844956519,0.5245282878855967,0.1681618507005097,0.2646330471431882,0.5672051021558326,away,away,False,0-1,0-1,False,1-3,1,1,0
2022,19,Netherlands,Ecuador,0.039138822576207544,0.5402898393372668,0.24096571705033742,0.21874444361239584,0.5256477768512142,0.2801045396262963,0.1942476835219922,home,home,False,2-1,2-1,False,1-1,0,0,0
2022,20,England,United States,0.08602105765327173,0.5754836248201831,0.27671269528711545,0.14780367989270143,0.6615046824732171,0.22409122877683404,0.11440408874947341,home,home,False,1-0,1-0,False,0-0,0,0,0
2022,21,Tunisia,Australia,0.1065673285544177,0.33703513845224237,0.30271856044466083,0.36024630110309686,0.4436024670068967,0.2885121792384139,0.26788535375516276,away,home,True,0-1,1-0,True,0-1,3,0,-3
2022,22,Poland,Saudi Arabia,0.06407256440154883,0.6311006761328841,0.22840324431536066,0.14049607955175522,0.5670281117310992,0.26527363654822256,0.1676982517202061,home,home,False,2-0,2-0,False,2-0,3,3,0
2022,23,France,Denmark,0.12636407685629597,0.40516433188223133,0.2953102138737881,0.2995254542439806,0.5315284087387674,0.27073320499728404,0.19773838626442874,home,home,False,1-0,1-0,False,2-1,1,1,0
2022,24,Argentina,Mexico,0.005692306157570007,0.6384849964635924,0.23394906188568046,0.12756594165072718,0.6351217497624742,0.23964136804302946,0.12523688219405438,home,home,False,2-0,2-0,False,2-0,3,3,0
2022,25,Japan,Costa Rica,0.2557543115441657,0.4009178862591845,0.3165439585403014,0.2825381552005141,0.6566721978035984,0.2233502585337368,0.1199775436631612,home,home,False,1-0,1-0,False,0-1,0,0,0
2022,26,Belgium,Morocco,0.09230453800183723,0.6026519598404164,0.24071953654802708,0.15662850361155659,0.5103474218388341,0.2801711562411513,0.2094814219205245,home,home,False,2-0,2-0,False,0-2,0,0,0
2022,27,Croatia,Canada,0.12190972542755368,0.557681249754354,0.2436052006907455,0.1987135495549006,0.4357715243265493,0.29267967006159973,0.2715488056113491,home,home,False,2-0,2-0,False,4-1,1,1,0
2022,28,Spain,Germany,0.08707274790398678,0.4683293986735601,0.2451680778868987,0.28650252343954113,0.38125665076981863,0.27851194140612096,0.34023140782455097,home,home,False,2-1,2-1,False,1-1,0,0,0
2022,29,Cameroon,Serbia,0.04020094446334907,0.20156865978305993,0.26778997891997297,0.530641361296967,0.1777693617403841,0.25138833249954,0.5708423057605564,away,away,False,0-2,0-2,False,3-3,0,0,0
2022,30,South Korea,Ghana,0.07472016668093412,0.41197370581603654,0.3225926321920453,0.26543366199191826,0.3519412661103467,0.30790490521705743,0.3401538286731088,home,home,False,1-0,1-0,False,2-3,0,0,0
2022,31,Brazil,Switzerland,0.011088814472256604,0.6478923024440568,0.2331001667116831,0.11900753084426002,0.6579079016243014,0.2220113522396748,0.12008074613652041,home,home,False,2-0,2-0,False,1-0,1,1,0
2022,32,Portugal,Uruguay,0.07906884053534685,0.4210815433811603,0.300792143359644,0.27812631325919573,0.5001503839162653,0.2861710352343171,0.21367858084893399,home,home,False,1-0,1-0,False,2-0,1,1,0
2022,33,Ecuador,Senegal,0.024957574573996583,0.36523586889373894,0.3281481905861146,0.30661594052014646,0.3901934434679753,0.31365839989528127,0.296148156637223,home,home,False,1-0,1-0,False,1-2,0,0,0
2022,34,Netherlands,Qatar,0.02706795566931852,0.7881108500165162,0.13871288586259245,0.07317626412089144,0.8151788056855838,0.13069166610088287,0.054129528213031596,home,home,False,2-0,2-0,False,2-0,3,3,0
2022,35,Wales,England,0.12707440102200485,0.15197821380402998,0.2900227621159731,0.5579990240799969,0.10264970864577531,0.21227686625197315,0.685073425101752,away,away,False,0-1,0-1,False,0-3,1,1,0
2022,36,Iran,United States,0.19279529751149083,0.3399834064326848,0.35566388118601944,0.3043527123812958,0.23086857707425587,0.27198341303320395,0.497148009893033,draw,away,True,0-0,0-1,True,0-1,0,3,3
2022,37,Australia,Denmark,0.05742324187466948,0.14025767282328294,0.22797495251563524,0.6317673746610818,0.11421506566501709,0.1965943177994881,0.6891906165360078,away,away,False,0-2,0-2,False,1-0,0,0,0
2022,38,Tunisia,France,0.07702066506051544,0.10701029762982026,0.21672931908259663,0.6762603832875832,0.15543992543369464,0.2453203563389999,0.59923971822683,away,away,False,0-2,0-2,False,1-0,0,0,0
2022,39,Poland,Argentina,0.06280934956816055,0.14783551093115307,0.22977059010043585,0.6223938989684111,0.10700690576686586,0.20778984569633224,0.6852032485363414,away,away,False,0-2,0-2,False,0-2,3,3,0
2022,40,Saudi Arabia,Mexico,0.03989679071805678,0.16665314005202167,0.26593670163744054,0.5674101583105378,0.16989808641550144,0.2260399109196369,0.6040620026653679,away,away,False,0-2,0-2,False,1-2,2,2,0
2022,41,Croatia,Belgium,0.13985599642433255,0.2277695163181962,0.23190335197773618,0.5403271317040675,0.3181517794661382,0.2813770852543726,0.4004711352799809,away,away,False,1-2,1-2,False,0-0,0,0,0
2022,42,Canada,Morocco,0.11281643557404443,0.27128398736025,0.3130816164727385,0.4156343961670115,0.195883537590439,0.2756656306682555,0.5284508317408063,away,away,False,0-1,0-1,False,1-2,1,1,0
2022,43,Japan,Spain,0.06909877596188865,0.0940000998111935,0.17602609090037208,0.7299738092884344,0.12697602281782722,0.212148943855407,0.6608750333263257,away,away,False,0-2,0-2,False,2-1,0,0,0
2022,44,Costa Rica,Germany,0.19158031004885612,0.10377036281671308,0.19524629379219738,0.7009833433910895,0.028089244742548074,0.07934710181734118,0.8925636534397805,away,away,False,0-2,0-2,False,2-4,1,1,0
2022,45,Ghana,Uruguay,0.0923838298171161,0.11764256361767536,0.24547644880284977,0.636880987579475,0.20476033097022217,0.2507425112671852,0.544497157762125,away,away,False,0-2,0-2,False,0-2,3,3,0
2022,46,South Korea,Portugal,0.1261228306556023,0.11877291800615693,0.22582940567308846,0.6553976763207545,0.219186231323915,0.2515389230106953,0.5292748456649148,away,away,False,0-2,0-2,False,2-1,0,0,0
2022,47,Serbia,Switzerland,0.08372302452863342,0.3149136614582902,0.26434498682829166,0.42074135171341814,0.3789662965038477,0.284015376311623,0.33701832718504016,away,home,True,1-2,2-1,True,2-3,1,0,-1
2022,48,Cameroon,Brazil,0.06661965751276616,0.044820543268612976,0.16091751333656307,0.794261943394824,0.09642594695903892,0.17593176715865977,0.7276422858818143,away,away,False,0-2,0-2,False,1-0,0,0,0
2022,49,Netherlands,United States,0.04704671541197869,0.551984236135684,0.25953381182212004,0.18848195204219587,0.5049375207239493,0.2829278409515752,0.21213463832496332,home,home,False,2-0,2-0,False,3-1,1,1,0
2022,50,Argentina,Australia,0.02472824228084889,0.7414176132886411,0.17783845219391597,0.0807439345174429,0.763640820157977,0.15311020991328853,0.08324896992917735,home,home,False,2-0,2-0,False,2-1,2,2,0
2022,51,England,Senegal,0.07101243011571093,0.5351471733521985,0.3138905811002924,0.1509622455475091,0.6061596034681573,0.25676646339678194,0.1370739331355565,home,home,False,1-0,1-0,False,3-0,1,1,0
2022,52,France,Poland,0.14010621729448958,0.5623237526233866,0.24472640698171338,0.1929498403948999,0.7024299699176545,0.19301093602896294,0.10455909405293906,home,home,False,2-0,2-0,False,3-1,1,1,0
2022,53,Japan,Croatia,0.10012354010477345,0.20119079196361606,0.23825319462430228,0.5605560134120816,0.2451212137391226,0.2944463129538053,0.4604324733075443,away,away,False,0-2,0-2,False,1-1,0,0,0
2022,54,Brazil,South Korea,0.03110622670504256,0.7725642698334664,0.17202697300931735,0.055408757157216326,0.802515215652293,0.14092074630404497,0.05656403804320244,home,home,False,2-0,2-0,False,4-1,1,1,0
2022,55,Morocco,Spain,0.011224109067496602,0.1405079909558741,0.2492982410864023,0.6101937679577236,0.14966548393322196,0.251364857176781,0.598969658890457,away,away,False,0-2,0-2,False,0-0,0,0,0
2022,56,Portugal,Switzerland,0.006126312558999952,0.4973200239125784,0.2688930340868427,0.2337869420005789,0.5034463364713253,0.26551668056992517,0.2310369829582434,home,home,False,2-0,2-0,False,6-1,1,1,0
2022,57,Croatia,Brazil,0.030234820573979138,0.11529810858540278,0.21897617881054057,0.6657257126040567,0.10207541701663812,0.20196404980509655,0.6959605331778063,away,away,False,0-2,0-2,False,1-1,0,0,0
2022,58,Netherlands,Argentina,0.03606274647586208,0.2585442081057198,0.2754398034483636,0.4660159884459166,0.2620177219126804,0.3080290361170292,0.4299532419698186,away,away,False,0-2,0-2,False,2-2,0,0,0
2022,59,Morocco,Portugal,0.04273077651076926,0.16113022857436368,0.27231687051387454,0.5665529009117618,0.1452914890666973,0.24542483351101937,0.6092836774227788,away,away,False,0-1,0-1,False,1-0,0,0,0
2022,60,England,France,0.03536720024990994,0.37003295331711705,0.3123554238793461,0.31761162280353683,0.33731984059523773,0.30970133635155345,0.3529788230536847,home,away,True,1-0,0-1,True,1-2,0,1,1
2022,61,Argentina,Croatia,0.0803383818233397,0.5648034981524666,0.24953429180768857,0.18566221003984484,0.4844651163288711,0.3075562191111415,0.2079786645594759,home,home,False,2-0,2-0,False,3-0,1,1,0
2022,62,France,Morocco,0.05285891928008882,0.5580650503433636,0.275522499236677,0.16641245041995936,0.6109239696236949,0.24466708989923147,0.1444089404775585,home,home,False,1-0,1-0,False,2-0,1,1,0
2022,63,Croatia,Morocco,0.04268070837549201,0.44577023548768424,0.29240302455053124,0.26182673996178446,0.4275301288689903,0.26796242279399024,0.3045074483375335,home,home,False,1-0,1-0,False,2-1,1,1,0
2022,64,Argentina,France,0.05026543581503515,0.4124943503748162,0.30048575354043333,0.2870198960847504,0.36222891455954015,0.303292725720276,0.334478359719702,home,home,False,1-0,1-0,False,3-3,0,0,0
