year,date,home_team,away_team,h_odds_avg,d_odds_avg,a_odds_avg
2016,2016-06-18,Bélgica,Irlanda,1.898,3.328,5.09
2016,2016-06-17,España,Turquía,1.488,4.098,8.84
2016,2016-06-17,República Checa,Croacia,4.49,3.09,2.07
2017,2017-01-18,Gabón,Burkina Faso,2.084,2.996,4.156
2021,2021-06-29,Inglaterra,Alemania,2.415,3.3,3.0283
2016,2016-06-19,Suiza,Francia,5.72,2.954,1.94
2016,2016-06-17,Italia,Suecia,2.024,3.096,4.846
2016,2016-06-16,Alemania,Polonia,1.616,4.008,6.36
2016,2016-06-16,Ucrania,Irlanda del Norte,1.776,3.336,6.08
2016,2016-06-16,Inglaterra,Gales,1.7,3.676,6.02
2016,2016-06-15,Francia,Albania,1.254,5.89,16.6
2016,2016-06-15,Rumanía,Suiza,3.484,3.06,2.41
2016,2016-06-15,Rusia,Eslovaquia,2.404,3.14,3.38
2016,2016-06-14,Portugal,Islandia,1.418,4.63,9.42
2016,2016-06-14,Austria,Hungría,1.706,3.604,6.1
2016,2016-06-13,Bélgica,Italia,2.722,2.992,3.076
2016,2016-06-13,Irlanda,Suecia,3.766,3.046,2.296
2016,2016-06-13,España,República Checa,1.444,4.448,8.95
2016,2016-06-12,Alemania,Ucrania,1.524,4.256,7.29
2016,2016-06-12,Polonia,Irlanda del Norte,1.78,3.374,5.88
2016,2016-06-12,Turquía,Croacia,4.18,3.34,2.042
2016,2016-06-11,Inglaterra,Rusia,1.788,3.464,5.53
2016,2016-06-11,Gales,Eslovaquia,3.044,2.93,2.758
2016,2016-06-11,Albania,Suiza,5.13,3.188,1.924
2016,2016-06-10,Francia,Rumanía,1.374,4.79,10.7
2012,2012-07-01,España,Italia,2.1375,3.0875,3.9
2012,2012-06-28,Alemania,Italia,1.905,3.3125,4.5625
2012,2012-06-27,Portugal,España,4.4725,3.2375,1.9475
2012,2012-06-24,Inglaterra,Italia,2.87,2.9075,2.795
2012,2012-06-23,España,Francia,1.8775,3.325,4.6875
2012,2012-06-22,Alemania,Grecia,1.315,5.25,10.125
2012,2012-06-21,República Checa,Portugal,5.775,3.4875,1.68
2012,2012-06-19,Suecia,Francia,5.0,3.6875,1.715
2012,2012-06-19,Inglaterra,Ucrania,1.9925,3.275,4.1125
2012,2012-06-18,Croacia,España,9.875,3.7125,1.4725
2012,2012-06-18,Italia,Irlanda,1.4,4.55,8.61
2012,2012-06-17,Dinamarca,Alemania,6.7125,3.7,1.565
2012,2012-06-17,Portugal,Países Bajos,2.6825,3.5125,2.4875
2012,2012-06-16,Grecia,Rusia,4.8875,3.525,1.75
2012,2012-06-16,República Checa,Polonia,3.275,3.2875,2.265
2012,2012-06-15,Suecia,Inglaterra,3.275,3.15,2.3375
2012,2012-06-15,Ucrania,Francia,3.8975,3.1375,2.1
2012,2012-06-14,España,Irlanda,1.2375,6.0125,13.375
2012,2012-06-14,Italia,Croacia,2.4325,3.075,3.175
2012,2012-06-13,Países Bajos,Alemania,2.925,3.1875,2.4975
2012,2012-06-13,Dinamarca,Portugal,4.4625,3.425,1.8575
2012,2012-06-12,Polonia,Rusia,3.3,3.2375,2.2575
2012,2012-06-12,Grecia,República Checa,3.325,3.1375,2.31
2012,2012-06-11,Ucrania,Suecia,2.6375,3.1625,2.8125
2012,2012-06-11,Francia,Inglaterra,2.4875,2.9625,3.3
2012,2012-06-10,Irlanda,Croacia,4.05,3.1375,2.04
2012,2012-06-10,España,Italia,1.7625,3.375,5.1875
2012,2012-06-09,Alemania,Portugal,2.1075,3.2375,3.65
2012,2012-06-09,Países Bajos,Dinamarca,1.7325,3.475,5.35
2012,2012-06-08,Rusia,República Checa,2.45,3.05,3.1375
2012,2012-06-08,Polonia,Grecia,2.07,3.1,4.0875
2008,2008-06-29,Alemania,España,3.4,3.125,2.235
2008,2008-06-26,Rusia,España,3.5375,3.3625,2.045
2008,2008-06-25,Alemania,Turquía,1.4325,4.175,7.8125
2008,2008-06-22,España,Italia,2.4625,3.025,3.0125
2008,2008-06-21,Países Bajos,Rusia,1.625,3.9,5.1625
2008,2008-06-20,Croacia,Turquía,1.78,3.3625,4.7725
2008,2008-06-19,Portugal,Alemania,2.2875,3.0625,3.2875
2008,2008-06-18,Grecia,España,5.21,3.65,1.655
2008,2008-06-18,Rusia,Suecia,2.6625,3.25,2.6125
2008,2008-06-17,Francia,Italia,2.725,3.6625,2.3475
2008,2008-06-15,Turquía,República Checa,3.3375,3.025,2.28
2008,2008-06-13,Italia,Rumanía,1.6625,3.45,5.7625
2008,2008-06-12,Austria,Polonia,3.2125,3.2625,2.225
2008,2008-06-11,Suiza,Turquía,2.235,3.275,3.1625
2008,2008-06-11,República Checa,Portugal,5.0225,3.225,1.7825
2008,2008-06-10,Grecia,Suecia,3.0375,2.975,2.4875
2008,2008-06-10,España,Rusia,1.6775,3.4875,5.4
2008,2008-06-09,Rumanía,Francia,5.1375,3.2,1.79
2008,2008-06-08,Alemania,Polonia,1.515,3.75,7.1125
2008,2008-06-07,Portugal,Turquía,1.685,3.4,5.5125
2008,2008-06-07,Suiza,República Checa,2.7375,3.025,2.6875
2024,2024-07-14,Argentina,Colombia,2.1083,2.8867,4.355
2024,2024-07-13,Canadá,Uruguay,6.6867,4.77,1.4467
2024,2024-07-10,Uruguay,Colombia,2.725,2.74,3.1267
2024,2024-07-09,Argentina,Canadá,1.33,5.0567,10.0
2024,2024-07-06,Uruguay,Brasil,3.06,2.83,2.6833
2024,2024-07-06,Colombia,Panamá,1.305,5.3417,10.55
2024,2024-07-05,Venezuela,Canadá,2.7317,2.9133,2.9333
2024,2024-07-04,Argentina,Ecuador,1.4383,4.0667,9.4833
2024,2024-07-02,Brasil,Colombia,1.9867,3.2133,4.2167
2024,2024-07-02,Costa Rica,Paraguay,4.5933,3.4633,1.8317
2024,2024-07-01,Bolivia,Panamá,6.4833,3.9983,1.5483
2024,2024-07-01,EE. UU.,Uruguay,2.9983,3.1583,2.4983
2024,2024-06-30,México,Ecuador,2.8583,3.065,2.6483
2024,2024-06-30,Jamaica,Venezuela,4.4767,3.3,1.9
2024,2024-06-29,Argentina,Perú,1.5517,3.7683,7.1383
2024,2024-06-29,Canadá,Chile,3.005,3.2517,2.4283
2024,2024-06-28,Paraguay,Brasil,10.7,5.2083,1.3067
2024,2024-06-28,Colombia,Costa Rica,1.31,5.3917,10.2833
2024,2024-06-27,Uruguay,Bolivia,1.1617,7.4967,18.6667
2024,2024-06-27,Panamá,EE. UU.,9.0483,4.7683,1.3633
2024,2024-06-26,Venezuela,México,3.8983,3.16,2.0833
2024,2024-06-26,Ecuador,Jamaica,1.5083,3.9867,7.3933
2024,2024-06-25,Chile,Argentina,7.8133,4.1417,1.4667
2024,2024-06-25,Perú,Canadá,3.4917,3.2017,2.2267
2024,2024-06-24,Brasil,Costa Rica,1.08,11.5333,29.8333
2024,2024-06-24,Colombia,Paraguay,1.6417,3.5867,6.1767
2024,2024-06-23,Uruguay,Panamá,1.23,5.985,14.1667
2024,2024-06-23,EE. UU.,Bolivia,1.19,6.94,16.0
2024,2024-06-22,México,Jamaica,1.4617,4.4883,6.91
2024,2024-06-22,Ecuador,Venezuela,2.0467,2.9367,4.4567
2024,2024-06-21,Perú,Chile,4.2483,3.0967,2.0367
2024,2024-06-20,Argentina,Canadá,1.3133,5.435,9.65
2021,2021-07-10,Argentina,Brasil,3.9533,3.1167,2.11
2021,2021-07-09,Colombia,Perú,1.81,3.5983,4.5667
2021,2021-07-06,Argentina,Colombia,1.865,3.2417,4.8883
2021,2021-07-05,Brasil,Perú,1.2033,6.4633,15.2
2021,2021-07-03,Argentina,Ecuador,1.5483,3.79,7.375
2021,2021-07-03,Uruguay,Colombia,2.2767,3.0233,3.62
2021,2021-07-02,Brasil,Chile,1.295,5.1283,12.3
2021,2021-07-02,Perú,Paraguay,2.8433,2.7517,2.965
2021,2021-06-28,Bolivia,Argentina,22.8333,8.5583,1.1267
2021,2021-06-28,Uruguay,Paraguay,1.8529,3.1743,5.1357
2021,2021-06-27,Brasil,Ecuador,1.405,4.3883,8.8583
2021,2021-06-27,Venezuela,Perú,3.7133,2.905,2.27
2021,2021-06-24,Chile,Paraguay,2.4883,2.905,3.2567
2021,2021-06-24,Bolivia,Uruguay,16.1667,6.4833,1.195
2021,2021-06-23,Brasil,Colombia,1.4517,4.2483,8.225
2021,2021-06-23,Ecuador,Perú,2.3517,3.105,3.2983
2021,2021-06-21,Argentina,Paraguay,1.5267,3.7833,7.8
2021,2021-06-21,Uruguay,Chile,2.3167,2.9283,3.705
2021,2021-06-20,Colombia,Perú,1.7333,3.3483,5.7417
2021,2021-06-20,Venezuela,Ecuador,6.425,3.7683,1.5917
2021,2021-06-18,Argentina,Uruguay,1.93,3.3357,4.2186
2021,2021-06-18,Chile,Bolivia,1.32,5.3214,9.7571
2021,2021-06-17,Brasil,Perú,1.23,6.6057,13.3571
2021,2021-06-17,Colombia,Venezuela,1.3871,4.5243,9.4643
2021,2021-06-14,Paraguay,Bolivia,1.5386,3.9214,6.9986
2021,2021-06-14,Argentina,Chile,1.6514,3.6514,5.9971
2021,2021-06-13,Colombia,Ecuador,2.0371,3.2457,4.0886
2021,2021-06-13,Brasil,Venezuela,1.1014,9.8857,34.2857
2019,2019-07-07,Brasil,Perú,1.2833,5.8667,10.9667
2019,2019-07-06,Argentina,Chile,1.94,3.5683,3.995
2019,2019-07-03,Chile,Perú,1.7917,3.4733,5.0417
2019,2019-07-02,Brasil,Argentina,1.785,3.4817,5.0667
2019,2019-06-29,Uruguay,Perú,1.745,3.54,5.1583
2019,2019-06-28,Colombia,Chile,2.1183,3.5,3.5183
2019,2019-06-28,Venezuela,Argentina,7.6833,4.2733,1.4617
2019,2019-06-27,Brasil,Paraguay,1.1883,6.8,17.3333
2019,2019-06-24,Chile,Uruguay,3.344,3.374,2.196
2019,2019-06-24,Ecuador,Japón,1.85,4.184,3.706
2019,2019-06-23,Catar,Argentina,16.5,7.06,1.182
2019,2019-06-23,Colombia,Paraguay,2.358,3.3,3.116
2019,2019-06-22,Bolivia,Venezuela,5.5,4.118,1.604
2019,2019-06-21,Ecuador,Chile,4.542,3.762,1.78
2019,2019-06-20,Uruguay,Japón,1.244,6.17,12.8
2019,2019-06-19,Argentina,Paraguay,1.464,4.236,7.66
2019,2019-06-19,Colombia,Catar,1.33,4.95,10.2
2019,2019-06-18,Brasil,Venezuela,1.134,7.84,21.8
2019,2019-06-18,Bolivia,Perú,8.21,4.32,1.426
2019,2019-06-17,Japón,Chile,7.88,4.678,1.416
2019,2019-06-16,Uruguay,Ecuador,1.814,3.38,5.06
2019,2019-06-16,Paraguay,Catar,1.936,3.332,4.304
2019,2019-06-15,Argentina,Colombia,1.966,3.192,3.996
2019,2019-06-15,Venezuela,Perú,3.964,3.118,2.108
2019,2019-06-14,Brasil,Bolivia,1.044,13.9,54.0
2016,2016-06-26,Argentina,Chile,1.784,3.592,5.18
2016,2016-06-25,EE. UU.,Colombia,3.344,3.524,2.182
2016,2016-06-22,Colombia,Chile,3.09,3.216,2.472
2016,2016-06-21,EE. UU.,Argentina,8.51,4.586,1.42
2016,2016-06-18,México,Chile,2.576,3.006,3.08
2016,2016-06-18,Argentina,Venezuela,1.22,6.27,16.7
2016,2016-06-17,Perú,Colombia,6.36,3.738,1.622
2016,2016-06-16,EE. UU.,Ecuador,2.916,3.044,2.702
2016,2016-06-14,Argentina,Bolivia,1.188,7.14,17.2
2016,2016-06-14,Chile,Panamá,1.326,5.17,10.5
2016,2016-06-13,Uruguay,Jamaica,1.488,4.484,6.86
2016,2016-06-13,México,Venezuela,1.676,3.704,5.75
2016,2016-06-12,Brasil,Perú,1.402,4.78,8.36
2016,2016-06-12,Ecuador,Haití,1.1,10.5,28.8
2016,2016-06-11,Colombia,Costa Rica,1.638,3.85,5.77
2016,2016-06-11,EE. UU.,Paraguay,1.974,3.464,4.024
2016,2016-06-10,Argentina,Panamá,1.288,5.83,11.1
2016,2016-06-10,Chile,Bolivia,1.168,7.8,18.9
2016,2016-06-09,México,Jamaica,1.28,5.84,11.7
2016,2016-06-09,Uruguay,Venezuela,1.624,3.934,5.99
2016,2016-06-08,Ecuador,Perú,1.78,3.508,5.19
2016,2016-06-08,Brasil,Haití,1.102,10.15,30.4
2016,2016-06-07,Colombia,Paraguay,1.884,3.302,4.83
2016,2016-06-07,EE. UU.,Costa Rica,1.836,3.452,4.794
2016,2016-06-06,Argentina,Chile,2.224,3.108,3.712
2016,2016-06-06,Panamá,Bolivia,2.048,3.04,4.448
2016,2016-06-05,México,Uruguay,2.476,2.994,3.28
2016,2016-06-05,Jamaica,Venezuela,4.372,3.344,1.948
2016,2016-06-04,Brasil,Ecuador,1.938,3.464,4.232
2016,2016-06-04,Haití,Perú,6.63,3.752,1.592
2016,2016-06-04,Costa Rica,Paraguay,3.654,3.006,2.326
2016,2016-06-03,EE. UU.,Colombia,3.188,3.144,2.456
2015,2015-07-04,Chile,Argentina,3.42,3.31,2.284
2015,2015-07-03,Perú,Paraguay,2.61,3.44,2.712
2015,2015-06-29,Chile,Perú,1.438,4.446,8.28
2015,2015-06-27,Brasil,Paraguay,1.608,3.82,6.41
2015,2015-06-26,Argentina,Colombia,1.812,3.4,5.14
2015,2015-06-25,Bolivia,Perú,5.15,3.26,1.852
2015,2015-06-24,Chile,Uruguay,1.74,3.63,5.36
2015,2015-06-21,Brasil,Venezuela,1.564,3.79,7.05
2015,2015-06-21,Colombia,Perú,1.636,3.66,6.28
2015,2015-06-20,Argentina,Jamaica,1.126,8.74,24.6
2015,2015-06-20,Uruguay,Paraguay,2.31,2.94,3.68
2015,2015-06-19,Chile,Bolivia,1.278,5.59,12.6
2015,2015-06-19,México,Ecuador,2.45,3.66,2.744
2015,2015-06-18,Perú,Venezuela,2.742,3.21,2.692
2015,2015-06-17,Brasil,Colombia,2.014,3.4,3.9
2015,2015-06-16,Argentina,Uruguay,1.574,3.91,6.41
2015,2015-06-16,Paraguay,Jamaica,1.726,3.56,5.33
2015,2015-06-15,Chile,México,1.586,3.75,6.82
2015,2015-06-15,Ecuador,Bolivia,1.528,4.07,6.96
2015,2015-06-14,Brasil,Perú,1.358,4.77,9.4
2015,2015-06-13,Argentina,Paraguay,1.334,4.92,9.98
2015,2015-06-13,Uruguay,Jamaica,1.346,4.75,10.19
2015,2015-06-12,México,Bolivia,1.596,3.82,6.18
2015,2015-06-11,Chile,Ecuador,1.552,3.91,6.61
2011,2011-07-24,Uruguay,Paraguay,2.1225,3.0625,3.7875
2011,2011-07-23,Perú,Venezuela,2.975,3.2125,2.39
2011,2011-07-20,Paraguay,Venezuela,1.975,3.2,4.12
2011,2011-07-19,Perú,Uruguay,4.825,3.175,1.86
2011,2011-07-17,Chile,Venezuela,1.615,3.6125,5.975
2011,2011-07-17,Brasil,Paraguay,1.635,3.6,5.7875
2011,2011-07-16,Argentina,Uruguay,1.5775,3.725,6.175
2011,2011-07-16,Colombia,Perú,1.9025,3.2125,4.4125
2011,2011-07-13,Brasil,Ecuador,1.2625,5.2375,11.0
2011,2011-07-13,Paraguay,Venezuela,1.65,3.4125,5.5875
2011,2011-07-12,Uruguay,México,1.395,4.1825,8.5
2011,2011-07-12,Chile,Perú,1.5875,3.55,6.175
2011,2011-07-11,Argentina,Costa Rica,1.135,6.8875,16.25
2011,2011-07-10,Colombia,Bolivia,1.5975,3.5,5.825
2011,2011-07-09,Venezuela,Ecuador,3.075,3.225,2.245
2011,2011-07-09,Brasil,Paraguay,1.5675,3.5375,6.375
2011,2011-07-08,Perú,México,2.3825,3.175,2.9075
2011,2011-07-08,Uruguay,Chile,2.65,3.1875,2.5875
2011,2011-07-07,Bolivia,Costa Rica,2.0275,3.25,3.6625
2011,2011-07-06,Argentina,Colombia,1.3975,4.175,8.5
2011,2011-07-04,Chile,México,1.5875,3.6,5.5625
2011,2011-07-04,Uruguay,Perú,1.4675,3.875,7.625
2011,2011-07-03,Paraguay,Ecuador,1.985,3.225,3.9075
2011,2011-07-03,Brasil,Venezuela,1.1425,6.925,18.0
2011,2011-07-02,Colombia,Costa Rica,1.3475,4.4975,9.5
2011,2011-07-01,Argentina,Bolivia,1.0775,9.5,27.5
2025,2025-07-06,EE. UU.,México,3.228,2.806,2.496
2025,2025-07-02,México,Honduras,1.376,4.456,8.056
2025,2025-07-02,EE. UU.,Guatemala,1.238,5.726,11.02
2025,2025-06-29,EE. UU.,Costa Rica,1.5675,3.6375,6.34
2025,2025-06-29,Canadá,Guatemala,1.2125,5.885,12.775
2025,2025-06-28,México,Arabia Saudí,1.515,3.87,6.4575
2025,2025-06-28,Panamá,Honduras,1.885,3.38,4.1325
2025,2025-06-24,Canadá,El Salvador,1.2075,5.9125,13.45
2025,2025-06-24,Honduras,Curazao,2.2,3.1025,3.3875
2025,2025-06-24,Guadalupe,Guatemala,4.1525,3.79,1.7475
2025,2025-06-24,Panamá,Jamaica,2.3225,3.0525,3.1975
2025,2025-06-22,México,Costa Rica,1.6675,3.595,5.13
2025,2025-06-22,República Dominicana,Surinam,2.6275,3.5775,2.4325
2025,2025-06-22,Arabia Saudí,Trinidad y Tobago,1.2025,6.5475,11.975
2025,2025-06-22,EE. UU.,Haití,1.4675,4.5075,5.76
2025,2025-06-21,Honduras,El Salvador,1.655,3.4075,5.705
2025,2025-06-21,Curazao,Canadá,12.375,6.2575,1.2075
2025,2025-06-20,Guatemala,Panamá,5.2825,3.9425,1.5825
2025,2025-06-20,Jamaica,Guadalupe,1.51,4.09,5.835
2025,2025-06-19,Arabia Saudí,EE. UU.,5.58,3.9825,1.5625
2025,2025-06-19,Trinidad y Tobago,Haití,9.175,6.335,1.25
2025,2025-06-18,Surinam,México,14.275,6.89,1.1725
2025,2025-06-18,Costa Rica,República Dominicana,1.42,4.7125,6.3525
2025,2025-06-17,Canadá,Honduras,1.384,4.67,7.252
2025,2025-06-17,Curazao,El Salvador,1.978,3.364,3.654
2025,2025-06-16,Jamaica,Guatemala,1.51,3.978,6.144
2025,2025-06-16,Panamá,Guadalupe,1.626,3.892,4.956
2025,2025-06-15,Costa Rica,Surinam,1.488,3.928,6.922
2025,2025-06-15,Haití,Arabia Saudí,4.0325,3.64,1.7975
2025,2025-06-15,EE. UU.,Trinidad y Tobago,1.062,11.38,24.8
2025,2025-06-14,México,República Dominicana,1.142,7.264,16.74
2023,2023-07-16,México,Panamá,1.608,3.542,5.946
2023,2023-07-12,Jamaica,México,4.042,3.086,1.994
2023,2023-07-12,EE. UU.,Panamá,1.722,3.5,4.758
2023,2023-07-09,EE. UU.,Canadá,1.6,3.76,5.54
2023,2023-07-09,Guatemala,Jamaica,4.85,3.34,1.774
2023,2023-07-08,México,Costa Rica,1.308,4.804,10.04
2023,2023-07-08,Panamá,Catar,1.682,3.472,5.134
2023,2023-07-04,Costa Rica,Martinica,1.628,3.83,4.966
2023,2023-07-04,Panamá,El Salvador,1.904,3.36,3.88
2023,2023-07-04,Canadá,Cuba,1.056,11.44,27.6
2023,2023-07-04,Guadalupe,Guatemala,3.806,3.298,1.98
2023,2023-07-02,México,Catar,1.328,4.882,8.384
2023,2023-07-02,Honduras,Haití,3.086,3.268,2.254
2023,2023-07-02,Jamaica,Saint Kitts y Nevis,1.014,17.7,50.8
2023,2023-07-02,EE. UU.,Trinidad y Tobago,1.086,9.19,21.2
2023,2023-07-01,Guatemala,Canadá,5.766,3.88,1.546
2023,2023-07-01,Cuba,Guadalupe,4.162,3.18,1.918
2023,2023-06-30,El Salvador,Costa Rica,3.496,3.032,2.168
2023,2023-06-30,Martinica,Panamá,10.14,5.736,1.244
2023,2023-06-29,Haití,México,9.284,5.528,1.268
2023,2023-06-29,Catar,Honduras,2.75,3.01,2.628
2019,2019-07-07,México,EE. UU.,2.386,3.046,3.13
2019,2019-07-03,Jamaica,EE. UU.,5.94,3.584,1.602
2019,2019-07-02,Haití,México,9.76,5.09,1.296
2019,2019-06-30,EE. UU.,Curazao,1.13,7.58,20.6
2019,2019-06-30,Jamaica,Panamá,3.036,2.812,2.608
2019,2019-06-29,México,Costa Rica,1.506,3.904,6.96
2019,2019-06-29,Haití,Canadá,5.31,3.624,1.648
2019,2019-06-26,Panamá,EE. UU.,5.95,3.936,1.526
2019,2019-06-26,Trinidad y Tobago,Guyana,1.748,3.774,4.21
2019,2019-06-25,Honduras,El Salvador,2.35,3.058,3.064
2019,2019-06-25,Jamaica,Curazao,1.91,3.22,4.21
2019,2019-06-24,Haití,Costa Rica,6.01,3.598,1.574
2019,2019-06-24,Bermudas,Nicaragua,2.1,3.338,3.272
2017,2017-07-26,EE. UU.,Jamaica,1.516,3.802,7.76
2017,2017-07-23,México,Jamaica,1.568,3.704,6.75
2017,2017-07-22,Costa Rica,EE. UU.,5.28,3.308,1.762
2017,2017-07-20,México,Honduras,1.67,3.478,6.04
2017,2017-07-20,Jamaica,Canadá,3.3,2.88,2.472
2017,2017-07-19,EE. UU.,El Salvador,1.348,5.04,9.11
2017,2017-07-19,Costa Rica,Panamá,2.798,2.898,2.852
2017,2017-07-16,Curazao,México,21.8,9.6,1.098
2017,2017-07-16,Jamaica,El Salvador,2.488,2.852,3.186
2017,2017-07-15,Nicaragua,EE. UU.,20.2,8.25,1.118
2017,2017-07-15,Panamá,Martinica,1.856,2.752,5.9
2017,2017-07-14,Canadá,Honduras,3.642,2.432,2.634
2017,2017-07-14,Costa Rica,Guayana Francesa,1.19,6.5,13.6
2017,2017-07-11,Costa Rica,Canadá,1.704,3.452,5.33
2017,2017-07-09,México,El Salvador,1.256,5.8,10.65
2017,2017-07-08,EE. UU.,Panamá,1.7,3.53,5.14
2017,2017-07-07,Honduras,Costa Rica,3.328,2.922,2.36
2017,2017-07-07,Guayana Francesa,Canadá,5.99,3.786,1.576
2015,2015-07-26,Jamaica,México,4.6,3.3,1.818
2015,2015-07-25,EE. UU.,Panamá,1.67,3.84,4.81
2015,2015-07-22,Panamá,México,5.45,3.49,1.692
2015,2015-07-22,EE. UU.,Jamaica,1.42,4.08,8.06
2015,2015-07-19,México,Costa Rica,1.77,3.31,4.86
2015,2015-07-19,Trinidad y Tobago,Panamá,3.494,3.046,2.194
2015,2015-07-18,Haití,Jamaica,3.5,2.99,2.206
2015,2015-07-18,EE. UU.,Cuba,1.06,12.1,26.8
2015,2015-07-15,México,Trinidad y Tobago,1.362,4.62,8.72
2015,2015-07-15,Cuba,Guatemala,6.51,3.81,1.538
2015,2015-07-14,Canadá,Costa Rica,3.79,3.06,2.114
2015,2015-07-14,Jamaica,El Salvador,2.168,3.016,3.7
2015,2015-07-13,Panamá,EE. UU.,4.37,3.32,1.872
2015,2015-07-13,Haití,Honduras,4.59,3.51,1.772
2015,2015-07-12,Guatemala,México,21.0,9.5,1.1
2015,2015-07-12,Trinidad y Tobago,Cuba,1.328,4.956,9.5
2015,2015-07-11,Costa Rica,El Salvador,1.582,3.66,6.31
2015,2015-07-11,Jamaica,Canadá,2.394,2.958,3.24
2015,2015-07-10,EE. UU.,Haití,1.122,8.39,19.2
2015,2015-07-10,Honduras,Panamá,2.416,3.006,3.13
2015,2015-07-09,México,Cuba,1.04,15.2,33.0
2015,2015-07-09,Trinidad y Tobago,Guatemala,2.584,2.974,2.916
2015,2015-07-08,El Salvador,Canadá,3.9,3.076,2.07
2015,2015-07-08,Costa Rica,Jamaica,1.94,3.094,4.12
2015,2015-07-07,EE. UU.,Honduras,1.308,4.91,9.9
2015,2015-07-07,Panamá,Haití,1.874,3.14,4.79
2008,2008-06-17,Países Bajos,Rumanía,3.075,3.7625,2.0975
2008,2008-06-16,Austria,Alemania,8.875,4.4575,1.37
2008,2008-06-16,Polonia,Croacia,2.4,3.4375,2.78
2008,2008-06-15,Suiza,Portugal,3.2125,3.275,2.2125
2008,2008-06-14,Grecia,Rusia,3.2125,3.325,2.2
2008,2008-06-14,Suecia,España,5.95,3.6125,1.6
2008,2008-06-12,Croacia,Alemania,5.9375,3.3,1.6775
2008,2008-06-09,Países Bajos,Italia,3.1625,2.9575,2.425
2008,2008-06-08,Austria,Croacia,4.315,3.2625,1.8825
2019,2019-06-22,Perú,Brasil,10.9,5.19,1.304
2015,2015-06-14,Colombia,Venezuela,1.444,4.3,7.98
2023,2023-06-28,Jamaica,Trinidad y Tobago,1.48,3.862,6.808
2023,2023-06-27,Guatemala,Cuba,1.528,3.756,6.382
2023,2023-06-27,Canadá,Guadalupe,1.206,5.952,12.58
2023,2023-06-26,Costa Rica,Panamá,3.55,2.872,2.244
2023,2023-06-26,El Salvador,Martinica,1.706,3.392,5.166
2023,2023-06-25,México,Honduras,1.286,4.934,10.3
2023,2023-06-25,Haití,Catar,2.966,3.052,2.42
2023,2023-06-25,Trinidad y Tobago,Saint Kitts y Nevis,1.494,3.894,6.67
2023,2023-06-24,EE. UU.,Jamaica,1.628,3.71,5.278
2017,2017-07-13,México,Jamaica,1.404,4.488,7.63
2017,2017-07-13,El Salvador,Curazao,2.188,3.076,3.524
2017,2017-07-12,EE. UU.,Martinica,1.198,6.43,12.9
2017,2017-07-12,Panamá,Nicaragua,1.26,5.46,11.66
2017,2017-07-11,Honduras,Guayana Francesa,1.266,5.64,10.51
2008,2008-06-13,Países Bajos,Francia,2.635,3.075,2.7625
2017,2017-07-09,Curazao,Jamaica,3.592,3.098,2.16
2017,2017-07-08,Martinica,Nicaragua,2.106,3.012,3.87
2019,2019-06-23,Martinica,México,36.0,15.25,1.03
2019,2019-06-23,Canadá,Cuba,1.0125,19.0,50.25
2019,2019-06-22,EE. UU.,Trinidad y Tobago,1.188,6.55,13.4
2019,2019-06-22,Guyana,Panamá,38.4,11.09,1.048
2019,2019-06-21,Honduras,Curazao,1.41,4.4,7.22
2019,2019-06-21,El Salvador,Jamaica,3.148,2.612,2.66
2019,2019-06-20,Costa Rica,Bermudas,1.035,14.125,33.0
2019,2019-06-20,Nicaragua,Haití,5.7,3.83,1.544
2019,2019-06-19,México,Canadá,1.36,4.608,7.96
2019,2019-06-19,Cuba,Martinica,7.79,5.06,1.322
2019,2019-06-18,EE. UU.,Guyana,1.0125,21.75,66.5
2019,2019-06-18,Panamá,Trinidad y Tobago,1.764,3.25,5.078
2019,2019-06-17,Jamaica,Honduras,2.094,3.046,3.668
2019,2019-06-17,Curazao,El Salvador,2.82,3.038,2.52
2019,2019-06-16,Costa Rica,Nicaragua,1.134,7.0,17.6
2019,2019-06-16,Haití,Bermudas,1.188,5.79,14.5
2019,2019-06-15,México,Cuba,1.01,22.25,83.0
2019,2019-06-15,Canadá,Martinica,1.354,4.35,9.25
2023,2023-06-28,Saint Kitts y Nevis,EE. UU.,35.25,18.275,1.02
2021,2021-08-01,EE. UU.,México,3.566,3.056,2.148
2021,2021-07-29,México,Canadá,1.59,3.606,5.994
2021,2021-07-29,Catar,EE. UU.,3.85,3.292,1.964
2021,2021-07-25,EE. UU.,Jamaica,1.376,4.548,8.114
2021,2021-07-25,Costa Rica,Canadá,3.342,3.002,2.26
2021,2021-07-24,México,Honduras,1.376,4.294,8.89
2021,2021-07-24,Catar,El Salvador,1.802,3.264,4.742
2021,2021-07-20,Honduras,Catar,3.168,2.81,2.466
2021,2021-07-20,Panamá,Granada,1.042,12.8,30.6
2021,2021-07-20,Costa Rica,Jamaica,2.48,3.038,2.938
2021,2021-07-20,Surinam,Guadalupe,1.562,3.976,5.494
2021,2021-07-18,México,El Salvador,1.174,6.628,15.86
2021,2021-07-18,Guatemala,Trinidad y Tobago,3.824,3.336,1.952
2021,2021-07-18,EE. UU.,Canadá,1.732,3.644,4.5
2021,2021-07-18,Martinica,Haití,6.898,4.664,1.4
2021,2021-07-17,Panamá,Honduras,3.724,3.138,2.072
2021,2021-07-17,Granada,Catar,26.78,9.696,1.068
