match_date,prediction_timestamp,home_team,away_team,home_odds,draw_odds,away_odds,ou_line,over_odds,under_odds,calculated_implied_xg,pred_home,pred_away,prediction,expected_pts,second_best_prediction,second_best_expected_pts,decision_margin,lambda_home,lambda_away,lambda_total,home_win,draw,away_win
2026-06-19,2026-06-20 00:16:09,Brazil,Haiti,1.1057,10.4429,23.8571,3.75,2.0067,1.8367,3.8104,3,0,3-0,1.26,4-0,1.214,0.046,3.4784,0.3946,3.873,0.8976,0.0769,0.0255
2026-06-19,2026-06-19 21:50:02,Scotland,Morocco,5.916,3.647,1.656,2.25,1.9933,1.8467,2.3516,0,2,0-2,0.9212,0-1,0.8896,0.0315,0.7185,1.5395,2.258,0.1596,0.2645,0.5759
2026-06-19,2026-06-19 03:19:31,Turkey,Paraguay,2.06,3.3929,3.7357,2.25,1.85,1.9967,2.4848,2,1,2-1,0.7012,2-0,0.6858,0.0154,1.2943,1.1937,2.488,0.4327,0.2829,0.2844
2026-06-19,2026-06-20 02:46:19,Turkey,Paraguay,2.0186,3.3586,3.8614,2.25,1.8567,1.9867,2.4772,2,1,2-1,0.709,2-0,0.6938,0.0152,1.2893,1.1891,2.4783,0.4375,0.2841,0.2783
2026-06-19,2026-06-19 03:14:59,United States,Australia,1.5914,4.21,5.4129,2.5,1.9314,1.85,2.6306,2,1,2-1,0.8213,2-0,0.792,0.0293,1.2666,1.3367,2.6033,0.5021,0.2455,0.2524
2026-06-19,2026-06-19 18:36:57,United States,Australia,1.6371,4.1314,5.1,2.5,1.8886,1.8957,2.6779,2,1,2-1,0.8052,2-0,0.775,0.0302,1.2875,1.3587,2.6462,0.4926,0.2474,0.26
2026-06-20,2026-06-20 22:08:26,Ecuador,Curaçao,1.1657,7.7071,17.2143,3.0,1.94,1.86,3.122,2,0,2-0,1.2131,3-0,1.1716,0.0416,2.5376,0.5331,3.0707,0.8235,0.1272,0.0493
2026-06-20,2026-06-20 23:34:25,Ecuador,Curaçao,1.1529,8.1214,18.1429,3.0,1.8933,1.9033,3.1641,2,0,2-0,1.2176,3-0,1.1811,0.0366,2.5693,0.5398,3.109,0.8302,0.1224,0.0474
2026-06-20,2026-06-20 06:21:53,Germany,Ivory Coast,1.5229,4.5371,5.7086,3.0,1.8967,1.9033,3.1625,2,1,2-1,0.9298,2-0,0.9279,0.0019,2.137,1.0193,3.1563,0.6301,0.208,0.1619
2026-06-20,2026-06-20 16:31:36,Germany,Ivory Coast,1.4975,4.63,6.17,3.0,1.955,1.8723,3.121,2,1,2-1,0.9433,2-0,0.9425,0.0007,2.1114,1.0071,3.1186,0.6374,0.2073,0.1553
2026-06-20,2026-06-20 19:20:16,Germany,Ivory Coast,1.46,4.798,6.676,3.0,1.8833,1.9167,3.1751,2,1,2-1,0.9573,2-0,0.955,0.0023,2.1448,1.023,3.1678,0.6494,0.2022,0.1484
2026-06-20,2026-06-20 19:23:01,Germany,Ivory Coast,1.4448,4.942,7.156,3.0,1.8833,1.9167,3.1751,2,1,2-1,0.9669,2-0,0.9646,0.0024,2.1448,1.023,3.1678,0.6559,0.2002,0.1439
2026-06-20,2026-06-20 19:23:43,Germany,Ivory Coast,1.4448,4.942,7.156,3.0,1.9125,1.9148,3.1605,2,1,2-1,0.9675,2-0,0.9655,0.0019,2.1357,1.0187,3.1545,0.6556,0.2005,0.1439
2026-06-20,2026-06-20 19:46:54,Germany,Ivory Coast,1.454,4.95,7.35,3.0,2.04,1.869,3.082,2,0,2-0,0.9699,2-1,0.9695,0.0005,2.0874,0.9957,3.0831,0.6533,0.2033,0.1434
