G,2026-06-11T19:00:00+00:00,MEX,RSA
G,2026-06-12T02:00:00+00:00,KOR,CZE
G,2026-06-12T19:00:00+00:00,CAN,BIH
G,2026-06-13T01:00:00+00:00,USA,PAR
G,2026-06-13T19:00:00+00:00,QAT,SUI
G,2026-06-13T22:00:00+00:00,BRA,MAR
G,2026-06-14T01:00:00+00:00,HAI,SCO
G,2026-06-14T04:00:00+00:00,AUS,TUR
G,2026-06-14T17:00:00+00:00,GER,CUW
G,2026-06-14T20:00:00+00:00,NED,JPN
G,2026-06-14T23:00:00+00:00,CIV,ECU
G,2026-06-15T02:00:00+00:00,SWE,TUN
G,2026-06-15T16:00:00+00:00,ESP,CPV
G,2026-06-15T19:00:00+00:00,BEL,EGY
G,2026-06-15T22:00:00+00:00,KSA,URU
G,2026-06-16T01:00:00+00:00,IRN,NZL
G,2026-06-16T19:00:00+00:00,FRA,SEN
G,2026-06-16T22:00:00+00:00,IRQ,NOR
G,2026-06-17T01:00:00+00:00,ARG,ALG
G,2026-06-17T04:00:00+00:00,AUT,JOR
G,2026-06-17T17:00:00+00:00,POR,COD
G,2026-06-17T20:00:00+00:00,ENG,CRO
G,2026-06-17T23:00:00+00:00,GHA,PAN
G,2026-06-18T02:00:00+00:00,UZB,COL
G,2026-06-18T16:00:00+00:00,CZE,RSA
G,2026-06-18T19:00:00+00:00,SUI,BIH
G,2026-06-18T22:00:00+00:00,CAN,QAT
G,2026-06-19T01:00:00+00:00,MEX,KOR
G,2026-06-19T19:00:00+00:00,USA,AUS
G,2026-06-19T22:00:00+00:00,SCO,MAR
G,2026-06-20T01:00:00+00:00,BRA,HAI
G,2026-06-20T04:00:00+00:00,TUR,PAR
G,2026-06-20T17:00:00+00:00,NED,SWE
G,2026-06-20T20:00:00+00:00,GER,CIV
G,2026-06-21T00:00:00+00:00,ECU,CUW
G,2026-06-21T04:00:00+00:00,TUN,JPN
G,2026-06-21T16:00:00+00:00,ESP,KSA
G,2026-06-21T19:00:00+00:00,BEL,IRN
G,2026-06-21T22:00:00+00:00,URU,CPV
G,2026-06-22T01:00:00+00:00,NZL,EGY
G,2026-06-22T17:00:00+00:00,ARG,AUT
G,2026-06-22T21:00:00+00:00,FRA,IRQ
G,2026-06-23T00:00:00+00:00,NOR,SEN
G,2026-06-23T03:00:00+00:00,JOR,ALG
G,2026-06-23T17:00:00+00:00,POR,UZB
G,2026-06-23T20:00:00+00:00,ENG,GHA
G,2026-06-23T23:00:00+00:00,PAN,CRO
G,2026-06-24T02:00:00+00:00,COL,COD
G,2026-06-24T19:00:00+00:00,SUI,CAN
G,2026-06-24T19:00:00+00:00,BIH,QAT
G,2026-06-24T22:00:00+00:00,SCO,BRA
G,2026-06-24T22:00:00+00:00,MAR,HAI
G,2026-06-25T01:00:00+00:00,CZE,MEX
G,2026-06-25T01:00:00+00:00,RSA,KOR
G,2026-06-25T20:00:00+00:00,CUW,CIV
G,2026-06-25T20:00:00+00:00,ECU,GER
G,2026-06-25T23:00:00+00:00,JPN,SWE
G,2026-06-25T23:00:00+00:00,TUN,NED
G,2026-06-26T02:00:00+00:00,TUR,USA
G,2026-06-26T02:00:00+00:00,PAR,AUS
G,2026-06-26T19:00:00+00:00,NOR,FRA
G,2026-06-26T19:00:00+00:00,SEN,IRQ
G,2026-06-27T00:00:00+00:00,CPV,KSA
G,2026-06-27T00:00:00+00:00,URU,ESP
G,2026-06-27T03:00:00+00:00,EGY,IRN
G,2026-06-27T03:00:00+00:00,NZL,BEL
G,2026-06-27T21:00:00+00:00,PAN,ENG
G,2026-06-27T21:00:00+00:00,CRO,GHA
G,2026-06-27T23:30:00+00:00,COL,POR
G,2026-06-27T23:30:00+00:00,COD,UZB
G,2026-06-28T02:00:00+00:00,ALG,AUT
G,2026-06-28T02:00:00+00:00,JOR,ARG
