G,2018-06-14T18:00:00+03:00,RUS,KSA
G,2018-06-15T17:00:00+05:00,EGY,URU
G,2018-06-15T18:00:00+03:00,MAR,IRN
G,2018-06-15T21:00:00+03:00,POR,ESP
G,2018-06-16T13:00:00+03:00,FRA,AUS
G,2018-06-16T16:00:00+03:00,ARG,ISL
G,2018-06-16T19:00:00+03:00,PER,DEN
G,2018-06-16T21:00:00+02:00,CRO,NGA
G,2018-06-17T16:00:00+04:00,CRC,SRB
G,2018-06-17T18:00:00+03:00,GER,MEX
G,2018-06-17T21:00:00+03:00,BRA,SUI
G,2018-06-18T15:00:00+03:00,SWE,KOR
G,2018-06-18T18:00:00+03:00,BEL,PAN
G,2018-06-18T21:00:00+03:00,TUN,ENG
G,2018-06-19T15:00:00+03:00,COL,JPN
G,2018-06-19T18:00:00+03:00,POL,SEN
G,2018-06-19T21:00:00+03:00,RUS,EGY
G,2018-06-20T15:00:00+03:00,POR,MAR
G,2018-06-20T18:00:00+03:00,URU,KSA
G,2018-06-20T21:00:00+03:00,IRN,ESP
G,2018-06-21T16:00:00+04:00,DEN,AUS
G,2018-06-21T20:00:00+05:00,FRA,PER
G,2018-06-21T21:00:00+03:00,ARG,CRO
G,2018-06-22T15:00:00+03:00,BRA,CRC
G,2018-06-22T18:00:00+03:00,NGA,ISL
G,2018-06-22T20:00:00+02:00,SRB,SUI
G,2018-06-23T15:00:00+03:00,BEL,TUN
G,2018-06-23T18:00:00+03:00,KOR,MEX
G,2018-06-23T21:00:00+03:00,GER,SWE
G,2018-06-24T15:00:00+03:00,ENG,PAN
G,2018-06-24T20:00:00+05:00,JPN,SEN
G,2018-06-24T21:00:00+03:00,POL,COL
G,2018-06-25T18:00:00+04:00,URU,RUS
G,2018-06-25T17:00:00+03:00,KSA,EGY
G,2018-06-25T20:00:00+02:00,ESP,MAR
G,2018-06-25T21:00:00+03:00,IRN,POR
G,2018-06-26T17:00:00+03:00,AUS,PER
G,2018-06-26T17:00:00+03:00,DEN,FRA
G,2018-06-26T21:00:00+03:00,ISL,CRO
G,2018-06-26T21:00:00+03:00,NGA,ARG
G,2018-06-27T17:00:00+03:00,KOR,GER
G,2018-06-27T19:00:00+05:00,MEX,SWE
G,2018-06-27T21:00:00+03:00,SRB,BRA
G,2018-06-27T21:00:00+03:00,SUI,CRC
G,2018-06-28T17:00:00+03:00,JPN,POL
G,2018-06-28T18:00:00+04:00,SEN,COL
G,2018-06-28T20:00:00+02:00,ENG,BEL
G,2018-06-28T21:00:00+03:00,PAN,TUN
8,2018-06-30T17:00:00+03:00,FRA,ARG
8,2018-06-30T21:00:00+03:00,URU,POR
8,2018-07-01T17:00:00+03:00,ESP,RUS
8,2018-07-01T21:00:00+03:00,CRO,DEN
8,2018-07-02T18:00:00+03:00,BRA,MEX
8,2018-07-02T21:00:00+03:00,BEL,JPN
8,2018-07-03T17:00:00+03:00,SWE,SUI
8,2018-07-03T21:00:00+03:00,COL,ENG
4,2018-07-06T17:00:00+03:00,URU,FRA
4,2018-07-06T21:00:00+03:00,BRA,BEL
4,2018-07-07T18:00:00+03:00,SWE,ENG
4,2018-07-07T21:00:00+03:00,RUS,CRO
2,2018-07-10T21:00:00+03:00,FRA,BEL
2,2018-07-11T21:00:00+03:00,CRO,ENG
1,2018-07-14T17:00:00+03:00,BEL,ENG
0,2018-07-15T18:00:00+03:00,FRA,CRO
