G,FRA,SEN,0,1
G,IRL,CMR,1,1
G,URU,DEN,1,2
G,GER,KSA,8,0
G,ENG,SWE,1,1
G,PAR,RSA,2,2
G,ARG,NGA,1,0
G,ESP,SVN,3,1
G,CRO,MEX,0,1
G,BRA,TUR,2,1
G,ITA,ECU,2,0
G,CHN,CRC,0,2
G,JPN,BEL,2,2
G,KOR,POL,2,0
G,RUS,TUN,2,0
G,USA,POR,3,2
G,GER,IRL,1,1
G,FRA,URU,0,0
G,CMR,KSA,1,0
G,DEN,SEN,1,1
G,SWE,NGA,2,1
G,ESP,PAR,3,1
G,ARG,ENG,0,1
G,RSA,SVN,1,0
G,ITA,CRO,1,2
G,BRA,CHN,4,0
G,MEX,ECU,2,1
G,CRC,TUR,1,1
G,JPN,RUS,1,0
G,KOR,USA,1,1
G,TUN,BEL,1,1
G,POR,POL,4,0
G,FRA,DEN,0,2
G,SEN,URU,3,3
G,CMR,GER,0,2
G,KSA,IRL,0,3
G,ARG,SWE,1,1
G,ENG,NGA,0,0
G,RSA,ESP,2,3
G,PAR,SVN,3,1
G,CRC,BRA,2,5
G,CHN,TUR,0,3
G,MEX,ITA,1,1
G,ECU,CRO,1,0
G,TUN,JPN,0,2
G,BEL,RUS,3,2
G,POR,KOR,0,1
G,POL,USA,3,1
8,GER,PAR,1,0
8,DEN,ENG,0,3
8,SWE,SEN,1,2
8,ESP,IRL,1,1
8,MEX,USA,0,2
8,BRA,BEL,2,0
8,JPN,TUR,0,1
8,KOR,ITA,2,1
4,ENG,BRA,1,2
4,GER,USA,1,0
4,ESP,KOR,0,0
4,SEN,TUR,0,1
2,GER,KOR,1,0
2,BRA,TUR,1,0
1,KOR,TUR,2,3
0,GER,BRA,0,2
