G,2006-06-09T18:00:00+01:00,GER,CRC
G,2006-06-09T21:00:00+01:00,POL,ECU
G,2006-06-10T15:00:00+01:00,ENG,PAR
G,2006-06-10T18:00:00+01:00,TRI,SWE
G,2006-06-10T21:00:00+01:00,ARG,CIV
G,2006-06-11T15:00:00+01:00,SRB,NED
G,2006-06-11T18:00:00+01:00,MEX,IRN
G,2006-06-11T21:00:00+01:00,ANG,POR
G,2006-06-12T21:00:00+01:00,ITA,GHA
G,2006-06-12T18:00:00+01:00,USA,CZE
G,2006-06-13T21:00:00+01:00,BRA,CRO
G,2006-06-12T15:00:00+01:00,AUS,JPN
G,2006-06-13T18:00:00+01:00,FRA,SUI
G,2006-06-13T15:00:00+01:00,KOR,TOG
G,2006-06-14T15:00:00+01:00,ESP,UKR
G,2006-06-14T18:00:00+01:00,TUN,KSA
G,2006-06-14T21:00:00+01:00,GER,POL
G,2006-06-15T15:00:00+01:00,ECU,CRC
G,2006-06-15T18:00:00+01:00,ENG,TRI
G,2006-06-15T21:00:00+01:00,SWE,PAR
G,2006-06-16T15:00:00+01:00,ARG,SRB
G,2006-06-16T18:00:00+01:00,NED,CIV
G,2006-06-16T21:00:00+01:00,MEX,ANG
G,2006-06-17T15:00:00+01:00,POR,IRN
G,2006-06-17T21:00:00+01:00,ITA,USA
G,2006-06-17T18:00:00+01:00,CZE,GHA
G,2006-06-18T18:00:00+01:00,BRA,AUS
G,2006-06-18T15:00:00+01:00,JPN,CRO
G,2006-06-18T21:00:00+01:00,FRA,KOR
G,2006-06-19T15:00:00+01:00,TOG,SUI
G,2006-06-19T21:00:00+01:00,ESP,TUN
G,2006-06-19T18:00:00+01:00,KSA,UKR
G,2006-06-20T16:00:00+01:00,ECU,GER
G,2006-06-20T16:00:00+01:00,CRC,POL
G,2006-06-20T21:00:00+01:00,SWE,ENG
G,2006-06-20T21:00:00+01:00,PAR,TRI
G,2006-06-21T21:00:00+01:00,NED,ARG
G,2006-06-21T21:00:00+01:00,CIV,SRB
G,2006-06-21T16:00:00+01:00,POR,MEX
G,2006-06-21T16:00:00+01:00,IRN,ANG
G,2006-06-22T16:00:00+01:00,CZE,ITA
G,2006-06-22T16:00:00+01:00,GHA,USA
G,2006-06-22T21:00:00+01:00,JPN,BRA
G,2006-06-22T21:00:00+01:00,CRO,AUS
G,2006-06-23T21:00:00+01:00,TOG,FRA
G,2006-06-23T21:00:00+01:00,SUI,KOR
G,2006-06-23T16:00:00+01:00,KSA,ESP
G,2006-06-23T16:00:00+01:00,UKR,TUN
8,2006-06-24T17:00:00+01:00,GER,SWE
8,2006-06-24T21:00:00+01:00,ARG,MEX
8,2006-06-25T17:00:00+01:00,ENG,ECU
8,2006-06-25T21:00:00+01:00,POR,NED
8,2006-06-26T17:00:00+01:00,ITA,AUS
8,2006-06-26T21:00:00+01:00,SUI,UKR
8,2006-06-27T17:00:00+01:00,BRA,GHA
8,2006-06-27T21:00:00+01:00,ESP,FRA
4,2006-06-30T17:00:00+01:00,GER,ARG
4,2006-06-30T21:00:00+01:00,ITA,UKR
4,2006-07-01T17:00:00+01:00,ENG,POR
4,2006-07-01T21:00:00+01:00,BRA,FRA
2,2006-07-04T21:00:00+01:00,GER,ITA
2,2006-07-05T21:00:00+01:00,POR,FRA
1,2006-07-08T21:00:00+01:00,GER,POR
0,2006-07-09T20:00:00+01:00,ITA,FRA
