G,RSA,MEX,1,1
G,URU,FRA,0,0
G,KOR,GRE,2,0
G,ARG,NGA,1,0
G,ENG,USA,1,1
G,ALG,SVN,0,1
G,SRB,GHA,0,1
G,GER,AUS,4,0
G,NED,DEN,2,0
G,JPN,CMR,1,0
G,ITA,PAR,1,1
G,NZL,SVK,1,1
G,CIV,POR,0,0
G,BRA,PRK,2,1
G,HON,CHI,0,1
G,ESP,SUI,0,1
G,RSA,URU,0,3
G,FRA,MEX,0,2
G,ARG,KOR,4,1
G,GRE,NGA,2,1
G,SVN,USA,2,2
G,ENG,ALG,0,0
G,GER,SRB,0,1
G,GHA,AUS,1,1
G,NED,JPN,1,0
G,CMR,DEN,1,2
G,SVK,PAR,0,2
G,ITA,NZL,1,1
G,BRA,CIV,3,1
G,POR,PRK,7,0
G,CHI,SUI,1,0
G,ESP,HON,2,0
G,MEX,URU,0,1
G,FRA,RSA,1,2
G,NGA,KOR,2,2
G,GRE,ARG,0,2
G,SVN,ENG,0,1
G,USA,ALG,1,0
G,GHA,GER,0,1
G,AUS,SRB,2,1
G,DEN,JPN,1,3
G,CMR,NED,1,2
G,SVK,ITA,3,2
G,PAR,NZL,0,0
G,POR,BRA,0,0
G,PRK,CIV,0,3
G,CHI,ESP,1,2
G,SUI,HON,0,0
8,URU,KOR,2,1
8,USA,GHA,1,2
8,GER,ENG,4,1
8,ARG,MEX,3,1
8,NED,SVK,2,1
8,PAR,JPN,0,0
8,BRA,CHI,3,0
8,ESP,POR,1,0
4,URU,GHA,1,1
4,ARG,GER,0,4
4,NED,BRA,2,1
4,PAR,ESP,0,1
2,URU,NED,2,3
2,GER,ESP,0,1
1,URU,GER,2,3
0,NED,ESP,0,1
