RUS,A
KSA,A
EGY,A
URU,A
POR,B
ESP,B
MAR,B
IRN,B
FRA,C
AUS,C
PER,C
DEN,C
ARG,D
ISL,D
CRO,D
NGA,D
BRA,E
SUI,E
CRC,E
SRB,E
GER,F
MEX,F
SWE,F
KOR,F
BEL,G
PAN,G
TUN,G
ENG,G
POL,H
SEN,H
COL,H
JPN,H
