DEN,A
FRA,A
SEN,A
URU,A
ESP,B
PAR,B
RSA,B
SVN,B
BRA,C
CHN,C
CRC,C
TUR,C
KOR,D
POL,D
POR,D
USA,D
CMR,E
GER,E
IRL,E
KSA,E
ARG,F
ENG,F
NGA,F
SWE,F
CRO,G
ECU,G
ITA,G
MEX,G
BEL,H
JPN,H
RUS,H
TUN,H
