G,2010-06-11T08:00:00+01:00,RSA,MEX
G,2010-06-11T12:00:00+01:00,URU,FRA
G,2010-06-12T05:00:00+01:00,KOR,GRE
G,2010-06-12T08:00:00+01:00,ARG,NGA
G,2010-06-12T12:00:00+01:00,ENG,USA
G,2010-06-13T05:00:00+01:00,ALG,SVN
G,2010-06-13T08:00:00+01:00,SRB,GHA
G,2010-06-13T12:00:00+01:00,GER,AUS
G,2010-06-14T05:00:00+01:00,NED,DEN
G,2010-06-14T08:00:00+01:00,JPN,CMR
G,2010-06-14T12:00:00+01:00,ITA,PAR
G,2010-06-15T05:00:00+01:00,NZL,SVK
G,2010-06-15T08:00:00+01:00,CIV,POR
G,2010-06-15T12:00:00+01:00,BRA,PRK
G,2010-06-16T05:00:00+01:00,HON,CHI
G,2010-06-16T08:00:00+01:00,ESP,SUI
G,2010-06-16T12:00:00+01:00,RSA,URU
G,2010-06-17T12:00:00+01:00,FRA,MEX
G,2010-06-17T05:00:00+01:00,ARG,KOR
G,2010-06-17T08:00:00+01:00,GRE,NGA
G,2010-06-18T08:00:00+01:00,SVN,USA
G,2010-06-18T12:00:00+01:00,ENG,ALG
G,2010-06-18T05:00:00+01:00,GER,SRB
G,2010-06-19T08:00:00+01:00,GHA,AUS
G,2010-06-19T05:00:00+01:00,NED,JPN
G,2010-06-19T12:00:00+01:00,CMR,DEN
G,2010-06-20T05:00:00+01:00,SVK,PAR
G,2010-06-20T08:00:00+01:00,ITA,NZL
G,2010-06-20T12:00:00+01:00,BRA,CIV
G,2010-06-21T05:00:00+01:00,POR,PRK
G,2010-06-21T08:00:00+01:00,CHI,SUI
G,2010-06-21T12:00:00+01:00,ESP,HON
G,2010-06-22T08:00:00+01:00,MEX,URU
G,2010-06-22T08:00:00+01:00,FRA,RSA
G,2010-06-22T12:00:00+01:00,NGA,KOR
G,2010-06-22T12:00:00+01:00,GRE,ARG
G,2010-06-23T08:00:00+01:00,SVN,ENG
G,2010-06-23T08:00:00+01:00,USA,ALG
G,2010-06-23T12:00:00+01:00,GHA,GER
G,2010-06-23T12:00:00+01:00,AUS,SRB
G,2010-06-24T12:00:00+01:00,DEN,JPN
G,2010-06-24T12:00:00+01:00,CMR,NED
G,2010-06-24T08:00:00+01:00,SVK,ITA
G,2010-06-24T08:00:00+01:00,PAR,NZL
G,2010-06-25T08:00:00+01:00,POR,BRA
G,2010-06-25T08:00:00+01:00,PRK,CIV
G,2010-06-25T12:00:00+01:00,CHI,ESP
G,2010-06-25T12:00:00+01:00,SUI,HON
8,2010-06-26T08:00:00+01:00,URU,KOR
8,2010-06-26T12:00:00+01:00,USA,GHA
8,2010-06-27T08:00:00+01:00,GER,ENG
8,2010-06-27T12:00:00+01:00,ARG,MEX
8,2010-06-28T08:00:00+01:00,NED,SVK
8,2010-06-28T12:00:00+01:00,BRA,CHI
8,2010-06-29T08:00:00+01:00,PAR,JPN
8,2010-06-29T12:00:00+01:00,ESP,POR
4,2010-07-02T08:00:00+01:00,NED,BRA
4,2010-07-02T12:00:00+01:00,URU,GHA
4,2010-07-03T08:00:00+01:00,ARG,GER
4,2010-07-03T12:00:00+01:00,PAR,ESP
2,2010-07-06T12:00:00+01:00,URU,NED
2,2010-07-07T12:00:00+01:00,GER,ESP
1,2010-07-10T12:00:00+01:00,URU,GER
0,2010-07-11T12:00:00+01:00,NED,ESP
